     atm_u           atm_v           atm_T           atm_q           R_net     
 6.69009352E+00  1.05826778E+01  3.01789978E+02  1.26271164E-02  4.45506663E+02
 5.32790804E+00  1.01913395E+01  3.01729980E+02  1.27380723E-02  4.45949997E+02
 5.89650583E+00  8.97657013E+00  3.01779999E+02  1.27257910E-02  4.46393331E+02
 4.30468130E+00  8.74826908E+00  3.01859985E+02  1.26793226E-02  4.46836665E+02
 3.30179930E+00  1.03459034E+01  3.01940002E+02  1.27941798E-02  4.47279999E+02
 3.76988530E+00  1.14661617E+01  3.02000000E+02  1.27800144E-02  4.47723333E+02
 5.32463884E+00  8.35800934E+00  3.02049988E+02  1.27875004E-02  4.48166667E+02
 6.78826618E+00  1.08634968E+01  3.02130005E+02  1.26596959E-02  4.48610001E+02
 5.17954540E+00  9.57937431E+00  3.02130005E+02  1.26602277E-02  4.49053335E+02
 6.89542150E+00  1.09497375E+01  3.02130005E+02  1.26407333E-02  4.49496668E+02
 4.99348593E+00  1.07575417E+01  3.02119995E+02  1.25940060E-02  4.49940002E+02
 7.08840656E+00  1.08735867E+01  3.02070007E+02  1.26415314E-02  4.50383336E+02
 7.02277136E+00  9.11925411E+00  3.02039978E+02  1.26813231E-02  4.50826670E+02
 6.51933622E+00  9.48569298E+00  3.02039978E+02  1.27607863E-02  4.51270004E+02
 4.01314735E+00  8.92965508E+00  3.02139984E+02  1.28343906E-02  4.51713338E+02
 4.33982468E+00  1.26037626E+01  3.02220001E+02  1.27430316E-02  4.52156672E+02
 4.36542654E+00  1.31229553E+01  3.02179993E+02  1.26894694E-02  4.52600006E+02
 4.73321390E+00  1.17742424E+01  3.02130005E+02  1.27225937E-02  4.52516673E+02
 4.43802166E+00  1.03049688E+01  3.02039978E+02  1.27638746E-02  4.52433339E+02
 4.09583616E+00  8.36063576E+00  3.02039978E+02  1.28424224E-02  4.52350006E+02
 4.01865625E+00  8.13113117E+00  3.02160004E+02  1.28750131E-02  4.52266673E+02
 3.99171782E+00  8.52140141E+00  3.02320007E+02  1.27700167E-02  4.52183339E+02
 6.12404299E+00  9.11353397E+00  3.02410004E+02  1.26106730E-02  4.52100006E+02
 4.85253143E+00  9.90524292E+00  3.02419983E+02  1.26432599E-02  4.52016673E+02
 3.99036646E+00  1.26558237E+01  3.02419983E+02  1.27171185E-02  4.51933339E+02
 3.16375875E+00  1.08897305E+01  3.02399994E+02  1.27837807E-02  4.51850006E+02
 4.31738567E+00  1.09603186E+01  3.02440002E+02  1.27242003E-02  4.51766673E+02
 3.64107823E+00  1.22920685E+01  3.02429993E+02  1.26441913E-02  4.51683339E+02
 3.85362434E+00  9.30346584E+00  3.02459991E+02  1.25834364E-02  4.51600006E+02
 3.80567837E+00  1.12433853E+01  3.02519989E+02  1.25495298E-02  4.51516673E+02
 4.41135979E+00  1.12564650E+01  3.02470001E+02  1.26102744E-02  4.51433339E+02
 3.50304246E+00  1.04694929E+01  3.02320007E+02  1.28309513E-02  4.51350006E+02
 2.47658086E+00  1.33624344E+01  3.02339996E+02  1.28523493E-02  4.51266673E+02
 3.06834292E+00  1.28795528E+01  3.02389984E+02  1.28384428E-02  4.51183339E+02
 2.70395255E+00  1.34101095E+01  3.02449982E+02  1.28125260E-02  4.51100006E+02
 4.37427902E+00  1.00601482E+01  3.02519989E+02  1.28524844E-02  4.51016673E+02
 2.29647017E+00  1.05325508E+01  3.02559998E+02  1.28260246E-02  4.50933339E+02
 1.56208885E+00  1.14035072E+01  3.02600006E+02  1.27923461E-02  4.50850006E+02
 3.57278609E+00  1.16860437E+01  3.02739990E+02  1.26989549E-02  4.50766673E+02
 4.02537966E+00  9.43736839E+00  3.02799988E+02  1.26668895E-02  4.50683339E+02
 3.57932448E+00  1.28196936E+01  3.02809998E+02  1.26801170E-02  4.50600006E+02
 4.30358028E+00  9.31379604E+00  3.02769989E+02  1.26133263E-02  4.50516673E+02
 4.10985994E+00  1.18685579E+01  3.02720001E+02  1.26065155E-02  4.50433339E+02
 4.50430155E+00  1.14348316E+01  3.02609985E+02  1.26600787E-02  4.50350006E+02
 3.27280760E+00  1.15658617E+01  3.02570007E+02  1.27545418E-02  4.50266673E+02
 1.66581440E+00  1.11462088E+01  3.02600006E+02  1.28219062E-02  4.50183339E+02
 3.35457921E+00  1.33551378E+01  3.02679993E+02  1.27681745E-02  4.50100006E+02
 2.86204457E+00  1.28040266E+01  3.02660004E+02  1.28014525E-02  4.48230006E+02
 3.35975647E+00  1.28066244E+01  3.02690002E+02  1.28486408E-02  4.46360006E+02
 4.19007778E+00  1.36200495E+01  3.02669983E+02  1.27748568E-02  4.44490005E+02
 3.12417030E+00  1.05470161E+01  3.02579987E+02  1.28740221E-02  4.42620005E+02
 1.96795738E+00  1.15130167E+01  3.02649994E+02  1.29307648E-02  4.40750005E+02
 2.47253966E+00  1.50988922E+01  3.02690002E+02  1.28100226E-02  4.38880005E+02
 3.93819523E+00  1.42975349E+01  3.02679993E+02  1.28089432E-02  4.37010005E+02
 4.33755350E+00  1.29635849E+01  3.02619995E+02  1.28228515E-02  4.35140004E+02
 3.45876098E+00  1.13130846E+01  3.02679993E+02  1.28566790E-02  4.33270004E+02
 3.97786951E+00  1.02555618E+01  3.02739990E+02  1.26615437E-02  4.31400004E+02
 3.99244022E+00  1.14647303E+01  3.02799988E+02  1.26830544E-02  4.29530004E+02
 4.99185610E+00  1.13180504E+01  3.02760010E+02  1.27152568E-02  4.27660004E+02
 3.24758196E+00  1.03630505E+01  3.02809998E+02  1.29835811E-02  4.25790003E+02
 2.20012593E+00  1.24775143E+01  3.02869995E+02  1.30252186E-02  4.23920003E+02
 1.73338866E+00  1.31663866E+01  3.02880005E+02  1.29861785E-02  4.22050003E+02
 3.08062267E+00  1.17426310E+01  3.02850006E+02  1.29764834E-02  4.20180003E+02
 3.66418934E+00  9.20770359E+00  3.02919983E+02  1.29307648E-02  4.18310003E+02
 3.98976183E+00  1.07857218E+01  3.02970001E+02  1.25173824E-02  4.16440002E+02
 3.81709433E+00  9.99598885E+00  3.02979980E+02  1.25368908E-02  4.14570002E+02
 3.93639970E+00  1.06988201E+01  3.02979980E+02  1.26779731E-02  4.12700002E+02
 6.61591387E+00  1.05466671E+01  3.02989990E+02  1.26060722E-02  4.10830002E+02
 6.26598930E+00  1.08968925E+01  3.02949982E+02  1.25107048E-02  4.08960002E+02
 5.09232330E+00  1.08217306E+01  3.02869995E+02  1.24815162E-02  4.07090001E+02
 5.57680082E+00  9.62048244E+00  3.02809998E+02  1.24998474E-02  4.05220001E+02
 4.04817486E+00  9.96944809E+00  3.02760010E+02  1.25649292E-02  4.03350001E+02
 3.65036821E+00  9.46014881E+00  3.02809998E+02  1.27784889E-02  4.01480001E+02
 4.10958481E+00  7.92819118E+00  3.02910004E+02  1.28454734E-02  3.99610001E+02
 3.34445930E+00  1.08041983E+01  3.03019989E+02  1.28527014E-02  3.97740000E+02
 3.38913679E+00  8.69267845E+00  3.03100006E+02  1.28529714E-02  3.95870000E+02
 5.77997446E-01  1.22563791E+01  3.03139984E+02  1.28353471E-02  3.94000000E+02
 2.85641003E+00  1.46949587E+01  3.03100006E+02  1.28139351E-02  3.94136667E+02
 3.50005293E+00  1.16662779E+01  3.02929993E+02  1.28797172E-02  3.94273334E+02
 3.77876210E+00  1.41025162E+01  3.02789978E+02  1.28615545E-02  3.94410001E+02
 2.63944960E+00  1.21055946E+01  3.02630005E+02  1.28483167E-02  3.94546667E+02
 2.35239649E+00  1.24497042E+01  3.02619995E+02  1.27934739E-02  3.94683334E+02
 2.53117251E+00  1.35251904E+01  3.02669983E+02  1.27206128E-02  3.94820001E+02
 3.10966086E+00  1.33629494E+01  3.02579987E+02  1.27079152E-02  3.94956668E+02
 1.99911857E+00  1.24809113E+01  3.02519989E+02  1.27131250E-02  3.95093335E+02
 3.56891394E+00  1.32269745E+01  3.02549988E+02  1.26472283E-02  3.95230002E+02
 4.14009047E+00  1.34575653E+01  3.02529999E+02  1.25869568E-02  3.95366669E+02
 4.53854179E+00  9.60135555E+00  3.02419983E+02  1.26394816E-02  3.95503336E+02
 3.51953220E+00  1.26910124E+01  3.02369995E+02  1.27141951E-02  3.95640002E+02
 2.37270665E+00  1.28019791E+01  3.02359985E+02  1.27363950E-02  3.95776669E+02
 2.94344306E+00  1.25494318E+01  3.02350006E+02  1.26552433E-02  3.95913336E+02
 3.23280954E+00  1.09841452E+01  3.02369995E+02  1.26682119E-02  3.96050003E+02
 1.57333457E+00  1.28137703E+01  3.02459991E+02  1.26020443E-02  3.96186670E+02
 3.63559580E+00  1.25958138E+01  3.02649994E+02  1.23535823E-02  3.96323337E+02
 5.39299726E+00  9.61020279E+00  3.02809998E+02  1.22737316E-02  3.96460004E+02
 3.40168166E+00  1.16328392E+01  3.02869995E+02  1.23805515E-02  3.96596671E+02
 3.33831763E+00  1.10570402E+01  3.02910004E+02  1.24021517E-02  3.96733337E+02
 4.44629669E+00  1.32118902E+01  3.02949982E+02  1.22949230E-02  3.96870004E+02
 5.74442577E+00  1.12255802E+01  3.02970001E+02  1.22143030E-02  3.97006671E+02
 4.30914068E+00  1.33413534E+01  3.02889984E+02  1.21689960E-02  3.97143338E+02
 4.23389292E+00  1.20900898E+01  3.02799988E+02  1.22950515E-02  3.97280005E+02
 3.48746371E+00  1.25753765E+01  3.02729980E+02  1.24482503E-02  3.97416672E+02
 4.43348551E+00  1.00997572E+01  3.02709991E+02  1.24951405E-02  3.97553339E+02
 4.28906155E+00  1.07779379E+01  3.02729980E+02  1.24545367E-02  3.97690005E+02
 3.74382663E+00  9.45582676E+00  3.02690002E+02  1.24348914E-02  3.97826672E+02
 4.04708052E+00  8.56166172E+00  3.02779999E+02  1.25344330E-02  3.97963339E+02
 3.61870003E+00  8.95659542E+00  3.02899994E+02  1.24221873E-02  3.98100006E+02
 3.42823362E+00  9.95631027E+00  3.03019989E+02  1.23941684E-02  3.97286673E+02
 2.53442121E+00  8.66704082E+00  3.03160004E+02  1.24678956E-02  3.96473340E+02
 3.92768312E+00  1.02855930E+01  3.03299988E+02  1.24005852E-02  3.95660007E+02
 3.92143607E+00  1.05444221E+01  3.03339996E+02  1.23406211E-02  3.94846674E+02
 3.32998610E+00  1.17679262E+01  3.03289978E+02  1.23404907E-02  3.94033340E+02
 3.73785830E+00  9.58710194E+00  3.03229980E+02  1.23683698E-02  3.93220007E+02
 3.34744143E+00  9.66682625E+00  3.03179993E+02  1.23681100E-02  3.92406674E+02
 2.85007000E+00  8.23050499E+00  3.03229980E+02  1.23747867E-02  3.91593341E+02
 3.43323541E+00  1.02608614E+01  3.03339996E+02  1.23342043E-02  3.90780008E+02
 2.34477186E+00  1.38631039E+01  3.03359985E+02  1.23768710E-02  3.89966675E+02
 3.17430401E+00  1.26374321E+01  3.03269989E+02  1.24341063E-02  3.89153342E+02
 3.27655268E+00  1.15024252E+01  3.03199982E+02  1.25217307E-02  3.88340009E+02
 4.06808853E+00  1.30611277E+01  3.03149994E+02  1.24870138E-02  3.87526675E+02
 3.45860648E+00  9.20146370E+00  3.02970001E+02  1.24943517E-02  3.86713342E+02
 4.54217243E+00  8.76273727E+00  3.02820007E+02  1.25219943E-02  3.85900009E+02
 2.60537815E+00  1.07693272E+01  3.02760010E+02  1.26015134E-02  3.85086676E+02
 3.95996761E+00  1.03160639E+01  3.02799988E+02  1.25751821E-02  3.84273343E+02
 3.45397544E+00  1.15861197E+01  3.02809998E+02  1.26154106E-02  3.83460010E+02
 5.04282427E+00  1.06681738E+01  3.02809998E+02  1.25822611E-02  3.82646677E+02
 3.71665263E+00  8.42677784E+00  3.02779999E+02  1.25297317E-02  3.81833344E+02
 3.74647307E+00  9.04477978E+00  3.02760010E+02  1.25691630E-02  3.81020010E+02
 2.70716262E+00  1.21111259E+01  3.02799988E+02  1.25908023E-02  3.80206677E+02
 2.88373661E+00  1.35669069E+01  3.02850006E+02  1.25529496E-02  3.79393344E+02
 2.56985140E+00  1.26312304E+01  3.02829987E+02  1.24975089E-02  3.78580011E+02
 2.61232972E+00  1.38253613E+01  3.02839996E+02  1.24502173E-02  3.77766678E+02
 4.22636318E+00  1.09528742E+01  3.02760010E+02  1.24303056E-02  3.76953345E+02
 3.89826608E+00  1.17186193E+01  3.02600006E+02  1.25511000E-02  3.76140012E+02
 4.14426899E+00  9.66930389E+00  3.02489990E+02  1.25784939E-02  3.75326678E+02
 5.96357727E+00  1.01241417E+01  3.02429993E+02  1.25711495E-02  3.74513345E+02
 3.85962462E+00  1.00546618E+01  3.02380005E+02  1.24908267E-02  3.73700012E+02
 3.63253760E+00  9.87294674E+00  3.02350006E+02  1.25656566E-02  3.71410012E+02
 2.00415707E+00  1.02152557E+01  3.02410004E+02  1.26187326E-02  3.69120011E+02
 1.65070748E+00  1.18960190E+01  3.02600006E+02  1.25931902E-02  3.66830011E+02
 3.50254250E+00  1.17490339E+01  3.02660004E+02  1.25588402E-02  3.64540011E+02
 2.38203716E+00  8.64793587E+00  3.02669983E+02  1.26855858E-02  3.62250010E+02
 2.22900748E+00  1.06696539E+01  3.02829987E+02  1.26595097E-02  3.59960010E+02
 3.34740448E+00  1.04888029E+01  3.02979980E+02  1.25592370E-02  3.57670009E+02
 4.69279861E+00  8.29448795E+00  3.03019989E+02  1.25719430E-02  3.55380009E+02
 2.51989079E+00  1.18551483E+01  3.03000000E+02  1.26066916E-02  3.53090009E+02
 2.50756097E+00  1.35295877E+01  3.02949982E+02  1.26000065E-02  3.50800008E+02
 1.31574547E+00  1.27321959E+01  3.02929993E+02  1.26139075E-02  3.48510008E+02
 2.43102193E+00  1.31166210E+01  3.02989990E+02  1.25808790E-02  3.46220007E+02
 3.33449054E+00  1.30817118E+01  3.02940002E+02  1.25730028E-02  3.43930007E+02
 4.19025517E+00  1.02679043E+01  3.02859985E+02  1.26066916E-02  3.41640007E+02
 4.11375856E+00  9.83425617E+00  3.02789978E+02  1.26810363E-02  3.39350006E+02
 4.25855398E+00  9.30148411E+00  3.02779999E+02  1.26528237E-02  3.37060006E+02
 1.32630789E+00  1.09600410E+01  3.02820007E+02  1.26676634E-02  3.34770005E+02
 9.31287408E-02  1.33396749E+01  3.02919983E+02  1.25942510E-02  3.32480005E+02
 7.10275710E-01  1.45226412E+01  3.02919983E+02  1.26556233E-02  3.30190004E+02
 1.12519443E+00  1.39848070E+01  3.02959991E+02  1.26411840E-02  3.27900004E+02
 2.22974491E+00  1.29088440E+01  3.02940002E+02  1.25727374E-02  3.25610004E+02
 4.44090748E+00  1.29708309E+01  3.02839996E+02  1.25671132E-02  3.23320003E+02
 3.36323214E+00  9.93623447E+00  3.02619995E+02  1.25865033E-02  3.21030003E+02
 2.19747901E+00  1.20919476E+01  3.02559998E+02  1.27077866E-02  3.18740002E+02
 3.33780980E+00  1.20357428E+01  3.02570007E+02  1.26941456E-02  3.16450002E+02
 2.09668422E+00  1.16528759E+01  3.02600006E+02  1.27484538E-02  3.14160002E+02
 1.68789196E+00  1.37467642E+01  3.02729980E+02  1.27016343E-02  3.11870001E+02
 3.02545428E+00  1.26019135E+01  3.02760010E+02  1.27021698E-02  3.09580001E+02
 4.03451920E+00  1.26418180E+01  3.02739990E+02  1.26755536E-02  3.07290000E+02
 4.60155678E+00  1.16222057E+01  3.02690002E+02  1.26621770E-02  3.05000000E+02
 3.74901676E+00  1.21863604E+01  3.02630005E+02  1.26956170E-02  3.04426666E+02
 2.39289212E+00  1.15548286E+01  3.02639984E+02  1.27087254E-02  3.03853333E+02
 1.02833009E+00  1.25077991E+01  3.02839996E+02  1.27085913E-02  3.03279999E+02
-1.16410159E-01  1.33394918E+01  3.02959991E+02  1.27028394E-02  3.02706665E+02
 2.84298754E+00  1.13184061E+01  3.03070007E+02  1.26887942E-02  3.02133331E+02
 4.19255066E+00  1.33784504E+01  3.03149994E+02  1.24225719E-02  3.01559998E+02
 4.76256561E+00  1.13296986E+01  3.03089996E+02  1.25544034E-02  3.00986664E+02
 3.85207772E+00  1.15126495E+01  3.03070007E+02  1.24755129E-02  3.00413330E+02
 4.81985664E+00  1.44050360E+01  3.02979980E+02  1.24879591E-02  2.99839996E+02
 3.91446447E+00  1.05256758E+01  3.02889984E+02  1.25209829E-02  2.99266663E+02
 2.61102724E+00  1.12202024E+01  3.02850006E+02  1.26759540E-02  2.98693329E+02
 2.99729347E+00  1.34090948E+01  3.02899994E+02  1.27623687E-02  2.98119995E+02
 3.04092216E+00  1.36042786E+01  3.02829987E+02  1.27481855E-02  2.97546661E+02
 3.87936902E+00  1.29306030E+01  3.02720001E+02  1.28027778E-02  2.96973328E+02
 3.17427659E+00  1.25446224E+01  3.02559998E+02  1.27823036E-02  2.96399994E+02
 1.24075806E+00  1.36336575E+01  3.02440002E+02  1.28025077E-02  2.95826660E+02
 1.55280483E+00  1.34204655E+01  3.02380005E+02  1.28568476E-02  2.95253326E+02
 3.08932972E+00  1.24834146E+01  3.02399994E+02  1.27952779E-02  2.94679993E+02
 2.33904481E+00  1.32653608E+01  3.02350006E+02  1.28030479E-02  2.94106659E+02
 3.30802560E+00  1.25203619E+01  3.02299988E+02  1.28347436E-02  2.93533325E+02
 2.58193135E+00  1.18417921E+01  3.02329987E+02  1.28506972E-02  2.92959991E+02
 2.65415239E+00  1.36544342E+01  3.02339996E+02  1.27558140E-02  2.92386658E+02
 3.16085267E+00  1.31658878E+01  3.02339996E+02  1.27892625E-02  2.91813324E+02
 2.64705682E+00  1.19400997E+01  3.02419983E+02  1.27893975E-02  2.91239990E+02
 2.68418598E+00  1.23107738E+01  3.02589996E+02  1.27495294E-02  2.90666656E+02
 2.90944719E+00  1.02136917E+01  3.02649994E+02  1.27682500E-02  2.90093323E+02
 2.28031373E+00  1.15164127E+01  3.02789978E+02  1.27687892E-02  2.89519989E+02
 2.75036144E+00  1.38903246E+01  3.02899994E+02  1.27154142E-02  2.88946655E+02
 3.39130020E+00  1.33045845E+01  3.02880005E+02  1.27554117E-02  2.88373322E+02
 4.16061163E+00  1.31159029E+01  3.02820007E+02  1.27305342E-02  2.87799988E+02
 3.75272989E+00  1.46159201E+01  3.02809998E+02  1.27410935E-02  2.84719988E+02
 4.66003036E+00  1.27341166E+01  3.02769989E+02  1.27016343E-02  2.81639988E+02
 3.80595899E+00  1.11799278E+01  3.02690002E+02  1.27677126E-02  2.78559988E+02
 1.98090017E+00  1.06879807E+01  3.02709991E+02  1.28686037E-02  2.75479989E+02
 2.72882652E+00  1.11097746E+01  3.02820007E+02  1.28019676E-02  2.72399989E+02
 2.14803886E+00  1.19382925E+01  3.02899994E+02  1.28290001E-02  2.69319989E+02
 3.13444757E+00  1.17801247E+01  3.02959991E+02  1.28016975E-02  2.66239989E+02
 2.15178943E+00  1.17241716E+01  3.02979980E+02  1.28091983E-02  2.63159989E+02
 3.04280186E+00  1.38394461E+01  3.03010010E+02  1.27079207E-02  2.60079990E+02
 3.34009933E+00  1.13486843E+01  3.02989990E+02  1.27685191E-02  2.56999990E+02
 3.15327096E+00  1.10696421E+01  3.03010010E+02  1.28093334E-02  2.53919990E+02
 2.74424696E+00  1.22770319E+01  3.03029999E+02  1.27409594E-02  2.50839990E+02
 4.09743643E+00  1.21053457E+01  3.03029999E+02  1.27685191E-02  2.47759990E+02
 3.25980711E+00  1.37899446E+01  3.02979980E+02  1.26810363E-02  2.44679991E+02
 3.60983682E+00  1.21865978E+01  3.02929993E+02  1.26611097E-02  2.41599991E+02
 3.83316231E+00  1.23068666E+01  3.02949982E+02  1.26746185E-02  2.38519991E+02
 4.00685787E+00  1.17030764E+01  3.02929993E+02  1.26481364E-02  2.35439991E+02
 3.44772720E+00  1.13478088E+01  3.02889984E+02  1.26278121E-02  2.32359991E+02
 3.09289074E+00  1.18737917E+01  3.02940002E+02  1.26744844E-02  2.29279992E+02
 2.96132612E+00  1.31404505E+01  3.02979980E+02  1.26410499E-02  2.26199992E+02
 1.99767005E+00  1.26127796E+01  3.03019989E+02  1.26141729E-02  2.23119992E+02
 2.66337514E+00  1.16289015E+01  3.03059998E+02  1.26743512E-02  2.20039992E+02
 1.66582632E+00  1.20049744E+01  3.03109985E+02  1.27140740E-02  2.16959992E+02
 2.41357112E+00  1.39730844E+01  3.03179993E+02  1.26611097E-02  2.13879993E+02
 2.90537095E+00  1.32143755E+01  3.03160004E+02  1.26548223E-02  2.10799993E+02
 2.88657856E+00  1.28087692E+01  3.03109985E+02  1.26065584E-02  2.07719993E+02
 2.43367791E+00  1.30042334E+01  3.03139984E+02  1.26000065E-02  2.04639993E+02
 3.37498212E+00  1.28646612E+01  3.03130005E+02  1.25264795E-02  2.01559993E+02
 2.93714309E+00  1.30331411E+01  3.03119995E+02  1.26009351E-02  1.98479994E+02
 3.83181024E+00  1.17931004E+01  3.03079987E+02  1.26330322E-02  1.95399994E+02
 1.83148086E+00  1.07145967E+01  3.03079987E+02  1.26932086E-02  1.92719994E+02
 3.72490048E+00  1.06366358E+01  3.03179993E+02  1.26472041E-02  1.90039994E+02
 2.44764447E+00  1.18192186E+01  3.03209991E+02  1.26005365E-02  1.87359995E+02
 1.88437223E+00  1.47097940E+01  3.03220001E+02  1.26017323E-02  1.84679995E+02
 4.48143911E+00  1.43882446E+01  3.03149994E+02  1.25410343E-02  1.81999995E+02
 2.74997783E+00  1.51321526E+01  3.03079987E+02  1.25088021E-02  1.79319995E+02
 2.83392811E+00  1.44446278E+01  3.03010010E+02  1.24612274E-02  1.76639995E+02
 4.02163076E+00  1.29917860E+01  3.02970001E+02  1.24668609E-02  1.73959996E+02
 3.31803679E+00  1.32096567E+01  3.02919983E+02  1.25334263E-02  1.71279996E+02
 4.69278336E+00  1.47935190E+01  3.02880005E+02  1.25481170E-02  1.68599996E+02
 4.99155235E+00  1.34218779E+01  3.02829987E+02  1.25470599E-02  1.65919996E+02
 4.07858944E+00  1.33404503E+01  3.02769989E+02  1.25993416E-02  1.63239996E+02
 3.81866312E+00  1.36769075E+01  3.02739990E+02  1.26791662E-02  1.60559997E+02
 3.19958425E+00  9.67464542E+00  3.02760010E+02  1.27055114E-02  1.57879997E+02
 3.11065722E+00  1.12166576E+01  3.02850006E+02  1.26652615E-02  1.55199997E+02
 2.78283930E+00  1.08384457E+01  3.02899994E+02  1.26651283E-02  1.52519997E+02
 3.30620623E+00  1.21688576E+01  3.02949982E+02  1.26735503E-02  1.49839997E+02
 4.07047987E+00  1.40106850E+01  3.02929993E+02  1.26461377E-02  1.47159998E+02
 3.69750094E+00  1.14476795E+01  3.02850006E+02  1.27071179E-02  1.44479998E+02
 3.51372838E+00  1.12123241E+01  3.02820007E+02  1.26993600E-02  1.41799998E+02
 3.91820979E+00  9.60127735E+00  3.02799988E+02  1.27180787E-02  1.39119998E+02
 3.90641093E+00  8.57183456E+00  3.02809998E+02  1.27255712E-02  1.36439998E+02
 3.70785093E+00  1.20525494E+01  3.02850006E+02  1.26859872E-02  1.33759999E+02
 4.25372362E+00  1.21467171E+01  3.02799988E+02  1.26581760E-02  1.31079999E+02
 4.40843534E+00  8.84195137E+00  3.02750000E+02  1.27378711E-02  1.28399999E+02
 3.98430133E+00  1.04887438E+01  3.02720001E+02  1.27249025E-02  1.25719999E+02
 3.07610822E+00  1.05194654E+01  3.02699982E+02  1.27041731E-02  1.23039999E+02
 3.37168193E+00  1.19951391E+01  3.02739990E+02  1.26847858E-02  1.20360000E+02
 3.32169271E+00  1.26615353E+01  3.02760010E+02  1.26247527E-02  1.17680000E+02
 5.13409281E+00  1.04799805E+01  3.02720001E+02  1.26179364E-02  1.15000000E+02
 4.33304739E+00  1.23732290E+01  3.02660004E+02  1.26448059E-02  1.12159333E+02
 3.61951804E+00  9.42916203E+00  3.02609985E+02  1.26703465E-02  1.09318667E+02
 3.23857284E+00  9.19641972E+00  3.02609985E+02  1.26778306E-02  1.06478000E+02
 2.90172815E+00  1.20865574E+01  3.02619995E+02  1.26517583E-02  1.03637333E+02
 4.19390869E+00  1.40681753E+01  3.02600006E+02  1.26648610E-02  1.00796667E+02
 3.46210694E+00  1.28311310E+01  3.02549988E+02  1.26778306E-02  9.79560001E+01
 3.20463920E+00  1.29493589E+01  3.02510010E+02  1.27044404E-02  9.51153335E+01
 3.22828078E+00  1.26650343E+01  3.02459991E+02  1.27182147E-02  9.22746668E+01
 3.23978281E+00  1.17619638E+01  3.02419983E+02  1.27775902E-02  8.94340002E+01
 2.72811770E+00  1.19115820E+01  3.02410004E+02  1.27717117E-02  8.65933336E+01
 3.00910664E+00  1.08504782E+01  3.02410004E+02  1.27647528E-02  8.37526669E+01
 3.17159772E+00  1.27205763E+01  3.02399994E+02  1.27313193E-02  8.09120003E+01
 3.23207808E+00  1.29631500E+01  3.02389984E+02  1.27582001E-02  7.80713336E+01
 3.66494107E+00  1.12795305E+01  3.02369995E+02  1.27842780E-02  7.52306670E+01
 3.18136048E+00  1.15498629E+01  3.02320007E+02  1.27779935E-02  7.23900003E+01
 3.08323288E+00  1.16695576E+01  3.02289978E+02  1.27916383E-02  6.95493337E+01
 2.65058494E+00  1.31454363E+01  3.02250000E+02  1.27861639E-02  6.67086671E+01
 1.78837752E+00  1.27249451E+01  3.02199982E+02  1.27853556E-02  6.38680004E+01
 2.09137177E+00  1.16233501E+01  3.02209991E+02  1.28119737E-02  6.10273338E+01
 2.72662044E+00  1.32830400E+01  3.02250000E+02  1.27990004E-02  5.81866671E+01
 2.91604090E+00  1.24326029E+01  3.02229980E+02  1.27925826E-02  5.53460005E+01
 3.87404823E+00  1.11247540E+01  3.02220001E+02  1.28058242E-02  5.25053338E+01
 3.94895291E+00  1.24486704E+01  3.02190002E+02  1.28064984E-02  4.96646672E+01
 3.46201706E+00  1.26549921E+01  3.02149994E+02  1.28257554E-02  4.68240005E+01
 3.00256133E+00  1.18660107E+01  3.02119995E+02  1.28317680E-02  4.39833339E+01
 3.38245034E+00  1.14925814E+01  3.02100006E+02  1.28323101E-02  4.11426673E+01
 3.21588278E+00  1.16751947E+01  3.02059998E+02  1.28189307E-02  3.83020006E+01
 2.86919498E+00  1.15077066E+01  3.02049988E+02  1.28319049E-02  3.54613340E+01
 2.37354636E+00  1.19872723E+01  3.02049988E+02  1.28451455E-02  3.26206673E+01
 3.09787178E+00  1.13239031E+01  3.02029999E+02  1.28444694E-02  2.97800007E+01
 2.51810002E+00  1.08208723E+01  3.02029999E+02  1.28511582E-02  2.78603340E+01
 1.68323648E+00  1.06275263E+01  3.02049988E+02  1.28725804E-02  2.59406673E+01
 1.82038736E+00  1.29527063E+01  3.02039978E+02  1.28652127E-02  2.40210007E+01
 3.06515932E+00  1.24790745E+01  3.01979980E+02  1.28724454E-02  2.21013340E+01
 3.40118027E+00  1.33433456E+01  3.01919983E+02  1.29000219E-02  2.01816673E+01
 3.72273803E+00  1.18070154E+01  3.01859985E+02  1.29190050E-02  1.82620007E+01
 1.68822718E+00  1.24863882E+01  3.01820007E+02  1.29259685E-02  1.63423340E+01
 2.70518470E+00  1.30628319E+01  3.01789978E+02  1.29374424E-02  1.44226673E+01
 1.72308862E+00  1.04083366E+01  3.01760010E+02  1.29373055E-02  1.25030006E+01
 2.34717250E+00  9.55596066E+00  3.01760010E+02  1.29441321E-02  1.05833340E+01
 1.48920643E+00  1.11610870E+01  3.01769989E+02  1.29446778E-02  8.66366730E+00
 1.18096125E+00  1.34984388E+01  3.01760010E+02  1.29530076E-02  6.74400063E+00
 2.17118907E+00  1.34053097E+01  3.01699982E+02  1.29651604E-02  4.82433395E+00
 2.84023023E+00  1.27064352E+01  3.01679993E+02  1.29855089E-02  2.90466728E+00
 1.69031501E+00  1.28392105E+01  3.01630005E+02  1.29781328E-02  9.85000610E-01
 1.86986578E+00  1.29759665E+01  3.01579987E+02  1.29848244E-02  -9.34666061E-01
