     atm_u           atm_v           atm_T           atm_q           R_net     
-2.24564505E+00  2.71451783E+00  2.92329987E+02  1.00087179E-02  -4.10683535E+01
-2.28036141E+00  2.79600000E+00  2.92279999E+02  9.99553688E-03  -4.14094468E+01
-2.00406146E+00  2.42249322E+00  2.92269989E+02  1.00088222E-02  -4.17505402E+01
-2.17825484E+00  2.79809260E+00  2.92199982E+02  1.00088222E-02  -4.20916335E+01
-2.02293158E+00  2.61736751E+00  2.92139984E+02  1.00087179E-02  -4.24327268E+01
-1.93510997E+00  2.59614968E+00  2.92070007E+02  1.00019192E-02  -4.27738201E+01
-1.99399483E+00  2.65575337E+00  2.92029999E+02  1.00019192E-02  -4.31149134E+01
-1.83442700E+00  2.54349637E+00  2.91979980E+02  1.00017097E-02  -4.34560067E+01
-1.78236616E+00  2.62267256E+00  2.91940002E+02  1.00016063E-02  -4.37971001E+01
-1.74526870E+00  2.56808519E+00  2.91880005E+02  9.99501534E-03  -4.40171034E+01
-1.86921597E+00  2.74016786E+00  2.91839996E+02  9.98193864E-03  -4.42371068E+01
-1.84798431E+00  2.88961148E+00  2.91799988E+02  9.98204388E-03  -4.44571102E+01
-1.65756106E+00  2.62200212E+00  2.91779999E+02  9.98225156E-03  -4.46771136E+01
-1.74596000E+00  2.80500245E+00  2.91720001E+02  9.97576490E-03  -4.48971170E+01
-1.73130167E+00  2.73864818E+00  2.91690002E+02  9.97586921E-03  -4.51171204E+01
-1.66685319E+00  2.76317382E+00  2.91639984E+02  9.96927917E-03  -4.53371237E+01
-1.69091821E+00  2.84783077E+00  2.91559998E+02  9.95609909E-03  -4.55571271E+01
-1.75947905E+00  2.99896026E+00  2.91510010E+02  9.95589141E-03  -4.57771305E+01
-1.86253381E+00  2.93488407E+00  2.91510010E+02  9.94919799E-03  -4.59971339E+01
-1.78434753E+00  3.00518346E+00  2.91500000E+02  9.94229689E-03  -4.62171373E+01
-1.75630605E+00  3.06668305E+00  2.91429993E+02  9.94219258E-03  -4.64371407E+01
-1.77547979E+00  3.16386724E+00  2.91350006E+02  9.94867925E-03  -4.66571440E+01
-1.79844308E+00  3.16583061E+00  2.91279999E+02  9.94867925E-03  -4.68771474E+01
-1.70829809E+00  3.10738349E+00  2.91250000E+02  9.96185839E-03  -4.70971508E+01
-1.61486077E+00  3.07585764E+00  2.91199982E+02  9.94867925E-03  -4.73171542E+01
-1.47010994E+00  2.97454214E+00  2.91149994E+02  9.93560348E-03  -4.75371576E+01
-1.43321574E+00  2.96474981E+00  2.91109985E+02  9.92911868E-03  -4.77571609E+01
-1.41840076E+00  3.00064993E+00  2.91109985E+02  9.92232282E-03  -4.79771643E+01
-1.40480614E+00  3.12583590E+00  2.91059998E+02  9.92253050E-03  -4.81971677E+01
-1.25971651E+00  2.96770787E+00  2.91039978E+02  9.91583802E-03  -4.84171711E+01
-1.19082904E+00  3.07014251E+00  2.91010010E+02  9.91583802E-03  -4.86371745E+01
-1.07061434E+00  2.99011064E+00  2.90929993E+02  9.90266073E-03  -4.88571779E+01
-1.12026358E+00  2.98041368E+00  2.90850006E+02  9.91573464E-03  -4.90771812E+01
-1.11139536E+00  3.03703070E+00  2.90829987E+02  9.90914647E-03  -4.92971846E+01
-1.06309640E+00  3.10505223E+00  2.90779999E+02  9.91573464E-03  -4.95171880E+01
-1.01203084E+00  3.11471009E+00  2.90739990E+02  9.90904309E-03  -4.97371914E+01
-1.01335442E+00  3.13740683E+00  2.90690002E+02  9.90904309E-03  -4.99571948E+01
-1.11881018E+00  3.26777887E+00  2.90639984E+02  9.90893971E-03  -5.01771982E+01
-1.08898878E+00  3.27362251E+00  2.90579987E+02  9.91552882E-03  -5.03972015E+01
-1.17575788E+00  3.30191135E+00  2.90539978E+02  9.91532207E-03  -4.97493448E+01
-1.23183250E+00  3.40290308E+00  2.90570007E+02  9.93518997E-03  -4.91014881E+01
-1.28496909E+00  3.53042531E+00  2.90619995E+02  9.94826388E-03  -4.84536314E+01
-1.34137118E+00  3.49439168E+00  2.90630005E+02  9.94157139E-03  -4.78057747E+01
-1.35430837E+00  3.50977111E+00  2.90639984E+02  9.94805712E-03  -4.71579180E+01
-1.27013147E+00  3.43361139E+00  2.90619995E+02  9.94795281E-03  -4.65100613E+01
-1.18034065E+00  3.33318067E+00  2.90600006E+02  9.94784944E-03  -4.58622046E+01
-1.14097261E+00  3.23997021E+00  2.90570007E+02  9.95443854E-03  -4.52143478E+01
-1.10451102E+00  3.26313972E+00  2.90570007E+02  9.96761583E-03  -4.45664911E+01
-1.00375557E+00  3.18350744E+00  2.90539978E+02  9.96751152E-03  -4.39186344E+01
-9.16247249E-01  3.17441440E+00  2.90559998E+02  9.97410156E-03  -4.32707777E+01
-1.07259810E+00  3.24323750E+00  2.90559998E+02  9.99397319E-03  -4.26229210E+01
-1.04694974E+00  3.22217941E+00  2.90589996E+02  1.00006675E-02  -4.19750643E+01
-1.06676090E+00  3.36285686E+00  2.90660004E+02  9.98759177E-03  -4.13272076E+01
-1.04148352E+00  3.36449051E+00  2.90729980E+02  1.00007718E-02  -4.06793509E+01
-9.68776166E-01  3.27053428E+00  2.90769989E+02  1.00072566E-02  -4.00314941E+01
-9.52474952E-01  3.27844286E+00  2.90820007E+02  1.00072566E-02  -3.93836374E+01
-9.02979136E-01  3.32351708E+00  2.90850006E+02  1.00203324E-02  -3.87357807E+01
-8.19123685E-01  3.33487511E+00  2.90869995E+02  1.00401035E-02  -3.80879240E+01
-7.93261766E-01  3.18159962E+00  2.90869995E+02  1.00467997E-02  -3.74400673E+01
-7.09841490E-01  3.12437844E+00  2.90829987E+02  1.00667821E-02  -3.67922106E+01
-7.19000876E-01  3.21662140E+00  2.90799988E+02  1.00734783E-02  -3.61443539E+01
-8.04852724E-01  3.18075037E+00  2.90779999E+02  1.00735826E-02  -3.54964972E+01
-7.56711662E-01  2.90506315E+00  2.90789978E+02  1.00867664E-02  -3.48486404E+01
-8.72210979E-01  2.94453549E+00  2.90769989E+02  1.00999512E-02  -3.42007837E+01
-8.39984238E-01  2.74746346E+00  2.90750000E+02  1.00932531E-02  -3.35529270E+01
-9.62348044E-01  2.77909470E+00  2.90769989E+02  1.00998459E-02  -3.29050703E+01
-9.20896709E-01  2.68972063E+00  2.90769989E+02  1.00931479E-02  -3.22572136E+01
-1.00124228E+00  2.67794609E+00  2.90769989E+02  1.00863455E-02  -3.16093569E+01
-8.56421888E-01  2.60482359E+00  2.90760010E+02  1.00862402E-02  -3.09615002E+01
-7.62788236E-01  2.55872130E+00  2.90760010E+02  1.00927269E-02  -3.14445902E+01
-8.63618255E-01  2.45237899E+00  2.90720001E+02  1.00926226E-02  -3.19276802E+01
-8.82085562E-01  2.32210708E+00  2.90720001E+02  1.00992145E-02  -3.24107702E+01
-8.26285601E-01  2.35950255E+00  2.90760010E+02  1.00994250E-02  -3.28938602E+01
-9.64726388E-01  2.51319861E+00  2.90739990E+02  1.00995302E-02  -3.33769503E+01
-9.62158620E-01  2.54627848E+00  2.90739990E+02  1.00865560E-02  -3.38600403E+01
-9.09153044E-01  2.51150990E+00  2.90750000E+02  1.00866612E-02  -3.43431303E+01
-8.19843709E-01  2.40827584E+00  2.90750000E+02  1.00867664E-02  -3.48262203E+01
-9.31884587E-01  2.61703563E+00  2.90720001E+02  1.00803850E-02  -3.53093103E+01
-8.26799512E-01  2.67095852E+00  2.90709991E+02  1.00673074E-02  -3.57924004E+01
-7.59841859E-01  2.63253498E+00  2.90660004E+02  1.00607155E-02  -3.62754904E+01
-7.65377939E-01  2.61738896E+00  2.90589996E+02  1.00476369E-02  -3.67585804E+01
-7.65444934E-01  2.66942358E+00  2.90510010E+02  1.00541236E-02  -3.72416704E+01
-7.11388707E-01  2.56518412E+00  2.90440002E+02  1.00277588E-02  -3.77247604E+01
-7.24073231E-01  2.54188228E+00  2.90350006E+02  1.00144735E-02  -3.82078505E+01
-6.43476367E-01  2.48813939E+00  2.90260010E+02  1.00143692E-02  -3.86909405E+01
-6.01258695E-01  2.48530412E+00  2.90220001E+02  1.00142648E-02  -3.91740305E+01
-5.50257683E-01  2.52370858E+00  2.90169983E+02  9.99418180E-03  -3.96571205E+01
-5.12001872E-01  2.58579755E+00  2.90139984E+02  1.00006675E-02  -4.01402105E+01
-5.36748946E-01  2.54705882E+00  2.90109985E+02  9.99397319E-03  -4.06233006E+01
-5.36575139E-01  2.59102345E+00  2.90079987E+02  1.00004589E-02  -4.11063906E+01
-5.64968586E-01  2.56962490E+00  2.90079987E+02  1.00071523E-02  -4.15894806E+01
-6.30416334E-01  2.60582733E+00  2.90070007E+02  1.00137424E-02  -4.20725706E+01
-6.90728962E-01  2.63290262E+00  2.90079987E+02  1.00005632E-02  -4.25556606E+01
-6.75503492E-01  2.57486677E+00  2.90119995E+02  1.00204367E-02  -4.30387506E+01
-6.00318134E-01  2.48141623E+00  2.90160004E+02  1.00140553E-02  -4.35218407E+01
-5.71152091E-01  2.51393509E+00  2.90139984E+02  9.99428611E-03  -4.40049307E+01
-6.82478130E-01  2.51193810E+00  2.90100006E+02  9.99439042E-03  -4.44880207E+01
-6.92703485E-01  2.54957366E+00  2.90059998E+02  9.97462124E-03  -4.49711107E+01
-5.85700274E-01  2.40264106E+00  2.89989990E+02  9.96792782E-03  -4.54542007E+01
-6.29426956E-01  2.64205956E+00  2.89940002E+02  9.96782351E-03  -4.55691874E+01
-6.43270195E-01  2.58001637E+00  2.89910004E+02  9.97430924E-03  -4.56841741E+01
-6.64498746E-01  2.58805442E+00  2.89880005E+02  9.96772014E-03  -4.57991608E+01
-6.73949003E-01  2.62486053E+00  2.89820007E+02  9.96133965E-03  -4.59141474E+01
-6.73451602E-01  2.62292337E+00  2.89799988E+02  9.98110697E-03  -4.60291341E+01
-6.58895016E-01  2.60393047E+00  2.89789978E+02  9.98121034E-03  -4.61441208E+01
-7.23140061E-01  2.69879675E+00  2.89779999E+02  9.98780038E-03  -4.62591075E+01
-7.19456851E-01  2.70392060E+00  2.89779999E+02  9.98790469E-03  -4.63740941E+01
-7.72563815E-01  2.74848509E+00  2.89789978E+02  1.00011891E-02  -4.64890808E+01
-8.14836860E-01  2.76858020E+00  2.89789978E+02  9.99480672E-03  -4.66040675E+01
-8.31797898E-01  2.72068691E+00  2.89779999E+02  1.00079868E-02  -4.67190542E+01
-9.01272833E-01  2.75744605E+00  2.89799988E+02  1.00147864E-02  -4.68340408E+01
-9.83553946E-01  2.68768764E+00  2.89789978E+02  1.00082997E-02  -4.69490275E+01
-1.11332452E+00  2.71456528E+00  2.89809998E+02  1.00282822E-02  -4.70640142E+01
-1.19296515E+00  2.77003455E+00  2.89850006E+02  1.00415694E-02  -4.71790009E+01
-1.31365871E+00  2.68151021E+00  2.89899994E+02  1.00418832E-02  -4.72939875E+01
-1.33125997E+00  2.51431346E+00  2.89940002E+02  1.00289099E-02  -4.74089742E+01
-1.45515335E+00  2.56153178E+00  2.89899994E+02  1.00160399E-02  -4.75239609E+01
-1.36959672E+00  2.50162125E+00  2.89859985E+02  1.00160399E-02  -4.76389476E+01
-1.38740849E+00  2.58750725E+00  2.89850006E+02  1.00227352E-02  -4.77539342E+01
-1.34838521E+00  2.60129929E+00  2.89869995E+02  1.00162486E-02  -4.78689209E+01
-1.17783797E+00  2.37274051E+00  2.89899994E+02  1.00296419E-02  -4.79839076E+01
-1.30219853E+00  2.34922886E+00  2.89919983E+02  1.00033795E-02  -4.80988942E+01
-1.16288114E+00  2.18706107E+00  2.89929993E+02  1.00034839E-02  -4.82138809E+01
-1.06052148E+00  2.08139133E+00  2.89919983E+02  9.99030005E-03  -4.83288676E+01
-1.11084926E+00  2.15223074E+00  2.89910004E+02  9.99699626E-03  -4.84438543E+01
-1.21766794E+00  2.10058784E+00  2.89899994E+02  9.97753348E-03  -4.85588409E+01
-1.42423368E+00  2.18477058E+00  2.89869995E+02  9.97784641E-03  -4.86738276E+01
-1.45485830E+00  2.14881659E+00  2.89869995E+02  9.97146219E-03  -4.87888143E+01
-1.33218718E+00  1.93834507E+00  2.89850006E+02  9.95838363E-03  -4.89038010E+01
-1.44890428E+00  2.02380776E+00  2.89809998E+02  9.95848700E-03  -4.86082310E+01
-1.25758529E+00  1.98163772E+00  2.89829987E+02  9.95200034E-03  -4.83126610E+01
-1.26332724E+00  2.02174687E+00  2.89789978E+02  9.94551182E-03  -4.80170910E+01
-1.31025672E+00  2.18063354E+00  2.89789978E+02  9.93902422E-03  -4.77215210E+01
-1.20384717E+00  2.09355617E+00  2.89769989E+02  9.94571950E-03  -4.74259510E+01
-1.13861275E+00  2.06259465E+00  2.89760010E+02  9.92594566E-03  -4.71303810E+01
-1.02959168E+00  2.09240651E+00  2.89779999E+02  9.93912760E-03  -4.68348110E+01
-9.43249822E-01  1.97756433E+00  2.89739990E+02  9.89299174E-03  -4.65392410E+01
-9.89553034E-01  2.08399463E+00  2.89639984E+02  9.89299174E-03  -4.62436710E+01
-9.72794354E-01  2.11500716E+00  2.89559998E+02  9.89958271E-03  -4.59481010E+01
-9.48913515E-01  2.20335293E+00  2.89539978E+02  9.92584229E-03  -4.56525311E+01
-8.50166976E-01  2.28603077E+00  2.89539978E+02  9.93222650E-03  -4.53569611E+01
-7.46248782E-01  2.35247445E+00  2.89549988E+02  9.93201789E-03  -4.50613911E+01
-8.21408331E-01  2.38554335E+00  2.89529999E+02  9.94519982E-03  -4.47658211E+01
-8.12384427E-01  2.37278199E+00  2.89519989E+02  9.94509645E-03  -4.44702511E+01
-8.32567751E-01  2.29994512E+00  2.89489990E+02  9.95807163E-03  -4.41746811E+01
-9.37482297E-01  2.46794009E+00  2.89470001E+02  9.94468201E-03  -4.38791111E+01
-8.32102656E-01  2.59169602E+00  2.89419983E+02  9.93798766E-03  -4.35835411E+01
-9.03990388E-01  2.45697498E+00  2.89369995E+02  9.95776057E-03  -4.32879711E+01
-1.01279569E+00  2.49421501E+00  2.89369995E+02  9.99082066E-03  -4.29924011E+01
-1.04090714E+00  2.45222521E+00  2.89410004E+02  1.00040054E-02  -4.26968311E+01
-1.00716674E+00  2.32742596E+00  2.89429993E+02  1.00041097E-02  -4.24012611E+01
-1.12907946E+00  2.38858604E+00  2.89470001E+02  1.00172935E-02  -4.21056911E+01
-1.07448232E+00  2.26285505E+00  2.89549988E+02  1.00371763E-02  -4.18101212E+01
-9.14501131E-01  2.12344813E+00  2.89600006E+02  1.00172935E-02  -4.15145512E+01
-8.70857239E-01  2.17729950E+00  2.89570007E+02  9.98433400E-03  -4.12189812E+01
-7.89242089E-01  1.96330142E+00  2.89500000E+02  9.98433400E-03  -4.09234112E+01
-8.27559590E-01  2.10088277E+00  2.89419983E+02  9.97753348E-03  -4.06278412E+01
-7.45745361E-01  2.20321131E+00  2.89389984E+02  1.00103877E-02  -4.03322712E+01
-7.21392870E-01  2.28796697E+00  2.89389984E+02  1.00104921E-02  -4.00367012E+01
-7.35732436E-01  2.16120028E+00  2.89399994E+02  1.00238854E-02  -3.98529578E+01
-7.68518925E-01  2.11148953E+00  2.89429993E+02  1.00372806E-02  -3.96692144E+01
-6.98994100E-01  2.05328226E+00  2.89459991E+02  1.00373859E-02  -3.94854710E+01
-6.55973792E-01  1.93799245E+00  2.89479980E+02  1.00441873E-02  -3.93017275E+01
-5.42680085E-01  1.94366205E+00  2.89510010E+02  1.00441873E-02  -3.91179841E+01
-4.00790781E-01  1.86952138E+00  2.89510010E+02  1.00442925E-02  -3.89342407E+01
-2.79748321E-01  1.89445651E+00  2.89519989E+02  1.00441873E-02  -3.87504973E+01
-3.13133508E-01  1.99963069E+00  2.89529999E+02  1.00572696E-02  -3.85667539E+01
-3.39172721E-01  2.02681708E+00  2.89570007E+02  1.00637591E-02  -3.83830105E+01
-3.18606347E-01  2.15760303E+00  2.89630005E+02  1.00701423E-02  -3.81992671E+01
-2.53091842E-01  2.18740678E+00  2.89649994E+02  1.00701423E-02  -3.80155237E+01
-3.01415265E-01  2.17218733E+00  2.89660004E+02  1.00767352E-02  -3.78317802E+01
-3.87583017E-01  2.19809103E+00  2.89690002E+02  1.00900279E-02  -3.76480368E+01
-4.07741725E-01  2.13745713E+00  2.89679993E+02  1.00901332E-02  -3.74642934E+01
-3.27479303E-01  2.14008927E+00  2.89690002E+02  1.01099163E-02  -3.72805500E+01
-3.63726467E-01  2.19709635E+00  2.89699982E+02  1.01165110E-02  -3.70968066E+01
-3.13925982E-01  2.17849755E+00  2.89720001E+02  1.01164049E-02  -3.69130632E+01
-2.95305371E-01  2.18412685E+00  2.89720001E+02  1.01229995E-02  -3.67293198E+01
-3.34427446E-01  2.16026735E+00  2.89709991E+02  1.01295942E-02  -3.65455763E+01
-3.76524210E-01  2.15738964E+00  2.89690002E+02  1.01293838E-02  -3.63618329E+01
-3.02658319E-01  2.10030508E+00  2.89669983E+02  1.01357671E-02  -3.61780895E+01
-1.91946208E-01  2.06911588E+00  2.89679993E+02  1.01487460E-02  -3.59943461E+01
-1.28202021E-01  2.09608293E+00  2.89679993E+02  1.01485346E-02  -3.58106027E+01
-1.48162246E-01  2.11882615E+00  2.89630005E+02  1.01616178E-02  -3.56268593E+01
-1.70469254E-01  2.21545124E+00  2.89649994E+02  1.01944869E-02  -3.54431159E+01
-1.90435067E-01  2.17668533E+00  2.89660004E+02  1.02076782E-02  -3.52593725E+01
-2.54225045E-01  2.16411877E+00  2.89679993E+02  1.02077844E-02  -3.50756290E+01
-3.98522854E-01  2.26013374E+00  2.89690002E+02  1.02210836E-02  -3.48918856E+01
-5.51923752E-01  2.35314035E+00  2.89709991E+02  1.02408733E-02  -3.47081422E+01
-6.48634434E-01  2.32314825E+00  2.89720001E+02  1.02407662E-02  -3.45243988E+01
-7.52387941E-01  2.18509364E+00  2.89760010E+02  1.02539603E-02  -3.38304789E+01
-7.57496655E-01  2.00465631E+00  2.89820007E+02  1.02734286E-02  -3.31365589E+01
-8.63356292E-01  1.94827545E+00  2.89850006E+02  1.02601275E-02  -3.24426390E+01
-9.22511637E-01  1.73499203E+00  2.89839996E+02  1.02599133E-02  -3.17487190E+01
-9.11476135E-01  1.61102831E+00  2.89839996E+02  1.02664037E-02  -3.10547991E+01
-8.97275448E-01  1.57309175E+00  2.89829987E+02  1.02726780E-02  -3.03608791E+01
-8.22813690E-01  1.57389760E+00  2.89839996E+02  1.02657611E-02  -2.96669592E+01
-7.76363730E-01  1.69572544E+00  2.89869995E+02  1.02787390E-02  -2.89730392E+01
-5.45076013E-01  1.54782856E+00  2.89919983E+02  1.02718202E-02  -2.82791193E+01
-5.27764976E-01  1.58652091E+00  2.89979980E+02  1.02586290E-02  -2.75851994E+01
-4.87819374E-01  1.42480469E+00  2.90029999E+02  1.02717131E-02  -2.68912794E+01
-6.04349315E-01  1.66043687E+00  2.90059998E+02  1.02783097E-02  -2.61973595E+01
-6.75637662E-01  1.63922012E+00  2.90089996E+02  1.02717131E-02  -2.55034395E+01
-7.18139172E-01  1.49218369E+00  2.90130005E+02  1.02650113E-02  -2.48095196E+01
-4.52310711E-01  1.53682113E+00  2.90139984E+02  1.02783097E-02  -2.41155996E+01
-6.79543555E-01  1.44410408E+00  2.90199982E+02  1.02651184E-02  -2.34216797E+01
-6.03870749E-01  1.54089749E+00  2.90209991E+02  1.02717131E-02  -2.27277597E+01
-5.72977543E-01  1.62705934E+00  2.90199982E+02  1.02650113E-02  -2.20338398E+01
-5.03786564E-01  1.65815806E+00  2.90199982E+02  1.02518201E-02  -2.13399199E+01
-5.12164116E-01  1.69637024E+00  2.90199982E+02  1.02713918E-02  -2.06459999E+01
-5.68845689E-01  1.78242970E+00  2.90190002E+02  1.02844769E-02  -1.99520800E+01
-4.55101371E-01  1.68668067E+00  2.90160004E+02  1.02975611E-02  -1.92581600E+01
-5.52715719E-01  1.56952274E+00  2.90160004E+02  1.03040505E-02  -1.85642401E+01
-6.46213889E-01  1.57563210E+00  2.90139984E+02  1.03172427E-02  -1.78703201E+01
-5.82979858E-01  1.45020807E+00  2.90119995E+02  1.03239482E-02  -1.71764002E+01
-6.39626503E-01  1.50686657E+00  2.90109985E+02  1.03237322E-02  -1.64824802E+01
-6.63141787E-01  1.34768212E+00  2.90109985E+02  1.03435228E-02  -1.57885603E+01
-5.85137606E-01  1.30809128E+00  2.90079987E+02  1.03102168E-02  -1.50946404E+01
-7.04523742E-01  1.53174484E+00  2.90070007E+02  1.02967015E-02  -1.44007204E+01
-6.69264793E-01  1.26937366E+00  2.90079987E+02  1.03029758E-02  -1.37068005E+01
-5.52699864E-01  1.06626630E+00  2.90079987E+02  1.03025455E-02  -1.36477971E+01
-4.51002538E-01  1.24588192E+00  2.90089996E+02  1.03022233E-02  -1.35887938E+01
-3.72887194E-01  1.32658935E+00  2.90079987E+02  1.03348764E-02  -1.35297904E+01
-3.95849884E-01  1.41777539E+00  2.90049988E+02  1.03346612E-02  -1.34707870E+01
-4.92698759E-01  1.39133894E+00  2.90039978E+02  1.03214709E-02  -1.34117837E+01
-4.85846907E-01  1.22088039E+00  2.90059998E+02  1.03148753E-02  -1.33527803E+01
-6.00261629E-01  1.42796600E+00  2.90079987E+02  1.03083877E-02  -1.32937770E+01
-6.41377509E-01  1.54842210E+00  2.90089996E+02  1.03149833E-02  -1.32347736E+01
-7.07584560E-01  1.43168890E+00  2.90100006E+02  1.03282807E-02  -1.31757703E+01
-8.00307751E-01  1.58433974E+00  2.90119995E+02  1.03282807E-02  -1.31167669E+01
-8.72770131E-01  1.61415541E+00  2.90130005E+02  1.03414720E-02  -1.30577636E+01
-8.30133498E-01  1.67229402E+00  2.90130005E+02  1.03612598E-02  -1.29987602E+01
-9.14368272E-01  1.66323018E+00  2.90149994E+02  1.03678554E-02  -1.29397569E+01
-9.04244661E-01  1.60477591E+00  2.90190002E+02  1.03812655E-02  -1.28807535E+01
-9.34292376E-01  1.50685990E+00  2.90209991E+02  1.03745591E-02  -1.28217502E+01
-9.00716901E-01  1.76775706E+00  2.90220001E+02  1.03613678E-02  -1.27627468E+01
-8.32831979E-01  1.66312683E+00  2.90220001E+02  1.04008382E-02  -1.27037435E+01
-7.41647720E-01  1.72208703E+00  2.90209991E+02  1.04074338E-02  -1.26447401E+01
-8.86985302E-01  1.80259216E+00  2.90239990E+02  1.04206288E-02  -1.25857368E+01
-8.02974820E-01  1.72198474E+00  2.90260010E+02  1.04536172E-02  -1.25267334E+01
-7.76746809E-01  1.89390421E+00  2.90279999E+02  1.04536172E-02  -1.24677300E+01
-7.86731899E-01  1.80935955E+00  2.90329987E+02  1.04470197E-02  -1.24087267E+01
-7.93769419E-01  1.92582941E+00  2.90380005E+02  1.04603246E-02  -1.23497233E+01
-7.96632826E-01  1.69293153E+00  2.90389984E+02  1.04604345E-02  -1.22907200E+01
-9.93359327E-01  1.52381051E+00  2.90410004E+02  1.04603246E-02  -1.22317166E+01
-9.06963885E-01  1.46849990E+00  2.90459991E+02  1.04734115E-02  -1.21727133E+01
-7.67884612E-01  1.54689431E+00  2.90479980E+02  1.04995873E-02  -1.21137099E+01
-8.99087191E-01  1.78763616E+00  2.90470001E+02  1.04929879E-02  -1.20547066E+01
-9.81836557E-01  1.82346869E+00  2.90500000E+02  1.04599968E-02  -1.19957032E+01
-9.29311633E-01  1.81603420E+00  2.90559998E+02  1.04468018E-02  -1.19366999E+01
-9.48499620E-01  1.64285040E+00  2.90600006E+02  1.04667041E-02  -1.19521432E+01
-9.16714132E-01  1.85483050E+00  2.90619995E+02  1.04730837E-02  -1.19675865E+01
-6.45322442E-01  1.62989819E+00  2.90639984E+02  1.04596699E-02  -1.19830298E+01
-8.45024109E-01  1.91592550E+00  2.90669983E+02  1.04725379E-02  -1.19984732E+01
-8.34500968E-01  1.95646048E+00  2.90679993E+02  1.04921125E-02  -1.20139165E+01
-7.33684063E-01  1.96232843E+00  2.90679993E+02  1.04916738E-02  -1.20293598E+01
-7.55390644E-01  2.21894598E+00  2.90690002E+02  1.04980534E-02  -1.20448031E+01
-7.59145677E-01  2.19228148E+00  2.90709991E+02  1.04713356E-02  -1.20602465E+01
-7.28663921E-01  1.93857944E+00  2.90750000E+02  1.04912361E-02  -1.20756898E+01
-6.98070228E-01  2.08631206E+00  2.90750000E+02  1.05111413E-02  -1.20911331E+01
-9.79701519E-01  1.99101651E+00  2.90779999E+02  1.04585784E-02  -1.21065764E+01
-1.03654802E+00  2.00827479E+00  2.90829987E+02  1.04785888E-02  -1.21220198E+01
-9.92004395E-01  1.88150382E+00  2.90839996E+02  1.05115790E-02  -1.21374631E+01
-1.13071072E+00  2.18136239E+00  2.90859985E+02  1.04788076E-02  -1.21529064E+01
-9.67929661E-01  1.81277061E+00  2.90899994E+02  1.04726469E-02  -1.21683497E+01
-1.06700432E+00  1.95702398E+00  2.90919983E+02  1.04988199E-02  -1.21837931E+01
-9.17084694E-01  1.80767381E+00  2.90919983E+02  1.05116898E-02  -1.21992364E+01
-1.02227473E+00  2.20230293E+00  2.90940002E+02  1.04917837E-02  -1.22146797E+01
-8.77971292E-01  1.80811119E+00  2.90959991E+02  1.04983822E-02  -1.22301230E+01
-8.97227168E-01  1.93291092E+00  2.90970001E+02  1.04914550E-02  -1.22455664E+01
-8.43752980E-01  1.94049907E+00  2.90979980E+02  1.05046527E-02  -1.22610097E+01
-8.43371630E-01  1.67685807E+00  2.90979980E+02  1.05046527E-02  -1.22764530E+01
-8.09393406E-01  1.96373594E+00  2.90979980E+02  1.04848584E-02  -1.22918963E+01
-8.76685619E-01  1.95985508E+00  2.90989990E+02  1.04716634E-02  -1.23073397E+01
-1.03208554E+00  2.05207396E+00  2.91019989E+02  1.04388976E-02  -1.23227830E+01
-8.02629173E-01  1.78593123E+00  2.91049988E+02  1.04520908E-02  -1.23382263E+01
-8.44543993E-01  1.45691502E+00  2.91049988E+02  1.04786986E-02  -1.23536696E+01
-9.85093534E-01  1.60124660E+00  2.91059998E+02  1.04786986E-02  -1.23691130E+01
-1.07602835E+00  1.66328704E+00  2.91070007E+02  1.04589071E-02  -1.23845563E+01
-9.34002280E-01  1.54222190E+00  2.91109985E+02  1.04786986E-02  -1.23999996E+01
-9.24064994E-01  1.35972059E+00  2.91100006E+02  1.04786986E-02  -1.17412583E+01
-9.95364904E-01  1.26035094E+00  2.91139984E+02  1.04653947E-02  -1.10825170E+01
-8.90934765E-01  1.30606139E+00  2.91149994E+02  1.04915649E-02  -1.04237757E+01
-8.30999672E-01  1.43933439E+00  2.91160004E+02  1.04781520E-02  -9.76503436E+00
-8.01637650E-01  1.33943951E+00  2.91149994E+02  1.04778241E-02  -9.10629304E+00
-6.83360994E-01  1.23790705E+00  2.91169983E+02  1.04844216E-02  -8.44755173E+00
-6.65303767E-01  1.06885540E+00  2.91190002E+02  1.04777142E-02  -7.78881041E+00
-7.37595916E-01  1.02647376E+00  2.91220001E+02  1.04777142E-02  -7.13006910E+00
-7.96629250E-01  1.12929440E+00  2.91260010E+02  1.04776053E-02  -6.47132778E+00
-8.06914091E-01  1.09848022E+00  2.91289978E+02  1.04644122E-02  -5.81258647E+00
-9.39128757E-01  1.19771504E+00  2.91320007E+02  1.04643032E-02  -5.15384515E+00
-8.95948708E-01  1.22415876E+00  2.91359985E+02  1.04379179E-02  -4.49510384E+00
-1.24273884E+00  1.54014325E+00  2.91399994E+02  1.04577066E-02  -3.83636252E+00
-1.19830787E+00  1.29859424E+00  2.91440002E+02  1.04050469E-02  -3.17762121E+00
-1.00394297E+00  1.21355820E+00  2.91489990E+02  1.04972878E-02  -2.51887989E+00
-1.10198736E+00  1.25879014E+00  2.91510010E+02  1.04972878E-02  -1.86013858E+00
-1.33555126E+00  1.42221773E+00  2.91529999E+02  1.04510011E-02  -1.20139726E+00
-1.27935016E+00  1.50855803E+00  2.91549988E+02  1.04180221E-02  -5.42655945E-01
