 0.100000E+02 -.329781E+01 -.851963E-01 0.147657E+00 0.292696E+03 0.983002E-02 0.383170E-01
 0.200000E+02 -.336468E+01 0.324007E+00 -.128647E-01 0.292548E+03 0.980357E-02 0.563937E-01
 0.300001E+02 -.324686E+01 0.697011E-01 0.148394E+00 0.292214E+03 0.984421E-02 0.485493E-02
 0.400001E+02 -.318098E+01 -.351757E+00 0.382487E-01 0.292808E+03 0.979298E-02 0.395454E-02
 0.500001E+02 -.315178E+01 -.412898E+00 0.363122E-02 0.292322E+03 0.982008E-02 0.335149E-01
 0.600001E+02 -.343707E+01 -.320186E-01 0.366775E-01 0.292676E+03 0.980064E-02 0.958315E-02
 0.700002E+02 -.347015E+01 0.116237E+00 0.129793E-01 0.292805E+03 0.978478E-02 0.736174E-03
 0.800002E+02 -.356531E+01 -.690278E-01 -.350064E-01 0.292596E+03 0.977879E-02 0.652115E-01
 0.900002E+02 -.351474E+01 0.200961E+00 0.381810E-01 0.292341E+03 0.983037E-02 0.223027E-01
 0.100000E+03 -.309202E+01 0.313964E+00 0.667756E-01 0.292010E+03 0.985611E-02 0.342502E-01
 0.110000E+03 -.339451E+01 0.109060E+00 -.100724E+00 0.292509E+03 0.978433E-02 0.194687E+00
 0.120000E+03 -.339859E+01 0.130097E+00 0.910263E-01 0.292795E+03 0.978063E-02 0.914620E-02
 0.130000E+03 -.326560E+01 -.251650E+00 -.305511E+00 0.292670E+03 0.976570E-02 0.329203E-01
 0.140000E+03 -.309667E+01 -.204165E+00 0.786317E-01 0.292517E+03 0.978263E-02 0.145404E-02
 0.150000E+03 -.364119E+01 -.922056E-01 -.634724E-01 0.292536E+03 0.975668E-02 0.463403E-01
 0.160000E+03 -.393425E+01 0.145589E+00 -.150195E+00 0.292738E+03 0.976833E-02 0.251353E-02
 0.170000E+03 -.304197E+01 0.180112E+00 0.143843E+00 0.292560E+03 0.979057E-02 0.146207E-01
 0.180000E+03 -.321949E+01 -.219099E+00 -.497790E-01 0.292302E+03 0.982179E-02 0.811659E-04
 0.190000E+03 -.395834E+01 -.143642E+00 -.120216E+00 0.292850E+03 0.976140E-02 0.313133E-02
 0.200000E+03 -.368358E+01 -.430393E+00 -.870761E-01 0.292239E+03 0.980293E-02 0.435383E-01
 0.210000E+03 -.365113E+01 -.472917E+00 0.468319E-01 0.292632E+03 0.975197E-02 0.529627E-02
 0.220001E+03 -.336312E+01 0.234944E+00 -.118477E-02 0.292309E+03 0.979119E-02 0.289841E-01
 0.230001E+03 -.352817E+01 -.795118E-01 0.797516E-01 0.292260E+03 0.980047E-02 0.155696E-02
 0.240001E+03 -.271774E+01 -.439505E+00 0.776788E-01 0.291579E+03 0.982864E-02 0.885102E-02
 0.250001E+03 -.331356E+01 -.796895E-01 0.456589E-01 0.292007E+03 0.980121E-02 0.250660E+00
 0.260001E+03 -.376403E+01 -.140051E+00 -.800551E-01 0.292147E+03 0.979801E-02 0.499504E-01
 0.270001E+03 -.355193E+01 0.170307E+00 0.551172E-01 0.291943E+03 0.980541E-02 0.168464E-01
 0.280001E+03 -.347565E+01 -.396845E-01 0.670568E-01 0.292247E+03 0.980439E-02 0.205798E-01
 0.290001E+03 -.340684E+01 -.457612E-01 -.545032E-01 0.292232E+03 0.979622E-02 0.226748E-01
 0.300001E+03 -.325635E+01 -.489466E+00 0.103833E+00 0.292089E+03 0.978890E-02 0.000000E+00
 0.310001E+03 -.329872E+01 0.329963E-01 0.138000E+00 0.291932E+03 0.981499E-02 0.107211E+00
 0.320001E+03 -.333915E+01 0.185819E+00 0.683081E-01 0.291911E+03 0.979641E-02 0.413325E+00
 0.330001E+03 -.328086E+01 -.670652E+00 0.145746E+00 0.292215E+03 0.980610E-02 0.154920E-01
 0.340001E+03 -.327875E+01 0.203446E+00 0.115034E+00 0.291927E+03 0.979096E-02 0.883413E-01
 0.350001E+03 -.366179E+01 -.170103E+00 -.104728E+00 0.292288E+03 0.977942E-02 0.147504E+00
 0.360001E+03 -.346269E+01 -.636031E+00 -.202022E+00 0.292253E+03 0.976908E-02 0.540347E-01
 0.370001E+03 -.323614E+01 0.295576E+00 -.949125E-01 0.292420E+03 0.976297E-02 0.150085E+00
 0.380001E+03 -.334499E+01 -.100009E+00 0.134841E+00 0.291458E+03 0.980790E-02 0.101105E-01
 0.390001E+03 -.360312E+01 -.260986E+00 -.656458E-01 0.292776E+03 0.975103E-02 0.142324E-01
 0.400001E+03 -.365438E+01 -.401377E+00 -.883057E-01 0.292363E+03 0.976291E-02 0.000000E+00
 0.410001E+03 -.262788E+01 -.363742E-02 0.305257E+00 0.291918E+03 0.978078E-02 0.547829E-01
 0.420001E+03 -.316580E+01 0.102000E+00 0.322882E+00 0.291916E+03 0.977498E-02 0.774497E-01
 0.430001E+03 -.287485E+01 -.431768E+00 0.132709E+00 0.291636E+03 0.979922E-02 0.144444E-03
 0.440001E+03 -.344006E+01 -.108545E+00 -.183538E+00 0.292439E+03 0.975847E-02 0.521747E-01
 0.450001E+03 -.360950E+01 -.643597E+00 0.150448E+00 0.292777E+03 0.974048E-02 0.000000E+00
 0.460001E+03 -.364088E+01 -.387948E+00 -.615629E-01 0.291864E+03 0.978317E-02 0.810731E-01
 0.470001E+03 -.383949E+01 -.187522E+00 -.157354E+00 0.292414E+03 0.974834E-02 0.328516E-01
 0.480001E+03 -.265669E+01 -.575926E+00 0.470678E+00 0.292382E+03 0.975598E-02 0.211986E+00
 0.490001E+03 -.255705E+01 -.522899E+00 -.169236E+00 0.291540E+03 0.979547E-02 0.820301E-01
 0.500001E+03 -.388536E+01 -.360452E+00 -.112509E+00 0.291770E+03 0.978686E-02 0.264883E-01
 0.510001E+03 -.319604E+01 0.333175E+00 0.237149E+00 0.291958E+03 0.977083E-02 0.000000E+00
 0.520001E+03 -.301489E+01 -.527288E+00 0.405229E-01 0.291951E+03 0.977264E-02 0.277384E-01
 0.530001E+03 -.360782E+01 -.371210E+00 0.194877E+00 0.291731E+03 0.978670E-02 0.212402E-01
