Millis,Month,Day,Year,Hour,Minute,Second,SHT Amb,Rel Hum,Pressure,BMP Amb,IR,TN9 Amb,Soil Lower Temp,Soil Lower Mois,Soil Upper Temp,Soil Upper Mois,Sunlight
824367975,5,4,2013,0,0,17,6.6800,38.96,86580.00,8.60,3.48,6.35,15.10,0.53133,13.60,0.16265,0.00
824378159,5,4,2013,0,0,27,6.6700,39.02,86582.00,8.60,3.48,6.29,15.10,0.53110,13.60,0.16265,0.00
824388360,5,4,2013,0,0,38,6.6300,39.01,86583.00,8.60,3.48,6.29,15.10,0.53260,13.60,0.16307,0.00
824398540,5,4,2013,0,0,48,6.5900,39.07,86576.00,8.60,3.48,6.23,15.10,0.53145,13.60,0.16307,0.00
824408743,5,4,2013,0,0,58,6.5600,39.20,86589.00,8.60,3.48,6.23,15.10,0.53133,13.60,0.16265,0.00
824418928,5,4,2013,0,1,8,6.5700,39.33,86580.00,8.60,3.48,6.16,15.10,0.53225,13.60,0.16265,0.00
824428475,5,4,2013,0,1,18,6.5400,39.39,86586.00,8.60,3.48,6.16,15.10,0.53145,13.50,0.16265,0.00
824438019,5,4,2013,0,1,27,6.6000,39.53,86580.00,8.50,3.48,6.10,15.10,0.53214,13.60,0.16265,0.00
824447563,5,4,2013,0,1,37,6.5800,39.53,86588.00,8.50,3.48,6.10,15.10,0.53214,13.50,0.16307,0.00
824457114,5,4,2013,0,1,46,6.5400,39.36,86579.00,8.50,3.48,6.04,15.10,0.53191,13.50,0.16307,0.00
824466711,5,4,2013,0,1,56,6.4600,39.25,86582.00,8.50,3.48,6.04,15.10,0.53110,13.50,0.16265,0.00
824476254,5,4,2013,0,2,6,6.3600,39.18,86581.00,8.50,3.48,5.98,15.10,0.53294,13.50,0.16265,0.00
824485797,5,4,2013,0,2,15,6.2500,39.17,86579.00,8.50,3.48,5.91,15.10,0.53214,13.50,0.16265,0.00
824495342,5,4,2013,0,2,25,6.1400,39.25,86580.00,8.50,3.48,5.85,15.10,0.53225,13.50,0.16307,0.00
824504886,5,4,2013,0,2,34,6.0600,39.40,86578.00,8.50,3.48,5.85,15.10,0.53294,13.50,0.16265,0.00
824514437,5,4,2013,0,2,44,5.9800,39.52,86582.00,8.50,3.48,5.79,15.10,0.53156,13.50,0.16265,0.00
824523981,5,4,2013,0,2,53,5.9300,39.65,86580.00,8.50,3.48,5.79,15.10,0.53318,13.50,0.16224,0.00
824533525,5,4,2013,0,3,3,5.8600,39.74,86577.00,8.50,3.48,5.73,15.10,0.53168,13.50,0.16265,0.00
824543070,5,4,2013,0,3,12,5.8300,39.86,86581.00,8.50,3.48,5.73,15.10,0.53225,13.50,0.16224,0.00
824552613,5,4,2013,0,3,22,5.8100,39.95,86580.00,8.50,3.48,5.66,15.10,0.53133,13.50,0.16265,0.00
824562164,5,4,2013,0,3,31,5.7900,40.01,86578.00,8.50,3.48,5.66,15.10,0.53214,13.50,0.16265,0.00
824571708,5,4,2013,0,3,41,5.7800,40.08,86581.00,8.40,3.48,5.66,15.10,0.53214,13.50,0.16265,0.00
824581252,5,4,2013,0,3,50,5.7600,40.08,86577.00,8.40,3.48,5.66,15.10,0.53225,13.50,0.16265,0.00
824590795,5,4,2013,0,4,0,5.7200,40.14,86585.00,8.40,3.48,5.60,15.10,0.53283,13.50,0.16265,0.00
824600339,5,4,2013,0,4,10,5.7400,40.20,86579.00,8.40,3.48,5.60,15.10,0.53225,13.50,0.16307,0.00
824609888,5,4,2013,0,4,19,5.7200,40.23,86578.00,8.40,3.48,5.60,15.10,0.53237,13.50,0.16265,0.00
824619432,5,4,2013,0,4,29,5.7300,40.33,86573.00,8.40,3.48,5.60,15.10,0.53110,13.50,0.16265,0.00
824628976,5,4,2013,0,4,38,5.7500,40.39,86577.00,8.40,3.48,5.54,15.10,0.53306,13.50,0.16265,0.00
824638522,5,4,2013,0,4,48,5.7600,40.40,86578.00,8.40,3.48,5.54,15.10,0.53168,13.50,0.16265,0.00
824648067,5,4,2013,0,4,57,5.8300,40.47,86584.00,8.40,3.48,5.54,15.10,0.53156,13.50,0.16224,0.00
824657610,5,4,2013,0,5,7,5.9200,40.48,86582.00,8.40,3.48,5.54,15.10,0.53145,13.50,0.16265,0.00
824667161,5,4,2013,0,5,16,5.9500,40.42,86578.00,8.40,3.48,5.54,15.10,0.53214,13.50,0.16265,0.00
824677396,5,4,2013,0,5,27,6.0400,40.39,86579.00,8.40,3.48,5.54,15.10,0.53202,13.50,0.16224,0.00
824687574,5,4,2013,0,5,37,6.0800,40.37,86576.00,8.30,3.48,5.60,15.10,0.53318,13.50,0.16265,0.00
824697118,5,4,2013,0,5,46,6.0700,40.30,86582.00,8.30,3.48,5.60,15.10,0.53260,13.50,0.16265,0.00
824706661,5,4,2013,0,5,56,6.0600,40.24,86577.00,8.30,3.48,5.60,15.10,0.53283,13.40,0.16265,0.00
824716211,5,4,2013,0,6,5,6.1400,40.44,86581.00,8.30,3.48,5.66,15.10,0.53110,13.40,0.16265,0.00
824725754,5,4,2013,0,6,15,6.2400,40.67,86576.00,8.30,3.48,5.73,15.10,0.53168,13.40,0.16224,0.00
824735298,5,4,2013,0,6,24,6.3900,40.79,86577.00,8.30,3.48,5.79,15.10,0.53179,13.40,0.16265,0.00
824744842,5,4,2013,0,6,34,6.4800,40.60,86579.00,8.30,3.48,5.91,15.10,0.53133,13.40,0.16265,0.00
824754386,5,4,2013,0,6,43,6.6500,40.50,86579.00,8.30,3.79,5.98,15.10,0.53283,13.40,0.16265,0.00
824763956,5,4,2013,0,6,53,6.8100,40.29,86577.00,8.30,3.79,6.10,15.10,0.53191,13.40,0.16265,0.00
824773500,5,4,2013,0,7,3,6.9000,39.85,86573.00,8.30,3.79,6.10,15.10,0.53133,13.40,0.16265,0.00
824783044,5,4,2013,0,7,12,6.9800,39.50,86573.00,8.30,3.79,6.16,15.10,0.53237,13.40,0.16265,0.00
824792588,5,4,2013,0,7,22,7.0200,39.15,86580.00,8.30,3.79,6.16,15.10,0.53202,13.40,0.16224,0.00
824802130,5,4,2013,0,7,31,7.0100,38.92,86572.00,8.20,3.79,6.23,15.10,0.53133,13.40,0.16224,0.00
824811681,5,4,2013,0,7,41,6.9600,38.73,86575.00,8.20,3.79,6.23,15.10,0.53110,13.40,0.16265,0.00
824821225,5,4,2013,0,7,50,6.8900,38.65,86581.00,8.30,3.79,6.23,15.10,0.53225,13.40,0.16224,0.00
824830769,5,4,2013,0,8,0,6.8600,38.71,86576.00,8.20,3.79,6.23,15.10,0.53271,13.40,0.16224,0.00
824840312,5,4,2013,0,8,9,6.7800,38.71,86583.00,8.20,3.79,6.23,15.10,0.53283,13.40,0.16224,0.00
