Millis,Month,Day,Year,Hour,Minute,Second,SHT Amb,Rel Hum,Pressure,BMP Amb,IR,TN9 Amb,Soil Lower Temp,Soil Lower Mois,Soil Upper Temp,Soil Upper Mois,Sunlight
478584177,4,30,2013,0,0,12,16.2400,34.28,85905.00,17.70,12.66,16.10,16.60,0.57618,17.40,0.17525,0.00
478594390,4,30,2013,0,0,22,16.2200,34.34,85912.00,17.70,12.35,16.04,16.60,0.57698,17.40,0.17525,0.00
478603955,4,30,2013,0,0,32,16.1600,34.41,85907.00,17.70,12.35,16.04,16.60,0.57672,17.40,0.17525,0.00
478613520,4,30,2013,0,0,41,16.1400,34.47,85904.00,17.70,12.35,16.04,16.60,0.57698,17.40,0.17525,0.00
478623090,4,30,2013,0,0,51,16.1700,34.41,85899.00,17.70,12.35,16.04,16.60,0.57645,17.40,0.17525,0.00
478632655,4,30,2013,0,1,0,16.1900,34.34,85894.00,17.70,12.35,16.04,16.60,0.57672,17.40,0.17525,0.00
478642221,4,30,2013,0,1,10,16.2100,34.28,85903.00,17.70,12.35,16.04,16.60,0.57618,17.40,0.17525,0.00
478651786,4,30,2013,0,1,19,16.2200,34.24,85898.00,17.70,12.35,16.04,16.60,0.57658,17.40,0.17525,0.00
478661351,4,30,2013,0,1,29,16.1900,34.28,85904.00,17.70,12.35,16.04,16.60,0.57658,17.40,0.17525,0.00
478670921,4,30,2013,0,1,39,16.2100,34.21,85906.00,17.70,12.35,15.98,16.60,0.57632,17.40,0.17525,0.00
478680485,4,30,2013,0,1,48,16.2200,34.18,85913.00,17.70,12.35,15.98,16.60,0.57698,17.40,0.17525,0.00
478690050,4,30,2013,0,1,58,16.2100,34.21,85908.00,17.70,12.35,15.98,16.60,0.57685,17.40,0.17525,0.00
478699615,4,30,2013,0,2,7,16.2000,34.21,85908.00,17.70,12.35,15.98,16.60,0.57712,17.40,0.17525,0.00
478709179,4,30,2013,0,2,17,16.1800,34.21,85912.00,17.70,12.35,15.98,16.60,0.57645,17.40,0.17525,0.00
478718749,4,30,2013,0,2,26,16.1800,34.27,85911.00,17.70,12.35,15.98,16.60,0.57685,17.40,0.17525,0.00
478728312,4,30,2013,0,2,36,16.1900,34.14,85902.00,17.60,12.35,15.98,16.60,0.57685,17.40,0.17485,0.00
478737878,4,30,2013,0,2,45,16.2000,34.14,85914.00,17.60,12.35,15.98,16.60,0.57592,17.40,0.17525,0.00
478747442,4,30,2013,0,2,55,16.2000,34.07,85907.00,17.60,12.35,15.98,16.60,0.57698,17.40,0.17525,0.00
478757006,4,30,2013,0,3,5,16.1700,34.14,85909.00,17.60,12.35,15.98,16.60,0.57645,17.40,0.17525,0.00
478766576,4,30,2013,0,3,14,16.1600,34.17,85908.00,17.60,12.35,15.98,16.60,0.57632,17.30,0.17525,0.00
478776140,4,30,2013,0,3,24,16.1800,34.14,85912.00,17.60,12.35,15.98,16.60,0.57605,17.30,0.17485,0.00
478785760,4,30,2013,0,3,33,16.2100,33.94,85908.00,17.60,12.35,15.98,16.60,0.57685,17.30,0.17485,0.00
478795324,4,30,2013,0,3,43,16.2300,33.77,85909.00,17.60,12.35,15.98,16.60,0.57672,17.30,0.17525,0.00
478804888,4,30,2013,0,3,52,16.2600,33.74,85912.00,17.60,12.35,15.98,16.60,0.57605,17.30,0.17525,0.00
478814457,4,30,2013,0,4,2,16.2400,33.77,85904.00,17.60,12.35,15.98,16.60,0.57645,17.30,0.17485,0.00
478824023,4,30,2013,0,4,12,16.2700,33.74,85912.00,17.60,12.35,15.98,16.60,0.57698,17.30,0.17525,0.00
478833588,4,30,2013,0,4,21,16.2600,33.74,85914.00,17.60,12.35,15.98,16.60,0.57765,17.30,0.17485,0.00
478843152,4,30,2013,0,4,31,16.2400,33.74,85912.00,17.60,12.35,15.98,16.60,0.57658,17.30,0.17525,0.00
478852716,4,30,2013,0,4,40,16.2400,33.67,85905.00,17.60,12.35,15.98,16.60,0.57685,17.30,0.17525,0.00
478862286,4,30,2013,0,4,50,16.2100,33.70,85918.00,17.60,12.35,15.98,16.60,0.57698,17.30,0.17525,0.00
478871852,4,30,2013,0,4,59,16.2300,33.67,85912.00,17.60,12.35,15.98,16.60,0.57712,17.30,0.17525,0.00
478881416,4,30,2013,0,5,9,16.2200,33.66,85911.00,17.60,12.35,15.98,16.60,0.57765,17.30,0.17525,0.00
478890980,4,30,2013,0,5,19,16.1900,33.70,85900.00,17.60,12.35,15.91,16.60,0.57578,17.30,0.17525,0.00
478900545,4,30,2013,0,5,28,16.2300,33.60,85910.00,17.50,12.35,15.91,16.60,0.57685,17.30,0.17525,0.00
478910775,4,30,2013,0,5,38,16.2100,33.60,85905.00,17.50,12.35,15.91,16.60,0.57672,17.30,0.17485,0.00
478920987,4,30,2013,0,5,49,16.2200,33.53,85912.00,17.50,12.35,15.91,16.60,0.57712,17.30,0.17485,0.00
478931197,4,30,2013,0,5,59,16.2100,33.60,85904.00,17.50,12.35,15.91,16.60,0.57672,17.30,0.17525,0.00
478941415,4,30,2013,0,6,9,16.1900,33.59,85920.00,17.50,12.35,15.91,16.60,0.57672,17.30,0.17485,0.00
