Millis,Month,Day,Year,Hour,Minute,Second,SHT Amb,Rel Hum,Pressure,BMP Amb,IR,TN9 Amb,Soil Lower Temp,Soil Lower Mois,Soil Upper Temp,Soil Upper Mois,Sunlight
1256577915,5,9,2013,0,0,17,10.4800,72.56,86891.00,11.80,8.66,10.48,16.70,0.50633,15.70,0.15727,0.00
1256587481,5,9,2013,0,0,27,10.4800,72.53,86884.00,11.80,8.66,10.48,16.70,0.50574,15.70,0.15727,0.00
1256597045,5,9,2013,0,0,36,10.4600,72.48,86884.00,11.80,8.66,10.48,16.70,0.50550,15.70,0.15727,0.00
1256606609,5,9,2013,0,0,46,10.4700,72.45,86882.00,11.80,8.66,10.48,16.70,0.50609,15.70,0.15727,0.00
1256616180,5,9,2013,0,0,55,10.4700,72.40,86884.00,11.80,8.66,10.48,16.70,0.50715,15.70,0.15727,0.00
1256625745,5,9,2013,0,1,5,10.4900,72.35,86884.00,11.80,8.66,10.48,16.70,0.50609,15.70,0.15685,0.00
1256635310,5,9,2013,0,1,15,10.5000,72.35,86886.00,11.80,8.66,10.48,16.70,0.50598,15.70,0.15685,0.00
1256644875,5,9,2013,0,1,24,10.5000,72.30,86883.00,11.80,8.66,10.48,16.70,0.50621,15.70,0.15727,0.00
1256654440,5,9,2013,0,1,34,10.5000,72.25,86891.00,11.80,8.66,10.48,16.70,0.50609,15.70,0.15727,0.00
1256664011,5,9,2013,0,1,43,10.4900,72.22,86884.00,11.80,8.66,10.48,16.70,0.50668,15.70,0.15685,0.00
1256673575,5,9,2013,0,1,53,10.5000,72.19,86876.00,11.80,8.66,10.48,16.70,0.50704,15.70,0.15727,0.00
1256683141,5,9,2013,0,2,2,10.5300,72.17,86874.00,11.80,8.66,10.48,16.70,0.50539,15.70,0.15685,0.00
1256692706,5,9,2013,0,2,12,10.5200,72.17,86875.00,11.80,8.66,10.48,16.70,0.50609,15.70,0.15727,0.00
1256702270,5,9,2013,0,2,21,10.5200,72.15,86881.00,11.80,8.66,10.54,16.70,0.50715,15.70,0.15727,0.00
1256711841,5,9,2013,0,2,31,10.5300,72.10,86879.00,11.80,8.66,10.54,16.70,0.50621,15.70,0.15727,0.00
1256721405,5,9,2013,0,2,41,10.5600,72.08,86876.00,11.70,8.66,10.48,16.70,0.50609,15.70,0.15685,0.00
1256730971,5,9,2013,0,2,50,10.5800,72.05,86878.00,11.80,8.66,10.54,16.70,0.50598,15.70,0.15685,0.00
1256740536,5,9,2013,0,3,0,10.6000,72.00,86876.00,11.70,8.66,10.54,16.70,0.50621,15.70,0.15727,0.00
1256750101,5,9,2013,0,3,9,10.6000,71.95,86881.00,11.70,8.66,10.54,16.70,0.50550,15.70,0.15685,0.00
1256759672,5,9,2013,0,3,19,10.6000,71.93,86882.00,11.70,8.66,10.48,16.70,0.50668,15.70,0.15727,0.00
1256769236,5,9,2013,0,3,28,10.6000,71.85,86877.00,11.70,8.66,10.54,16.70,0.50633,15.70,0.15685,0.00
1256778802,5,9,2013,0,3,38,10.6000,71.82,86879.00,11.70,8.66,10.48,16.70,0.50586,15.70,0.15685,0.00
1256788446,5,9,2013,0,3,48,10.6000,71.77,86881.00,11.70,8.66,10.54,16.70,0.50645,15.60,0.15685,0.00
