Millis,Month,Day,Year,Hour,Minute,Second,SHT Amb,Rel Hum,Pressure,BMP Amb,IR,TN9 Amb,Soil Lower Temp,Soil Lower Mois,Soil Upper Temp,Soil Upper Mois,Sunlight
737924552,5,3,2013,0,0,16,4.3900,36.26,87730.00,5.70,0.73,3.29,14.30,0.52868,11.40,0.16018,0.00
737934095,5,3,2013,0,0,26,4.3800,36.26,87724.00,5.70,0.73,3.23,14.30,0.52891,11.40,0.16018,0.00
737943642,5,3,2013,0,0,35,4.3800,36.32,87727.00,5.70,0.73,3.23,14.20,0.52788,11.40,0.15976,0.00
737953188,5,3,2013,0,0,45,4.3700,36.32,87723.00,5.70,0.73,3.23,14.30,0.52822,11.40,0.16018,0.00
737962741,5,3,2013,0,0,54,4.3500,36.38,87728.00,5.70,0.73,3.23,14.30,0.52788,11.40,0.16059,0.00
737972287,5,3,2013,0,1,4,4.3400,36.38,87728.00,5.70,0.73,3.23,14.30,0.52718,11.40,0.16018,0.00
737981834,5,3,2013,0,1,13,4.3400,36.44,87733.00,5.70,0.73,3.23,14.30,0.52811,11.40,0.16018,0.00
737991379,5,3,2013,0,1,23,4.3400,36.44,87730.00,5.70,0.73,3.23,14.30,0.52753,11.30,0.16018,0.00
738000927,5,3,2013,0,1,33,4.3600,36.42,87722.00,5.70,0.73,3.23,14.20,0.52891,11.30,0.15976,0.00
738010480,5,3,2013,0,1,42,4.3400,36.41,87727.00,5.70,0.73,3.23,14.20,0.52764,11.30,0.16018,0.00
738020026,5,3,2013,0,1,52,4.3200,36.48,87725.00,5.70,0.73,3.16,14.20,0.52799,11.30,0.16018,0.00
738029573,5,3,2013,0,2,1,4.3400,36.51,87738.00,5.70,0.73,3.16,14.20,0.52845,11.30,0.16018,0.00
738039119,5,3,2013,0,2,11,4.3300,36.51,87730.00,5.70,0.73,3.16,14.20,0.52776,11.30,0.16018,0.00
738048665,5,3,2013,0,2,20,4.3400,36.51,87724.00,5.70,0.73,3.16,14.20,0.52811,11.30,0.16018,0.00
738058265,5,3,2013,0,2,30,4.3400,36.51,87728.00,5.70,0.73,3.16,14.30,0.52891,11.30,0.16018,0.00
738067817,5,3,2013,0,2,39,4.3300,36.51,87730.00,5.70,0.73,3.16,14.30,0.52811,11.30,0.15976,0.00
738077363,5,3,2013,0,2,49,4.3600,36.45,87723.00,5.70,0.73,3.16,14.20,0.52880,11.30,0.16018,0.00
738086908,5,3,2013,0,2,58,4.3600,36.45,87727.00,5.70,0.73,3.16,14.30,0.52741,11.30,0.16018,0.00
738096454,5,3,2013,0,3,8,4.3700,36.42,87730.00,5.70,0.73,3.16,14.30,0.52788,11.30,0.16018,0.00
738106000,5,3,2013,0,3,18,4.3600,36.45,87729.00,5.70,0.73,3.16,14.30,0.52811,11.30,0.16018,0.00
738115553,5,3,2013,0,3,27,4.3400,36.44,87728.00,5.70,0.73,3.16,14.30,0.52880,11.30,0.16059,0.00
738125100,5,3,2013,0,3,37,4.3200,36.41,87728.00,5.70,0.73,3.16,14.20,0.52741,11.30,0.16018,0.00
738134646,5,3,2013,0,3,46,4.3400,36.41,87731.00,5.70,0.73,3.16,14.30,0.52741,11.30,0.16018,0.00
738144192,5,3,2013,0,3,56,4.3400,36.44,87730.00,5.70,0.73,3.16,14.20,0.52788,11.30,0.16018,0.00
738153739,5,3,2013,0,4,5,4.3300,36.44,87730.00,5.70,0.73,3.16,14.20,0.52914,11.30,0.16018,0.00
738163292,5,3,2013,0,4,15,4.3400,36.44,87731.00,5.60,0.73,3.16,14.30,0.52741,11.30,0.16018,0.00
738172838,5,3,2013,0,4,24,4.3000,36.44,87732.00,5.60,0.73,3.16,14.20,0.52937,11.30,0.16018,0.00
738182385,5,3,2013,0,4,34,4.3600,36.41,87739.00,5.60,0.73,3.16,14.20,0.52741,11.30,0.16018,0.00
738191933,5,3,2013,0,4,43,4.3800,36.39,87741.00,5.60,0.73,3.16,14.20,0.52799,11.30,0.16018,0.00
