Millis,Month,Day,Year,Hour,Minute,Second,SHT Amb,Rel Hum,Pressure,BMP Amb,IR,TN9 Amb,Soil Lower Temp,Soil Lower Mois,Soil Upper Temp,Soil Upper Mois,Sunlight
46378086,4,25,2013,0,0,11,2.4000,47.28,86956.00,3.90,-0.21,1.48,12.60,0.54624,9.50,0.17001,0.00
46387630,4,25,2013,0,0,20,2.3300,47.54,86969.00,3.90,-0.21,1.48,12.60,0.54530,9.50,0.16920,0.00
46397174,4,25,2013,0,0,30,2.2800,47.50,86965.00,3.90,-0.21,1.41,12.60,0.54589,9.50,0.16960,0.00
46406718,4,25,2013,0,0,39,2.2700,47.26,86963.00,3.90,-0.21,1.41,12.60,0.54577,9.50,0.16960,0.00
46416268,4,25,2013,0,0,49,2.2400,47.32,86966.00,3.80,-0.21,1.41,12.60,0.54542,9.50,0.16960,0.00
46425812,4,25,2013,0,0,59,2.2700,47.14,86960.00,3.80,-0.21,1.41,12.60,0.54542,9.50,0.16960,0.00
46435356,4,25,2013,0,1,8,2.2800,47.14,86961.00,3.80,-0.21,1.41,12.60,0.54565,9.50,0.16960,0.00
46444900,4,25,2013,0,1,18,2.3600,46.84,86958.00,3.80,-0.21,1.41,12.60,0.54530,9.50,0.16960,0.00
46454444,4,25,2013,0,1,27,2.3600,46.69,86957.00,3.80,-0.21,1.41,12.60,0.54459,9.50,0.16920,0.00
46463993,4,25,2013,0,1,37,2.3800,46.67,86966.00,3.80,-0.21,1.41,12.60,0.54518,9.50,0.16960,0.00
46473539,4,25,2013,0,1,46,2.4000,46.61,86973.00,3.80,-0.21,1.41,12.60,0.54518,9.50,0.16960,0.00
46483084,4,25,2013,0,1,56,2.4200,46.46,86963.00,3.80,-0.21,1.41,12.60,0.54542,9.40,0.16960,0.00
46492627,4,25,2013,0,2,5,2.3800,46.61,86955.00,3.80,-0.21,1.41,12.60,0.54542,9.50,0.16960,0.00
46502171,4,25,2013,0,2,15,2.3400,46.97,86959.00,3.80,-0.21,1.41,12.60,0.54553,9.40,0.16960,0.00
46511714,4,25,2013,0,2,24,2.3000,47.45,86967.00,3.80,-0.21,1.35,12.60,0.54518,9.40,0.16960,0.00
46521266,4,25,2013,0,2,34,2.2400,47.62,86963.00,3.80,-0.21,1.35,12.60,0.54506,9.40,0.16960,0.00
46530809,4,25,2013,0,2,44,2.2200,47.62,86966.00,3.70,-0.21,1.35,12.60,0.54494,9.40,0.16960,0.00
46540353,4,25,2013,0,2,53,2.2200,47.38,86952.00,3.70,-0.21,1.35,12.60,0.54589,9.40,0.16920,0.00
46549897,4,25,2013,0,3,3,2.2200,47.19,86960.00,3.70,-0.21,1.35,12.60,0.54613,9.40,0.16920,0.00
46559494,4,25,2013,0,3,12,2.1700,47.49,86958.00,3.70,-0.21,1.35,12.60,0.54530,9.40,0.16960,0.00
