Millis,Month,Day,Year,Hour,Minute,Second,SHT Amb,Rel Hum,Pressure,BMP Amb,IR,TN9 Amb,Soil Lower Temp,Soil Lower Mois,Soil Upper Temp,Soil Upper Mois,Sunlight
1170135040,5,8,2013,0,0,17,10.2500,64.28,86529.00,11.50,8.10,10.04,16.40,0.50833,14.90,0.15644,0.00
1170145245,5,8,2013,0,0,27,10.2600,64.25,86538.00,11.40,8.10,10.04,16.40,0.50727,14.80,0.15685,0.00
1170155447,5,8,2013,0,0,38,10.2400,64.25,86537.00,11.40,8.10,10.04,16.40,0.50798,14.80,0.15644,0.00
1170165651,5,8,2013,0,0,48,10.2500,64.28,86538.00,11.40,8.10,10.04,16.40,0.50668,14.80,0.15685,0.00
1170175222,5,8,2013,0,0,57,10.2400,64.25,86540.00,11.40,8.10,10.04,16.40,0.50786,14.80,0.15685,0.00
1170184785,5,8,2013,0,1,7,10.2100,64.30,86545.00,11.40,8.10,10.04,16.40,0.50704,14.80,0.15685,0.00
1170194351,5,8,2013,0,1,16,10.2000,64.33,86545.00,11.40,8.10,10.04,16.40,0.50798,14.80,0.15685,0.00
1170203916,5,8,2013,0,1,26,10.2200,64.36,86529.00,11.40,8.10,10.04,16.40,0.50844,14.80,0.15644,0.00
1170213479,5,8,2013,0,1,36,10.2100,64.34,86537.00,11.40,8.10,10.04,16.40,0.50786,14.80,0.15644,0.00
1170223049,5,8,2013,0,1,45,10.2200,64.31,86543.00,11.40,8.10,10.04,16.40,0.50727,14.80,0.15685,0.00
1170232614,5,8,2013,0,1,55,10.2000,64.33,86543.00,11.40,8.10,10.04,16.40,0.50692,14.80,0.15685,0.00
1170242178,5,8,2013,0,2,4,10.2000,64.36,86544.00,11.40,8.10,10.04,16.40,0.50692,14.80,0.15644,0.00
1170251742,5,8,2013,0,2,14,10.1800,64.36,86543.00,11.40,8.10,9.98,16.40,0.50751,14.80,0.15644,0.00
1170261307,5,8,2013,0,2,23,10.1600,64.38,86546.00,11.40,8.10,9.98,16.40,0.50809,14.80,0.15644,0.00
1170270877,5,8,2013,0,2,33,10.1400,64.46,86550.00,11.40,8.10,10.04,16.40,0.50774,14.80,0.15685,0.00
1170280440,5,8,2013,0,2,42,10.1200,64.48,86546.00,11.40,8.10,10.04,16.40,0.50751,14.80,0.15685,0.00
1170290004,5,8,2013,0,2,52,10.1200,64.54,86542.00,11.40,8.10,9.98,16.40,0.50715,14.80,0.15644,0.00
1170299568,5,8,2013,0,3,2,10.1400,64.60,86553.00,11.40,8.10,9.98,16.40,0.50774,14.80,0.15644,0.00
1170309131,5,8,2013,0,3,11,10.1200,64.60,86541.00,11.40,8.10,9.98,16.40,0.50704,14.80,0.15644,0.00
1170318703,5,8,2013,0,3,21,10.1200,64.59,86553.00,11.40,8.10,9.98,16.40,0.50821,14.80,0.15644,0.00
1170328267,5,8,2013,0,3,30,10.1000,64.62,86547.00,11.40,8.10,9.98,16.40,0.50704,14.80,0.15644,0.00
1170337890,5,8,2013,0,3,40,10.1000,64.65,86551.00,11.40,8.10,9.98,16.40,0.50692,14.80,0.15644,0.00
1170348105,5,8,2013,0,3,50,10.0900,64.68,86546.00,11.40,8.10,9.98,16.40,0.50751,14.80,0.15644,0.00
1170358308,5,8,2013,0,4,0,10.0900,64.67,86544.00,11.40,8.10,9.91,16.40,0.50692,14.80,0.15685,0.00
1170368519,5,8,2013,0,4,11,10.0700,64.72,86545.00,11.40,8.10,9.91,16.40,0.50751,14.80,0.15644,0.00
1170378083,5,8,2013,0,4,20,10.0800,64.73,86554.00,11.40,7.79,9.91,16.40,0.50751,14.80,0.15644,0.00
1170387647,5,8,2013,0,4,30,10.0800,64.73,86544.00,11.40,7.79,9.98,16.40,0.50762,14.80,0.15644,0.00
1170397210,5,8,2013,0,4,39,10.1000,64.73,86553.00,11.40,7.79,9.91,16.40,0.50762,14.80,0.15685,0.00
1170406774,5,8,2013,0,4,49,10.0900,64.67,86552.00,11.40,7.79,9.91,16.40,0.50715,14.80,0.15644,0.00
1170416337,5,8,2013,0,4,58,10.0900,64.68,86551.00,11.40,7.79,9.91,16.40,0.50856,14.80,0.15644,0.00
1170425908,5,8,2013,0,5,8,10.0800,64.64,86549.00,11.40,7.79,9.91,16.40,0.50704,14.80,0.15644,0.00
1170435473,5,8,2013,0,5,17,10.0700,64.64,86556.00,11.40,7.79,9.91,16.40,0.50715,14.80,0.15644,0.00
1170445037,5,8,2013,0,5,27,10.0500,64.69,86551.00,11.40,7.79,9.91,16.40,0.50704,14.80,0.15644,0.00
1170454601,5,8,2013,0,5,37,10.0300,64.72,86560.00,11.40,7.79,9.91,16.40,0.50821,14.80,0.15644,0.00
1170464166,5,8,2013,0,5,46,10.0300,64.77,86552.00,11.30,7.79,9.91,16.40,0.50786,14.80,0.15644,0.00
1170473738,5,8,2013,0,5,56,10.0400,64.78,86554.00,11.30,7.79,9.91,16.40,0.50821,14.80,0.15685,0.00
1170483303,5,8,2013,0,6,5,10.0400,64.80,86544.00,11.30,7.79,9.91,16.40,0.50704,14.80,0.15644,0.00
1170492867,5,8,2013,0,6,15,10.0300,64.80,86562.00,11.30,7.79,9.91,16.40,0.50774,14.80,0.15685,0.00
1170502433,5,8,2013,0,6,24,10.0300,64.80,86559.00,11.30,7.79,9.91,16.40,0.50856,14.80,0.15644,0.00
1170511996,5,8,2013,0,6,34,10.0400,64.78,86549.00,11.30,7.79,9.91,16.40,0.50692,14.70,0.15644,0.00
1170521586,5,8,2013,0,6,43,10.0600,64.75,86547.00,11.30,7.79,9.85,16.40,0.50762,14.70,0.15685,0.00
1170531151,5,8,2013,0,6,53,10.0600,64.72,86549.00,11.30,7.79,9.91,16.40,0.50762,14.70,0.15644,0.00
1170541462,5,8,2013,0,7,3,10.0600,64.69,86557.00,11.30,7.79,9.91,16.40,0.50751,14.70,0.15644,0.00
1170551665,5,8,2013,0,7,14,10.0700,64.64,86555.00,11.30,7.79,9.85,16.40,0.50715,14.70,0.15644,0.00
1170561866,5,8,2013,0,7,24,10.0600,64.64,86547.00,11.30,7.79,9.91,16.40,0.50727,14.70,0.15685,0.00
1170571438,5,8,2013,0,7,33,10.0700,64.59,86557.00,11.30,7.79,9.91,16.40,0.50680,14.70,0.15644,0.00
1170581003,5,8,2013,0,7,43,10.0600,64.58,86561.00,11.30,7.79,9.91,16.40,0.50844,14.70,0.15602,0.00
1170590566,5,8,2013,0,7,52,10.0800,64.59,86551.00,11.30,7.79,9.85,16.40,0.50751,14.70,0.15644,0.00
1170600131,5,8,2013,0,8,2,10.0600,64.56,86564.00,11.30,7.79,9.91,16.30,0.50926,14.70,0.15644,0.00
1170609694,5,8,2013,0,8,12,10.0600,64.53,86551.00,11.30,7.79,9.91,16.40,0.50774,14.70,0.15602,0.00
1170619267,5,8,2013,0,8,21,10.0500,64.53,86552.00,11.30,7.79,9.91,16.40,0.50833,14.70,0.15644,0.00
1170628831,5,8,2013,0,8,31,10.0600,64.53,86549.00,11.30,7.79,9.91,16.40,0.50774,14.70,0.15644,0.00
