4.320000E+04	 2.495635E+00	9.249228E+00	0.000000E+00	2.926200E+02	1.307476E-02	0.000000E+00
4.326000E+04	 2.461163E+00	1.033088E+01	0.000000E+00	2.926100E+02	1.306167E-02	0.000000E+00
4.332000E+04	 3.183288E+00	1.095695E+01	0.000000E+00	2.926200E+02	1.311513E-02	0.000000E+00
4.338000E+04	 2.999154E+00	1.032316E+01	0.000000E+00	2.926300E+02	1.310858E-02	0.000000E+00
4.344000E+04	 2.318903E+00	9.809643E+00	0.000000E+00	2.926400E+02	1.309508E-02	0.000000E+00
4.350000E+04	 2.476050E+00	1.023475E+01	0.000000E+00	2.926200E+02	1.308922E-02	0.000000E+00
4.356000E+04	 2.726639E+00	1.054313E+01	0.000000E+00	2.926200E+02	1.308840E-02	0.000000E+00
4.362000E+04	 2.990135E+00	1.063774E+01	0.000000E+00	2.926400E+02	1.312140E-02	0.000000E+00
4.368000E+04	 2.934986E+00	1.010229E+01	0.000000E+00	2.926500E+02	1.310872E-02	0.000000E+00
4.374000E+04	 2.433353E+00	1.021415E+01	0.000000E+00	2.926400E+02	1.310803E-02	0.000000E+00
4.380000E+04	 2.616426E+00	1.041642E+01	0.000000E+00	2.926500E+02	1.312154E-02	0.000000E+00
4.386000E+04	 3.112595E+00	1.064424E+01	0.000000E+00	2.926600E+02	1.312195E-02	0.000000E+00
4.392000E+04	 2.646866E+00	1.046032E+01	0.000000E+00	2.926800E+02	1.314117E-02	0.000000E+00
4.398000E+04	 2.717356E+00	9.602936E+00	0.000000E+00	2.926700E+02	1.310121E-02	0.000000E+00
4.404000E+04	 2.706717E+00	9.502004E+00	0.000000E+00	2.926600E+02	1.310734E-02	0.000000E+00
4.410000E+04	 2.407083E+00	9.726580E+00	0.000000E+00	2.926400E+02	1.307407E-02	0.000000E+00
4.416000E+04	 2.542275E+00	1.067135E+01	0.000000E+00	2.926400E+02	1.312029E-02	0.000000E+00
4.422000E+04	 2.537640E+00	1.065190E+01	0.000000E+00	2.926500E+02	1.312753E-02	0.000000E+00
4.428000E+04	 2.831928E+00	9.684435E+00	0.000000E+00	2.926600E+02	1.312753E-02	0.000000E+00
