     atm_u           atm_v           atm_T           atm_q           R_net     
 1.68799555E+00  3.02030969E+00  2.92850006E+02  1.21658770E-02  1.67012756E+02
 1.77112055E+00  3.01879644E+00  2.93049988E+02  1.21658770E-02  1.75761597E+02
 1.18368566E+00  3.55828452E+00  2.93449982E+02  1.23240696E-02  2.16775757E+02
 1.63880002E+00  3.82360220E+00  2.93449982E+02  1.21670840E-02  1.47232819E+02
 1.47688544E+00  2.59979033E+00  2.93250000E+02  1.22447452E-02  6.58493958E+01
 1.54246831E+00  2.31283188E+00  2.93350006E+02  1.23228468E-02  1.41412109E+02
 1.36225927E+00  1.67626071E+00  2.93149994E+02  1.22435316E-02  2.06069946E+01
 1.21867216E+00  2.49864721E+00  2.93250000E+02  1.23216258E-02  4.75401917E+01
 1.38419104E+00  2.99566603E+00  2.93350006E+02  1.24001624E-02  4.79175720E+01
 1.16969323E+00  3.12848473E+00  2.93449982E+02  1.24013918E-02  1.26668488E+02
 2.56403774E-01  4.19216585E+00  2.93949982E+02  1.26421917E-02  2.58994843E+02
-3.30654740E-01  4.39758635E+00  2.94149994E+02  1.26434481E-02  1.70280914E+02
-2.44983137E-01  4.58383417E+00  2.93750000E+02  1.24840941E-02  8.72953796E+01
-1.32015973E-01  4.44804144E+00  2.94049988E+02  1.26447016E-02  2.01035065E+02
-3.89310211E-01  4.36967611E+00  2.94149994E+02  1.27263274E-02  1.93337524E+02
-3.59896362E-01  4.78648901E+00  2.94350006E+02  1.27263274E-02  2.32480103E+02
-4.02493656E-01  5.11418629E+00  2.94350006E+02  1.27275912E-02  1.85826416E+02
-2.70002484E-01  4.61270714E+00  2.94250000E+02  1.26472134E-02  8.84028625E+01
-2.88325310E-01  4.66862392E+00  2.93949982E+02  1.25685353E-02  4.63562622E+01
-2.38486454E-01  4.40354681E+00  2.94149994E+02  1.26497243E-02  8.37806396E+01
-1.21984594E-01  4.65840292E+00  2.94649994E+02  1.28948232E-02  1.15363586E+02
 8.95753920E-01  5.13241911E+00  2.94149994E+02  1.27326474E-02  9.01794434E-01
 4.75677156E+00  1.25679159E+00  2.91949982E+02  1.20214131E-02  3.10058594E+00
 1.92141545E+00  8.47444594E-01  2.91449982E+02  1.19450008E-02  2.34842834E+01
 1.61783338E+00  9.37824726E-01  2.91750000E+02  1.21767465E-02  1.07330688E+02
 2.20117950E+00  8.22987020E-01  2.92149994E+02  1.24112433E-02  1.44544189E+02
 2.88598418E+00  5.60977995E-01  2.92649994E+02  1.24124754E-02  2.69823975E+02
 3.39602447E+00  1.33772874E+00  2.93149994E+02  1.24927722E-02  2.20518677E+02
 3.67693067E+00  1.98810959E+00  2.93449982E+02  1.24927722E-02  2.46199280E+02
 3.03477216E+00  2.27029920E+00  2.93949982E+02  1.27351759E-02  2.81925354E+02
 2.52057338E+00  2.48562074E+00  2.94049988E+02  1.26560079E-02  1.83365845E+02
 1.97401452E+00  2.42902589E+00  2.94149994E+02  1.28186028E-02  2.51161377E+02
 2.43404245E+00  3.67743587E+00  2.94250000E+02  1.28198760E-02  1.32281738E+02
 2.01309466E+00  2.98453498E+00  2.94449982E+02  1.26585225E-02  1.41751099E+02
 2.21747971E+00  2.55091834E+00  2.94549988E+02  1.27402395E-02  1.62765564E+02
 2.15948415E+00  2.85535073E+00  2.94549988E+02  1.25797745E-02  1.45194153E+02
 1.87253344E+00  2.76572204E+00  2.94449982E+02  1.26610370E-02  1.00657196E+02
 1.65810311E+00  2.40355873E+00  2.94449982E+02  1.26610370E-02  7.28615417E+01
 2.15710044E+00  2.40412498E+00  2.94250000E+02  1.25797745E-02  3.45578613E+01
 1.74644411E+00  1.91259837E+00  2.94449982E+02  1.26597807E-02  5.13309021E+01
 1.23331857E+00  2.09375858E+00  2.94549988E+02  1.26610370E-02  9.17414246E+01
 1.71561289E+00  2.64181256E+00  2.94549988E+02  1.25810253E-02  6.18135376E+01
 1.26107013E+00  2.65580535E+00  2.94649994E+02  1.25822760E-02  4.57553406E+01
 9.62060213E-01  2.58689761E+00  2.94449982E+02  1.25822760E-02  -3.90316772E+00
 1.94460011E+00  2.40138078E+00  2.93949982E+02  1.27415042E-02  -1.75599060E+01
 3.66978455E+00  -1.16412258E+00  2.93049988E+02  1.23424372E-02  -2.42217102E+01
 3.46334028E+00  -5.05246222E-01  2.92350006E+02  1.22629916E-02  -4.45523071E+00
 2.83928585E+00  -3.43592435E-01  2.92250000E+02  1.23399850E-02  -4.31579590E+00
 2.82875681E+00  -2.52458125E-01  2.92250000E+02  1.23399850E-02  -8.53768921E+00
 2.91855907E+00  -9.17194933E-02  2.92149994E+02  1.23399850E-02  -1.02134094E+01
 2.98999548E+00  -5.21825301E-03  2.92049988E+02  1.22617735E-02  -1.02740479E+01
 2.50191498E+00  2.01297894E-01  2.91949982E+02  1.21827936E-02  -1.11074524E+01
 1.43970799E+00  4.21000063E-01  2.91850006E+02  1.21827936E-02  -9.30862427E+00
 1.84850967E+00  7.42437243E-02  2.91750000E+02  1.21054677E-02  -1.20191040E+01
 1.82041967E+00  6.41071081E-01  2.91750000E+02  1.19509315E-02  -1.32284241E+01
 2.24777269E+00  1.24596071E+00  2.91850006E+02  1.17241563E-02  -1.35773926E+01
 2.52725554E+00  1.63495541E+00  2.91850006E+02  1.15739480E-02  -1.42664185E+01
 2.83521175E+00  1.87658584E+00  2.91949982E+02  1.14265839E-02  -1.62084351E+01
 2.28838372E+00  1.81375289E+00  2.91750000E+02  1.14265839E-02  -1.55625000E+01
 2.26008081E+00  1.81715035E+00  2.91649994E+02  1.14277191E-02  -1.82644653E+01
 2.48047471E+00  2.03748488E+00  2.91649994E+02  1.14277191E-02  -1.97994995E+01
 2.61628366E+00  1.82514656E+00  2.91649994E+02  1.15023404E-02  -2.18904724E+01
 2.29172516E+00  1.88915205E+00  2.91549988E+02  1.14288544E-02  -2.54904785E+01
 2.16412640E+00  1.99001431E+00  2.91449982E+02  1.14288544E-02  -2.83704834E+01
 2.70890355E+00  2.53494430E+00  2.91549988E+02  1.12820072E-02  -2.69855957E+01
 3.08174658E+00  2.79435802E+00  2.91350006E+02  1.11379409E-02  -4.40985413E+01
 2.89176631E+00  2.73460913E+00  2.91250000E+02  1.10665215E-02  -3.81765747E+01
 2.94927144E+00  2.47473192E+00  2.91149994E+02  1.08546913E-02  -6.06655884E+01
 2.48031139E+00  2.49768972E+00  2.90850006E+02  1.07848831E-02  -6.08126221E+01
 2.07666516E+00  1.81798303E+00  2.90350006E+02  1.07165361E-02  -6.99185791E+01
 2.00218487E+00  1.84110165E+00  2.89949982E+02  1.06485728E-02  -7.02349243E+01
 1.34837532E+00  1.76359975E+00  2.89549988E+02  1.05127404E-02  -6.29399109E+01
 1.23763597E+00  2.06793571E+00  2.89250000E+02  1.04459208E-02  -6.30299072E+01
 1.02453160E+00  2.49806619E+00  2.88949982E+02  1.03794746E-02  -6.61179199E+01
 9.80236053E-01  2.20164418E+00  2.89149994E+02  1.05148274E-02  -2.74439392E+01
 1.43791723E+00  2.40258074E+00  2.89850006E+02  1.07913073E-02  -2.15769348E+01
 1.03541481E+00  2.22045422E+00  2.90250000E+02  1.08622368E-02  -2.15468750E+01
 8.87222409E-01  2.34796429E+00  2.90250000E+02  1.08633144E-02  -1.81739197E+01
 3.14568311E-01  2.38938212E+00  2.90250000E+02  1.08643929E-02  -1.83789062E+01
 2.25168258E-01  2.00741100E+00  2.90250000E+02  1.08654732E-02  -2.39629211E+01
-5.08196503E-02  2.07937908E+00  2.90049988E+02  1.08654732E-02  -2.10788879E+01
-5.83937392E-02  2.38928676E+00  2.90049988E+02  1.08665526E-02  -2.53409119E+01
-1.43874973E-01  2.58906937E+00  2.90049988E+02  1.08676320E-02  -2.37562256E+01
-1.50466233E-01  2.73853469E+00  2.89949982E+02  1.07988119E-02  -4.73921814E+01
-3.83747667E-01  2.44768858E+00  2.89850006E+02  1.08697899E-02  -1.95642700E+01
-9.25995529E-01  2.22126937E+00  2.90049988E+02  1.10119004E-02  -7.78924561E+00
-9.64258790E-01  2.22950530E+00  2.90149994E+02  1.10841207E-02  -8.27822876E+00
-7.41038203E-01  2.34077621E+00  2.90250000E+02  1.10852234E-02  -8.71224976E+00
-5.29669225E-01  2.75593448E+00  2.90250000E+02  1.10151842E-02  -5.73159790E+00
-4.34929840E-02  3.55973434E+00  2.90350006E+02  1.10863242E-02  -5.21560669E+00
 7.14858055E-01  3.89494252E+00  2.90149994E+02  1.12287141E-02  -3.61355591E+00
 1.00680721E+00  3.75745130E+00  2.89949982E+02  1.14481729E-02  -3.93762207E+00
 9.31628644E-01  3.91055846E+00  2.89949982E+02  1.15229310E-02  -5.85458374E+00
 1.04127383E+00  3.56087756E+00  2.89949982E+02  1.15981232E-02  -5.72158813E+00
 8.90309274E-01  3.10487509E+00  2.89949982E+02  1.15992771E-02  -2.36080933E+00
 4.68401462E-01  2.74025536E+00  2.89949982E+02  1.16760749E-02  -6.13580322E+00
-1.60739031E-02  3.06995773E+00  2.89949982E+02  1.17521575E-02  -4.03082275E+00
 9.58234072E-02  3.22857833E+00  2.90049988E+02  1.17533263E-02  -6.51379395E+00
 1.45689800E-01  3.33682084E+00  2.90049988E+02  1.17533263E-02  -9.90179443E+00
 5.46372592E-01  3.16315937E+00  2.90049988E+02  1.17533263E-02  -8.79080200E+00
 9.22184944E-01  3.41777325E+00  2.90149994E+02  1.16795618E-02  -1.28591919E+01
 1.31621552E+00  3.59673142E+00  2.90149994E+02  1.16807241E-02  -8.27816772E+00
 1.23427713E+00  3.62566686E+00  2.90149994E+02  1.17568364E-02  -5.39025879E+00
 1.49941325E+00  3.72990060E+00  2.90250000E+02  1.17580080E-02  -4.95019531E+00
 1.52347279E+00  4.05313826E+00  2.90250000E+02  1.18333893E-02  -2.32119751E+00
 1.61583161E+00  3.68096280E+00  2.90149994E+02  1.19103873E-02  -2.43319702E+00
 2.18661451E+00  4.27302217E+00  2.90149994E+02  1.18345674E-02  -4.09097290E+00
 2.22809386E+00  3.78255153E+00  2.90149994E+02  1.18357465E-02  -9.39697266E+00
 2.34492183E+00  3.41188240E+00  2.90250000E+02  1.18369255E-02  -7.75891113E+00
 2.03628016E+00  3.05327082E+00  2.90250000E+02  1.18369255E-02  -7.78894043E+00
 2.17440701E+00  2.84400296E+00  2.90250000E+02  1.18369255E-02  -4.55194092E+00
 2.50088620E+00  2.24391794E+00  2.90250000E+02  1.19127594E-02  -1.74896240E+00
 5.41585732E+00  5.11949420E-01  2.90250000E+02  1.18357465E-02  6.88415527E-01
 5.37705755E+00  -1.49119210E+00  2.90250000E+02  1.14618503E-02  -3.00158691E+00
 6.45815849E+00  -1.36094987E+00  2.90149994E+02  1.13134468E-02  -3.26058960E+00
 6.05303478E+00  -1.34192681E+00  2.89850006E+02  1.10250479E-02  -5.58557129E+00
 7.13130856E+00  -1.46384537E+00  2.89750000E+02  1.07410504E-02  -6.30664062E+00
 6.47013474E+00  -1.66125226E+00  2.89350006E+02  1.05325999E-02  -7.68658447E+00
 6.08814335E+00  -1.17239451E+00  2.88949982E+02  1.05305053E-02  1.30960083E+00
 6.45336962E+00  -1.38348031E+00  2.88649994E+02  1.03257000E-02  2.04559326E-01
 6.67045784E+00  -1.60143590E+00  2.88549988E+02  9.99352988E-03  4.88250732E-01
 5.41116714E+00  -1.48032844E+00  2.88350006E+02  1.00567983E-02  1.27929688E+00
 5.68812227E+00  -1.44988263E+00  2.88350006E+02  9.98956058E-03  -1.17126465E-01
 5.11646318E+00  -1.45746529E+00  2.88350006E+02  9.92371049E-03  2.04256897E+01
 5.50176334E+00  -8.02619696E-01  2.88449982E+02  9.79317073E-03  1.53320312E+01
 5.74495602E+00  -2.40789741E-01  2.88549988E+02  9.66511760E-03  2.78771667E+01
 4.40239143E+00  4.93809134E-01  2.88350006E+02  9.66319907E-03  5.88317871E+00
 4.09464788E+00  1.02091050E+00  2.88350006E+02  9.78928339E-03  6.40560913E+00
 4.75584602E+00  8.98627281E-01  2.88549988E+02  9.59831756E-03  1.43075256E+01
 4.83420324E+00  8.00300121E-01  2.88549988E+02  9.53476876E-03  2.32403870E+01
 6.52980900E+00  5.13904095E-01  2.88850006E+02  9.10482742E-03  2.49798279E+01
 6.01669025E+00  1.99596405E-01  2.88949982E+02  8.98569636E-03  1.13956116E+02
 6.68820667E+00  3.97354215E-01  2.89449982E+02  8.75070412E-03  1.45580383E+02
 6.54999065E+00  -1.14312898E-02  2.89649994E+02  8.69216863E-03  1.85018280E+02
 6.61829615E+00  -1.50190637E-01  2.90049988E+02  8.69216863E-03  2.62732056E+02
 7.84573889E+00  -6.17473364E-01  2.89949982E+02  8.13292805E-03  1.58095032E+02
 6.92990494E+00  3.62829566E-02  2.89649994E+02  8.29536188E-03  1.07437469E+02
 7.16995668E+00  2.50297952E-02  2.89449982E+02  8.07647780E-03  9.51557312E+01
 6.07665730E+00  2.01585740E-01  2.89250000E+02  8.23872443E-03  7.15564575E+01
 6.29684734E+00  4.07201260E-01  2.89750000E+02  8.40384886E-03  2.69805328E+02
 6.21927834E+00  9.40574288E-01  2.90449982E+02  8.57274234E-03  3.45811859E+02
 7.45694208E+00  5.86870611E-01  2.90549988E+02  8.57189391E-03  2.81264526E+02
 7.64328957E+00  3.20351243E-01  2.90149994E+02  8.34655762E-03  1.91213257E+02
 7.40321350E+00  7.38940299E-01  2.90350006E+02  8.34655762E-03  2.62278076E+02
 8.47346973E+00  9.80407417E-01  2.90149994E+02  8.29043426E-03  1.91147308E+02
 7.01534653E+00  4.53664809E-01  2.90250000E+02  8.34573060E-03  1.87385345E+02
 6.28984642E+00  -4.39155512E-02  2.90250000E+02  8.45646672E-03  2.89158508E+02
 8.20797157E+00  4.44524467E-01  2.90750000E+02  8.45646672E-03  3.02020844E+02
 7.25446844E+00  6.09172523E-01  2.90750000E+02  8.40052310E-03  2.70275574E+02
 6.82955456E+00  -6.45586610E-01  2.90649994E+02  7.96463341E-03  2.48139954E+02
 7.78799486E+00  1.76731005E-01  2.90949982E+02  7.96384457E-03  1.88650085E+02
 6.53636599E+00  -6.63940609E-01  2.90250000E+02  7.96305761E-03  8.68388367E+01
 6.66119671E+00  -5.00856400E-01  2.91250000E+02  8.17919523E-03  4.08214935E+02
 6.83594131E+00  -5.74028194E-01  2.91250000E+02  7.70172989E-03  2.48915619E+02
 7.20784807E+00  -1.76159218E-01  2.90149994E+02  7.49683101E-03  2.26276855E+01
 5.68465900E+00  5.37358642E-01  2.89949982E+02  7.85728823E-03  5.87181396E+01
 5.05889082E+00  1.06607735E+00  2.90049988E+02  8.01482797E-03  9.08323975E+01
 5.37538767E+00  9.57501531E-01  2.90049988E+02  8.17676820E-03  1.59957397E+02
 5.92324638E+00  8.21919858E-01  2.90649994E+02  8.34160205E-03  2.84499695E+02
 6.33363295E+00  1.21966827E+00  2.91049988E+02  8.62372760E-03  2.17140259E+02
 5.31020641E+00  1.35355306E+00  2.90149994E+02  8.28633271E-03  3.54541626E+01
 5.74361658E+00  2.70862132E-01  2.90250000E+02  8.06769170E-03  1.01262909E+02
 6.55000019E+00  -7.81079734E-08  2.90649994E+02  7.96069484E-03  2.16797485E+02
 7.79069519E+00  1.24786294E+00  2.91649994E+02  7.96148181E-03  4.75454681E+02
 6.76916504E+00  -8.31150830E-01  2.90750000E+02  7.75046647E-03  2.27549133E+02
 5.81257963E+00  -9.51847911E-01  2.90949982E+02  7.80255720E-03  2.46630066E+02
 7.17419291E+00  4.76504505E-01  2.91350006E+02  7.44507927E-03  3.83208740E+02
 8.34643936E+00  6.27569854E-01  2.91850006E+02  7.29605975E-03  3.84945984E+02
 7.25309038E+00  -3.16678524E-01  2.91949982E+02  7.14969030E-03  4.28754395E+02
 7.66621542E+00  2.40916878E-01  2.91350006E+02  7.00592808E-03  2.54660767E+02
 7.11432457E+00  -4.72531676E-01  2.90649994E+02  7.39364605E-03  9.50751953E+01
 6.55272150E+00  -1.07305098E+00  2.89850006E+02  7.54367979E-03  3.72171936E+01
 5.68231297E+00  -8.79667461E-01  2.89549988E+02  7.95833394E-03  5.30921631E+01
 5.43813610E+00  -1.42404452E-01  2.90850006E+02  8.33912846E-03  4.45385681E+02
 6.02702284E+00  -1.06272960E+00  2.90850006E+02  7.64645310E-03  1.70207825E+02
 6.12650108E+00  -4.06920671E-01  2.90949982E+02  7.64569733E-03  2.26023132E+02
 6.71983576E+00  4.69175689E-02  2.90549988E+02  7.54367979E-03  1.68489502E+02
 6.79129171E+00  -3.44037265E-01  2.90949982E+02  7.44287204E-03  2.07510620E+02
 7.06982803E+00  -4.93613631E-02  2.90549988E+02  7.14757014E-03  1.47364990E+02
 6.96893835E+00  -1.21645994E-01  2.90449982E+02  7.44213583E-03  2.02699799E+02
 7.55860662E+00  1.45127416E-01  2.90850006E+02  7.44287204E-03  1.77088165E+02
 7.12998962E+00  -1.24435257E-02  2.90649994E+02  7.64494110E-03  1.75124725E+02
 7.22602510E+00  -2.39718258E-01  2.90350006E+02  7.14686420E-03  4.87687378E+01
 5.90769577E+00  1.65015310E-01  2.89850006E+02  7.39145465E-03  3.36365356E+01
 7.41944647E+00  9.06516686E-02  2.88850006E+02  7.95597304E-03  9.50207520E+00
 5.99955225E+00  7.33032376E-02  2.88250000E+02  8.00928194E-03  1.86000977E+01
 4.73350382E+00  2.48073205E-01  2.88250000E+02  8.00928194E-03  1.33539124E+01
 3.68889856E+00  9.01562944E-02  2.88149994E+02  7.95597304E-03  1.46994019E+00
 3.51929426E+00  3.82318199E-01  2.88250000E+02  7.85107538E-03  4.47406006E+00
 3.18247414E+00  6.59058928E-01  2.88250000E+02  7.84952380E-03  5.52841187E+00
 2.97091556E+00  9.19652045E-01  2.88250000E+02  7.95518700E-03  5.25344849E+00
 2.87118411E+00  1.19515717E+00  2.88250000E+02  8.11524596E-03  9.42166138E+00
 2.75637102E+00  1.15867114E+00  2.88149994E+02  8.22406728E-03  4.52523804E+00
 2.84363103E+00  1.30792320E+00  2.88149994E+02  8.27896409E-03  -3.42492676E+00
 2.79625249E+00  1.40636849E+00  2.88049988E+02  8.27896409E-03  -3.53234863E+00
 2.39492965E+00  1.24672043E+00  2.88049988E+02  8.27977993E-03  -7.40814209E+00
 2.34398103E+00  1.29928982E+00  2.87949982E+02  8.33500549E-03  -1.64579468E+01
 2.11396027E+00  1.02648497E+00  2.87750000E+02  8.38972814E-03  -1.63986816E+01
 2.20260692E+00  1.16130233E+00  2.87850006E+02  8.38972814E-03  -1.45932617E+01
 1.66921246E+00  1.71050572E+00  2.87649994E+02  8.38889927E-03  -1.12587891E+01
 1.62570810E+00  1.56992781E+00  2.87549988E+02  8.44476465E-03  -6.94061279E+00
 1.42650068E+00  1.40181875E+00  2.87549988E+02  8.44476465E-03  -7.46090698E+00
 1.52451360E+00  1.32523882E+00  2.87649994E+02  8.50012247E-03  -5.20040894E+00
 1.26928973E+00  7.99314380E-01  2.87750000E+02  8.49928148E-03  -4.98400879E+00
 1.46952999E+00  4.60523218E-01  2.87750000E+02  8.55495222E-03  -4.91342163E+00
 3.83067942E+00  1.51667190E+00  2.87850006E+02  8.61094613E-03  -1.27227783E+00
 2.76835299E+00  1.12974393E+00  2.87250000E+02  8.90106522E-03  -8.51910400E+00
 1.78938067E+00  1.02064514E+00  2.87049988E+02  8.95994063E-03  -2.19510193E+01
 1.46915638E+00  1.09109092E+00  2.86649994E+02  8.90194532E-03  -3.32846985E+01
 1.47168100E+00  1.21747875E+00  2.86350006E+02  8.78520962E-03  -4.83103638E+01
 1.60685658E+00  1.22409630E+00  2.85949982E+02  8.61264672E-03  -3.99974365E+01
 1.54327691E+00  1.67830169E+00  2.85850006E+02  8.61179642E-03  -3.13854370E+01
 1.35695076E+00  1.80728650E+00  2.85949982E+02  8.66983272E-03  -1.94120483E+01
 1.40853286E+00  1.63757002E+00  2.86250000E+02  8.72735120E-03  -1.80454102E+01
 1.54033768E+00  1.45662582E+00  2.86350006E+02  8.72821547E-03  -9.09997559E+00
 1.68740201E+00  1.50342095E+00  2.86449982E+02  8.72821547E-03  2.59207153E+00
 1.89008915E+00  1.79990625E+00  2.86649994E+02  8.78607854E-03  -5.33578491E+00
 1.64620852E+00  1.51907790E+00  2.86649994E+02  8.72907601E-03  -9.23657227E+00
 1.65940201E+00  1.50465429E+00  2.86750000E+02  8.72907601E-03  -2.85733032E+00
 1.62330198E+00  1.26826262E+00  2.86850006E+02  8.78694747E-03  -1.10687256E+00
 1.49096751E+00  1.09522426E+00  2.86850006E+02  8.78781639E-03  -8.87835693E+00
 1.30638599E+00  1.25277889E+00  2.86850006E+02  8.73080362E-03  -9.32266235E+00
 1.76377308E+00  1.41304803E+00  2.86949982E+02  8.67326185E-03  -9.44674683E+00
 1.98465979E+00  1.69505894E+00  2.87049988E+02  8.67326185E-03  -9.39160156E+00
 1.90680087E+00  1.96766627E+00  2.87049988E+02  8.61605443E-03  -1.16340637E+01
 1.86462927E+00  2.03488517E+00  2.87049988E+02  8.61605443E-03  -7.39859009E+00
 2.09051657E+00  1.92232656E+00  2.87250000E+02  8.56002700E-03  -7.58901978E+00
 2.13283610E+00  2.06686020E+00  2.87350006E+02  8.56002700E-03  -3.78457642E+00
 2.23013806E+00  1.35594368E+00  2.87549988E+02  8.56002700E-03  -5.90051270E+00
 2.47829914E+00  9.66247082E-01  2.87850006E+02  8.44726898E-03  -9.04525757E+00
 1.99719942E+00  1.20003927E+00  2.87750000E+02  8.50348361E-03  -5.78417969E+00
 1.78757131E+00  1.46310914E+00  2.87449982E+02  8.56087450E-03  -5.33612061E+00
 1.97797787E+00  1.19319046E+00  2.87549988E+02  8.56172107E-03  -6.68847656E+00
 2.07998037E+00  1.29467452E+00  2.87549988E+02  8.61946214E-03  -8.13891602E+00
 1.70323455E+00  1.22841012E+00  2.87449982E+02  8.62031523E-03  -7.59887695E+00
 1.60290265E+00  9.63121653E-01  2.87449982E+02  8.67755152E-03  -7.00460815E+00
 1.60968792E+00  6.86589181E-01  2.87549988E+02  8.67840927E-03  -8.28109741E+00
 1.86309206E+00  1.01157653E+00  2.87649994E+02  8.62116739E-03  -1.19129028E+01
 1.87819767E+00  1.47799671E+00  2.87449982E+02  8.62202048E-03  -1.40865784E+01
 1.83515739E+00  1.35299563E+00  2.87449982E+02  8.62287451E-03  -1.94999695E+01
 1.80519199E+00  9.92412031E-01  2.87350006E+02  8.51021614E-03  -2.62265320E+01
 1.96885586E+00  9.81634736E-01  2.87250000E+02  8.39802902E-03  -2.71129150E+01
 1.82830238E+00  1.18731236E+00  2.87049988E+02  8.34325422E-03  -3.14915161E+01
 1.91963649E+00  1.45708466E+00  2.86649994E+02  8.34407844E-03  -2.76256409E+01
 1.76619899E+00  1.31169403E+00  2.86549988E+02  8.28879327E-03  -3.10195923E+01
 2.00253081E+00  1.15150762E+00  2.86449982E+02  8.23383220E-03  -3.89762573E+01
 2.05336523E+00  1.14288688E+00  2.86449982E+02  8.17919523E-03  -3.50766907E+01
 1.95509243E+00  1.30388391E+00  2.86350006E+02  8.17919523E-03  -3.38464355E+01
 1.73126066E+00  1.45269978E+00  2.86250000E+02  8.12488049E-03  -3.52264099E+01
 1.92784846E+00  1.47929049E+00  2.86149994E+02  8.07088334E-03  -4.23999939E+01
 2.08717656E+00  1.56709719E+00  2.85949982E+02  7.96463341E-03  -4.83655396E+01
 1.88527226E+00  1.43619215E+00  2.85750000E+02  7.85962120E-03  -4.92729187E+01
 1.53032613E+00  6.68582022E-01  2.85549988E+02  7.75583507E-03  -4.28720703E+01
 1.87012827E+00  1.45585704E+00  2.85250000E+02  7.65250530E-03  -4.48063965E+01
 1.68367755E+00  1.53741014E+00  2.85049988E+02  7.65250530E-03  -4.19636536E+01
 1.28778863E+00  2.03708148E+00  2.84649994E+02  7.55114434E-03  -3.55325623E+01
 1.01887369E+00  2.58656073E+00  2.84350006E+02  7.60205137E-03  -4.10176392E+01
 8.96575868E-01  2.58916044E+00  2.84250000E+02  7.60205137E-03  -4.38732605E+01
 8.06959808E-01  2.44002366E+00  2.84049988E+02  7.55189126E-03  -3.88191528E+01
 6.55538738E-01  2.07910299E+00  2.84149994E+02  7.65402010E-03  -1.77233276E+01
 7.61792958E-01  1.66390252E+00  2.84649994E+02  7.91471358E-03  -7.82519531E+00
 8.62909675E-01  2.27162647E+00  2.85250000E+02  8.07487965E-03  -9.31289673E+00
 1.21477127E+00  2.17357540E+00  2.85750000E+02  8.18324462E-03  -8.86962891E+00
 1.17423761E+00  2.05865622E+00  2.86049988E+02  8.18324462E-03  -6.43737793E+00
 1.12132335E+00  2.06521988E+00  2.86250000E+02  8.23709369E-03  -4.23348999E+00
 1.10714257E+00  2.23032165E+00  2.86350006E+02  8.34738277E-03  -3.04168701E+00
 1.10511339E+00  2.61616588E+00  2.86449982E+02  8.40218551E-03  -7.23724365E-01
 9.52434897E-01  2.32227635E+00  2.86549988E+02  8.40218551E-03  2.10632324E+00
 1.30073512E+00  2.36602807E+00  2.86649994E+02  8.45814124E-03  9.95657349E+00
 1.28951967E+00  2.39489865E+00  2.86949982E+02  8.51527043E-03  1.72307129E+01
 1.41267300E+00  2.48675585E+00  2.87149994E+02  8.57189391E-03  2.04434204E+01
 1.40672100E+00  2.55881548E+00  2.87449982E+02  8.57189391E-03  2.92968750E+01
 1.47821569E+00  2.64495325E+00  2.87649994E+02  8.57189391E-03  4.20506592E+01
 1.63501441E+00  2.86648345E+00  2.87850006E+02  8.57104454E-03  4.85466309E+01
 1.54167271E+00  2.79273081E+00  2.87949982E+02  8.62799678E-03  4.78984375E+01
 1.59771287E+00  2.52733326E+00  2.88049988E+02  8.68614390E-03  6.09421387E+01
 1.47763896E+00  2.40187073E+00  2.88250000E+02  8.86004511E-03  7.27383118E+01
 1.34268904E+00  2.52522969E+00  2.88549988E+02  8.86004511E-03  8.19807129E+01
 1.81267273E+00  2.69753909E+00  2.88750000E+02  8.91869515E-03  1.11914093E+02
 1.55796266E+00  2.49326134E+00  2.89049988E+02  8.97680037E-03  1.30664612E+02
 1.61189961E+00  2.99362326E+00  2.89350006E+02  9.03702620E-03  1.45044495E+02
 2.24038386E+00  2.68899250E+00  2.89549988E+02  8.80173966E-03  1.51858887E+02
 3.16598487E+00  2.41183329E+00  2.89949982E+02  8.45897850E-03  1.73015381E+02
 3.64038777E+00  1.70527923E+00  2.89949982E+02  8.07407964E-03  1.68789612E+02
 3.26041150E+00  1.77025914E+00  2.89850006E+02  7.91393127E-03  1.41833435E+02
 2.90126729E+00  1.84830952E+00  2.89949982E+02  7.96778686E-03  1.53259827E+02
 3.30832171E+00  2.24833417E+00  2.90149994E+02  8.12970754E-03  1.74132935E+02
 3.14743519E+00  2.14703298E+00  2.90149994E+02  7.96936452E-03  1.64254517E+02
 3.40004563E+00  1.97093654E+00  2.90250000E+02  7.91706517E-03  1.61503998E+02
 3.89964056E+00  1.55974460E+00  2.90250000E+02  7.91706517E-03  1.57994598E+02
 3.68373275E+00  8.91186774E-01  2.90149994E+02  7.86351133E-03  1.52296387E+02
 3.86345148E+00  9.56108153E-01  2.90149994E+02  7.96936452E-03  1.54328094E+02
 3.86603785E+00  5.84681332E-01  2.90449982E+02  8.13131686E-03  2.02355591E+02
 2.81652164E+00  9.42393720E-01  2.90649994E+02  8.13212246E-03  2.27480865E+02
 3.19970703E+00  1.56060064E+00  2.90750000E+02  8.07967782E-03  2.20421417E+02
 2.97492266E+00  1.56186903E+00  2.90649994E+02  8.02514516E-03  2.15906860E+02
 2.75909567E+00  2.62744951E+00  2.91350006E+02  8.24280456E-03  4.36384277E+02
 3.24879098E+00  3.34080172E+00  2.91350006E+02  8.02673586E-03  1.81306213E+02
 3.36984968E+00  2.26444530E+00  2.90750000E+02  7.92020094E-03  1.51588959E+02
