     atm_u           atm_v           atm_T           atm_q     
-2.15347000E+00   9.83385000E-01   2.92959000E+02   1.16680000E-02
-2.18548000E+00   3.80165000E-01   2.92784000E+02   1.14165000E-02
-2.98581000E+00   3.80750000E-01   2.92701000E+02   1.11939000E-02
-2.83005000E+00   6.49185000E-01   2.92910000E+02   1.14338000E-02
-3.24847000E+00   1.19687000E+00   2.92798000E+02   1.12664000E-02
-2.09798000E+00   6.02730000E-01   2.92853000E+02   1.13928000E-02
-2.25601000E+00   6.83763000E-01   2.93146000E+02   1.20099000E-02
-2.16832000E+00   6.58658000E-01   2.93071000E+02   1.18504000E-02
-1.78250000E+00   1.77230000E-01   2.92782000E+02   1.14383000E-02
-2.27341000E+00   1.01245000E+00   2.92783000E+02   1.14869000E-02
-1.60466000E+00   1.30481000E+00   2.93064000E+02   1.18220000E-02
-2.28612000E+00   1.37027000E+00   2.92862000E+02   1.14957000E-02
-2.26756000E+00   8.36436000E-01   2.92948000E+02   1.16291000E-02
-2.77339000E+00   1.08552000E+00   2.92810000E+02   1.11512000E-02
-2.87024000E+00   1.03706000E+00   2.92719000E+02   1.10542000E-02
-2.86852000E+00   6.84085000E-01   2.93136000E+02   1.17981000E-02
-1.95068000E+00   4.28730000E-01   2.93110000E+02   1.17644000E-02
-2.89006000E+00   1.70315000E+00   2.92798000E+02   1.13451000E-02
-2.03172000E+00   3.13417000E-01   2.92839000E+02   1.13350000E-02
-2.86059000E+00   6.25856000E-01   2.93149000E+02   1.18449000E-02
-2.73111000E+00   7.78825000E-01   2.93090000E+02   1.17830000E-02
-2.72764000E+00   7.69746000E-01   2.93254000E+02   1.20092000E-02
-3.25015000E+00   9.80684000E-01   2.93060000E+02   1.16851000E-02
-3.15013000E+00   8.68940000E-01   2.93261000E+02   1.20228000E-02
-3.66704000E+00   1.13544000E+00   2.92646000E+02   1.10231000E-02
-2.76199000E+00   4.54197000E-01   2.93143000E+02   1.16980000E-02
-3.18829000E+00   2.85032000E-01   2.92898000E+02   1.13729000E-02
-3.32000000E+00   2.64201000E-03   2.92979000E+02   1.15029000E-02
-3.48721000E+00   7.70360000E-01   2.93006000E+02   1.14584000E-02
-3.45772000E+00   8.42019000E-01   2.93037000E+02   1.14702000E-02
-2.76680000E+00   2.74936000E-01   2.93468000E+02   1.21991000E-02
-1.57696000E+00   1.39255000E-01   2.93220000E+02   1.18365000E-02
-2.06570000E+00   4.96404000E-01   2.92925000E+02   1.14411000E-02
-1.58670000E+00   4.93086000E-01   2.93234000E+02   1.18980000E-02
-2.66453000E+00   4.77621000E-01   2.93230000E+02   1.19320000E-02
-2.70768000E+00   3.82516000E-01   2.93025000E+02   1.15136000E-02
-2.89609000E+00   2.41924000E-02   2.93239000E+02   1.16627000E-02
-1.67721000E+00   4.59532000E-01   2.93536000E+02   1.22798000E-02
-3.43869000E+00   3.67147000E-01   2.92894000E+02   1.11165000E-02
-1.94646000E+00  -6.96420000E-02   2.92924000E+02   1.12499000E-02
-2.35376000E+00   8.10644000E-01   2.92924000E+02   1.13596000E-02
-1.73184000E+00   5.94457000E-01   2.93236000E+02   1.17971000E-02
-3.07845000E+00   9.00762000E-01   2.93303000E+02   1.19696000E-02
-2.75783000E+00   1.13002000E+00   2.92992000E+02   1.13420000E-02
-2.68652000E+00   1.37554000E+00   2.93361000E+02   1.19968000E-02
-3.47252000E+00   1.40741000E+00   2.92917000E+02   1.11164000E-02
-2.79127000E+00   8.07752000E-01   2.92976000E+02   1.11759000E-02
-3.00595000E+00   1.16591000E+00   2.92815000E+02   1.10593000E-02
-2.63730000E+00   6.06089000E-01   2.93062000E+02   1.15772000E-02
-2.66960000E+00   1.24431000E+00   2.93105000E+02   1.15404000E-02
-2.49070000E+00  -5.29651000E-01   2.93362000E+02   1.19828000E-02
-2.25409000E+00   1.37266000E+00   2.93459000E+02   1.21758000E-02
-3.29419000E+00   8.59960000E-01   2.92939000E+02   1.12332000E-02
-3.24556000E+00   7.55751000E-01   2.93255000E+02   1.16780000E-02
-2.08144000E+00   8.38317000E-01   2.93192000E+02   1.15864000E-02
-3.27983000E+00   4.64846000E-01   2.93199000E+02   1.17131000E-02
-2.91177000E+00   4.72642000E-01   2.93466000E+02   1.20401000E-02
-3.13741000E+00   3.03239000E-01   2.93264000E+02   1.16590000E-02
-2.31298000E+00   7.77912000E-02   2.93250000E+02   1.17811000E-02
-2.84771000E+00   5.63986000E-01   2.93030000E+02   1.14623000E-02
-3.21232000E+00  -2.84231000E-01   2.93074000E+02   1.14446000E-02
-2.83426000E+00   4.60128000E-01   2.93036000E+02   1.13969000E-02
-3.49881000E+00   6.38457000E-01   2.93186000E+02   1.15384000E-02
-2.58968000E+00   2.87710000E-01   2.93377000E+02   1.18352000E-02
-3.43447000E+00   3.42568000E-01   2.93136000E+02   1.13990000E-02
-3.77678000E+00   1.51122000E-01   2.93143000E+02   1.14921000E-02
-3.69845000E+00   1.08647000E+00   2.93015000E+02   1.12356000E-02
-2.90204000E+00   6.42415000E-01   2.93066000E+02   1.13046000E-02
-3.26674000E+00   5.75133000E-01   2.92935000E+02   1.10743000E-02
-3.05822000E+00   1.17043000E+00   2.92981000E+02   1.13174000E-02
-2.19626000E+00   3.72893000E-02   2.93018000E+02   1.12695000E-02
-2.51014000E+00   7.78813000E-01   2.93092000E+02   1.14393000E-02
-3.02895000E+00   7.35041000E-01   2.93145000E+02   1.15541000E-02
-2.37132000E+00   5.23603000E-01   2.93449000E+02   1.20368000E-02
-3.36361000E+00   1.24857000E+00   2.93111000E+02   1.14717000E-02
-2.61854000E+00   9.57592000E-01   2.93254000E+02   1.16886000E-02
-2.87318000E+00   9.30476000E-01   2.93467000E+02   1.20260000E-02
-2.72083000E+00   6.01073000E-01   2.93046000E+02   1.13291000E-02
-2.61468000E+00   1.06401000E+00   2.93431000E+02   1.17868000E-02
-3.09633000E+00   6.76812000E-01   2.93273000E+02   1.15865000E-02
-3.45307000E+00   7.94538000E-01   2.93450000E+02   1.18278000E-02
-2.46978000E+00   9.04261000E-01   2.93021000E+02   1.10574000E-02
-2.89562000E+00   1.40285000E+00   2.93358000E+02   1.16415000E-02
-2.74618000E+00   1.39934000E-01   2.93520000E+02   1.20391000E-02
-1.93484000E+00   2.37785000E-01   2.93597000E+02   1.22651000E-02
-2.12196000E+00   7.52107000E-01   2.93141000E+02   1.14769000E-02
-2.40694000E+00   1.07631000E+00   2.93328000E+02   1.17382000E-02
-2.87188000E+00   1.15752000E+00   2.93311000E+02   1.15860000E-02
-3.22569000E+00   1.62440000E+00   2.93067000E+02   1.12879000E-02
-2.46920000E+00   6.37906000E-01   2.93086000E+02   1.12959000E-02
-2.49829000E+00   1.14600000E+00   2.93515000E+02   1.20659000E-02
-3.08410000E+00   9.39933000E-01   2.93406000E+02   1.17744000E-02
-3.45055000E+00   1.44963000E+00   2.93241000E+02   1.16151000E-02
-3.06805000E+00   1.73815000E+00   2.93222000E+02   1.15237000E-02
-3.10785000E+00   1.06699000E+00   2.93469000E+02   1.18507000E-02
-2.81384000E+00   1.01768000E+00   2.93223000E+02   1.14113000E-02
-3.22191000E+00   1.81020000E+00   2.93370000E+02   1.16721000E-02
-1.34562000E+00   1.18809000E+00   2.93681000E+02   1.20896000E-02
-2.01901000E+00   8.45841000E-01   2.93888000E+02   1.25783000E-02
-2.71587000E+00   7.82598000E-01   2.93250000E+02   1.14803000E-02
-2.31910000E+00   4.95104000E-01   2.93706000E+02   1.21621000E-02
-2.34647000E+00   4.20868000E-01   2.93262000E+02   1.15668000E-02
-2.72729000E+00   5.78935000E-01   2.93222000E+02   1.14067000E-02
-2.89027000E+00   4.71738000E-01   2.93290000E+02   1.14655000E-02
-2.02308000E+00   3.41194000E-01   2.93461000E+02   1.18630000E-02
-2.42988000E+00   7.52186000E-01   2.93276000E+02   1.14899000E-02
-2.54189000E+00   1.05606000E+00   2.93346000E+02   1.15651000E-02
-2.61181000E+00   1.21431000E+00   2.93275000E+02   1.13931000E-02
-2.33948000E+00   8.87836000E-01   2.93237000E+02   1.14376000E-02
-3.55994000E+00   1.19743000E+00   2.93135000E+02   1.12637000E-02
-2.68344000E+00   7.73279000E-01   2.93252000E+02   1.13988000E-02
-2.19436000E+00   8.09356000E-01   2.93661000E+02   1.20141000E-02
-2.41575000E+00   1.28628000E+00   2.93173000E+02   1.12825000E-02
-2.35753000E+00   5.02924000E-01   2.93344000E+02   1.16066000E-02
-2.65904000E+00   1.43214000E+00   2.93299000E+02   1.14150000E-02
-2.24357000E+00   1.08648000E+00   2.93311000E+02   1.15430000E-02
-2.98447000E+00   1.96172000E+00   2.93277000E+02   1.13901000E-02
-2.36692000E+00   1.04257000E+00   2.93478000E+02   1.17394000E-02
-1.72408000E+00   1.34178000E+00   2.93885000E+02   1.24739000E-02
-2.13037000E+00   8.93752000E-01   2.93796000E+02   1.23737000E-02
-2.36966000E+00   3.87776000E-01   2.93679000E+02   1.22455000E-02
-1.39905000E+00   3.24540000E-01   2.93597000E+02   1.22032000E-02
-1.84774000E+00   6.63346000E-01   2.93412000E+02   1.18773000E-02
-2.37429000E+00   1.22272000E+00   2.93552000E+02   1.20843000E-02
-1.67980000E+00   1.04262000E+00   2.93379000E+02   1.18322000E-02
-1.95866000E+00   7.97946000E-01   2.93639000E+02   1.20929000E-02
-2.04191000E+00   9.12026000E-01   2.93461000E+02   1.17921000E-02
-2.30464000E+00   1.12380000E+00   2.93518000E+02   1.18337000E-02
-2.35648000E+00   1.24642000E+00   2.93665000E+02   1.19223000E-02
-1.66243000E+00   6.63574000E-01   2.93438000E+02   1.13491000E-02
-2.12537000E+00   9.75434000E-01   2.93821000E+02   1.20399000E-02
-2.63751000E+00   9.37289000E-01   2.93556000E+02   1.16752000E-02
-2.44048000E+00   1.18207000E+00   2.93523000E+02   1.16753000E-02
-2.04319000E+00   4.40078000E-01   2.93588000E+02   1.19568000E-02
-2.11784000E+00   1.07718000E+00   2.93808000E+02   1.23441000E-02
-1.77838000E+00   8.04672000E-01   2.93846000E+02   1.23822000E-02
-1.86130000E+00   8.18734000E-01   2.93664000E+02   1.21286000E-02
-1.78787000E+00   6.62146000E-01   2.93643000E+02   1.20052000E-02
-1.01728000E+00   4.53727000E-01   2.93446000E+02   1.16258000E-02
-2.39905000E+00   1.19445000E+00   2.93513000E+02   1.17793000E-02
-2.31832000E+00   9.17027000E-01   2.93629000E+02   1.19635000E-02
-1.98280000E+00   1.58788000E+00   2.93354000E+02   1.13927000E-02
-1.09025000E+00   1.73113000E-01   2.93999000E+02   1.25631000E-02
-2.44846000E+00   1.85993000E+00   2.93522000E+02   1.18235000E-02
-1.81892000E+00   1.59405000E+00   2.93380000E+02   1.15894000E-02
-2.42451000E+00   1.30148000E+00   2.93717000E+02   1.21335000E-02
-2.46398000E+00   1.33190000E+00   2.93892000E+02   1.21987000E-02
-2.34427000E+00   4.60422000E-02   2.93820000E+02   1.22143000E-02
-2.68015000E+00   1.53821000E+00   2.93719000E+02   1.18853000E-02
-1.71306000E+00   6.06023000E-01   2.93974000E+02   1.23942000E-02
-1.94256000E+00   9.01146000E-01   2.93701000E+02   1.18416000E-02
-1.76325000E+00   1.62021000E+00   2.93613000E+02   1.18237000E-02
-2.39020000E+00   9.09649000E-01   2.93820000E+02   1.21892000E-02
-2.11539000E+00   1.03077000E+00   2.93453000E+02   1.16466000E-02
-2.28930000E+00   1.65109000E-01   2.93841000E+02   1.21009000E-02
-2.15939000E+00   3.90094000E-01   2.93609000E+02   1.17131000E-02
-2.33354000E+00   1.58331000E+00   2.93373000E+02   1.12307000E-02
-2.60619000E+00   2.07748000E+00   2.93307000E+02   1.11317000E-02
-2.19643000E+00   1.66081000E+00   2.93663000E+02   1.16527000E-02
-2.26162000E+00   1.95439000E+00   2.93622000E+02   1.14062000E-02
-2.51109000E+00   2.09466000E+00   2.93833000E+02   1.17638000E-02
-2.31420000E+00   1.54427000E+00   2.93693000E+02   1.17052000E-02
-1.55259000E+00   6.72462000E-01   2.94072000E+02   1.25407000E-02
-1.39463000E+00   5.15730000E-01   2.93814000E+02   1.22265000E-02
-1.51286000E+00  -2.96578000E-01   2.93953000E+02   1.24026000E-02
-2.39707000E+00  -2.02865000E-03   2.93588000E+02   1.18357000E-02
-2.68105000E+00   3.98426000E-01   2.93553000E+02   1.18169000E-02
-2.04219000E+00  -2.07297000E-01   2.94216000E+02   1.27660000E-02
-1.99153000E+00  -4.13678000E-01   2.93854000E+02   1.22021000E-02
-2.72433000E+00   2.62769000E-01   2.93692000E+02   1.19755000E-02
-2.42109000E+00   3.78963000E-01   2.93661000E+02   1.19576000E-02
-2.95069000E+00   6.60457000E-01   2.93829000E+02   1.22032000E-02
-3.07539000E+00   7.71521000E-02   2.93558000E+02   1.18363000E-02
-1.78133000E+00  -1.32659000E-01   2.94231000E+02   1.29008000E-02
-1.84046000E+00   3.27271000E-01   2.94277000E+02   1.28847000E-02
-3.10278000E+00   7.07468000E-01   2.93515000E+02   1.18951000E-02
-1.92265000E+00   8.88365000E-01   2.93961000E+02   1.23825000E-02
-1.60830000E+00  -1.01203000E-01   2.94424000E+02   1.29517000E-02
-2.85859000E+00  -6.54520000E-02   2.94081000E+02   1.23969000E-02
-2.14730000E+00  -1.32693000E-01   2.94183000E+02   1.25290000E-02
-2.88040000E+00  -7.92169000E-01   2.93977000E+02   1.21529000E-02
-1.38443000E+00   4.64613000E-01   2.94442000E+02   1.29552000E-02
-1.45718000E+00   9.84125000E-01   2.94072000E+02   1.23740000E-02
-2.03698000E+00  -4.62982000E-01   2.94412000E+02   1.28764000E-02
-2.98227000E+00   8.32207000E-02   2.93809000E+02   1.19874000E-02
-2.66453000E+00   1.30814000E-02   2.93736000E+02   1.18652000E-02
-2.11459000E+00   7.88200000E-01   2.93613000E+02   1.16469000E-02
-2.30565000E+00   6.78996000E-01   2.94265000E+02   1.26556000E-02
-2.17161000E+00   5.78896000E-01   2.94164000E+02   1.25308000E-02
-1.90840000E+00  -1.28178000E-01   2.93871000E+02   1.21250000E-02
-3.11105000E+00   4.43378000E-01   2.93652000E+02   1.18332000E-02
-2.50744000E+00   4.58841000E-01   2.94148000E+02   1.24999000E-02
-2.68002000E+00  -6.06019000E-01   2.94157000E+02   1.24331000E-02
-3.02602000E+00  -3.61535000E-01   2.93630000E+02   1.16825000E-02
-1.85949000E+00   2.52878000E-01   2.93861000E+02   1.20496000E-02
-2.68406000E+00  -2.42978000E-01   2.93655000E+02   1.16244000E-02
-2.34124000E+00   5.35088000E-01   2.93548000E+02   1.16585000E-02
-2.55300000E+00   3.80095000E-01   2.93864000E+02   1.21587000E-02
-2.54066000E+00   1.31879000E-01   2.93783000E+02   1.18685000E-02
-3.36936000E+00   2.24060000E-01   2.93888000E+02   1.20452000E-02
-2.55516000E+00   1.01778000E-01   2.93824000E+02   1.18706000E-02
-2.91153000E+00   2.96788000E-01   2.94011000E+02   1.22756000E-02
-2.59062000E+00  -1.86034000E-01   2.93830000E+02   1.18900000E-02
-1.80291000E+00   5.03516000E-01   2.94470000E+02   1.28841000E-02
-1.67327000E+00   4.35838000E-01   2.94159000E+02   1.24132000E-02
-2.50028000E+00   1.24454000E-01   2.94132000E+02   1.23820000E-02
-2.61258000E+00   2.14405000E-01   2.94031000E+02   1.22285000E-02
-3.12706000E+00   1.06412000E-01   2.93958000E+02   1.22274000E-02
-1.89207000E+00   6.86526000E-01   2.94637000E+02   1.32671000E-02
-2.62075000E+00   6.37762000E-01   2.93931000E+02   1.20481000E-02
-2.19224000E+00   9.19390000E-01   2.93782000E+02   1.20058000E-02
-2.25522000E+00  -1.27900000E-01   2.94118000E+02   1.23032000E-02
-2.43343000E+00  -2.52274000E-01   2.93777000E+02   1.18667000E-02
-2.20986000E+00   1.57898000E-01   2.94507000E+02   1.29513000E-02
-2.17431000E+00   4.55726000E-01   2.93815000E+02   1.19132000E-02
-2.42989000E+00  -3.01829000E-02   2.94077000E+02   1.22422000E-02
-2.60864000E+00   7.35860000E-01   2.93840000E+02   1.17923000E-02
-2.26978000E+00   4.01011000E-01   2.93731000E+02   1.18391000E-02
-1.79394000E+00   8.07744000E-01   2.93941000E+02   1.22041000E-02
-1.49897000E+00   5.92655000E-01   2.93674000E+02   1.18378000E-02
-2.22877000E+00   4.58619000E-01   2.94174000E+02   1.24482000E-02
-1.92780000E+00  -2.65153000E-02   2.93996000E+02   1.22716000E-02
-2.02012000E+00   4.89721000E-01   2.93600000E+02   1.15490000E-02
-2.18651000E+00   3.19772000E-01   2.94111000E+02   1.23956000E-02
-1.67702000E+00   1.03114000E+00   2.94573000E+02   1.29348000E-02
-2.48487000E+00   6.38541000E-01   2.93714000E+02   1.15922000E-02
-2.24075000E+00   2.43230000E-01   2.94210000E+02   1.23143000E-02
-2.84667000E+00   2.45746000E-02   2.94200000E+02   1.22489000E-02
-1.78573000E+00   1.18438000E-01   2.94502000E+02   1.27600000E-02
-2.61089000E+00  -8.49447000E-02   2.93702000E+02   1.16729000E-02
-3.48856000E+00   6.16052000E-01   2.94072000E+02   1.20570000E-02
-1.85142000E+00  -7.85796000E-02   2.94168000E+02   1.21076000E-02
-2.77162000E+00   7.95334000E-01   2.94180000E+02   1.22158000E-02
-3.00630000E+00   5.61258000E-01   2.94348000E+02   1.24848000E-02
-1.96221000E+00   8.11508000E-01   2.94245000E+02   1.24046000E-02
-1.91817000E+00  -2.70179000E-01   2.94235000E+02   1.23396000E-02
-1.86019000E+00   4.35343000E-01   2.94205000E+02   1.23119000E-02
-1.31774000E+00   7.37877000E-01   2.94560000E+02   1.28000000E-02
-2.60543000E+00   3.91708000E-01   2.93883000E+02   1.17806000E-02
-1.30378000E+00   5.44459000E-01   2.94092000E+02   1.20155000E-02
-2.45092000E+00   9.51836000E-01   2.93962000E+02   1.18956000E-02
-2.48072000E+00   9.73052000E-01   2.94324000E+02   1.23945000E-02
-2.62686000E+00   1.05626000E+00   2.94065000E+02   1.19015000E-02
-3.00435000E+00   1.49850000E+00   2.93810000E+02   1.17607000E-02
-3.12356000E+00   1.45363000E+00   2.94235000E+02   1.23463000E-02
-3.07160000E+00   7.75153000E-01   2.93950000E+02   1.17557000E-02
-2.72530000E+00   1.14942000E+00   2.94339000E+02   1.24289000E-02
-1.62327000E+00   8.30667000E-01   2.94258000E+02   1.21684000E-02
-2.24075000E+00   7.69377000E-01   2.94355000E+02   1.21563000E-02
-1.65314000E+00   1.43871000E+00   2.94473000E+02   1.24087000E-02
-2.00190000E+00   1.14134000E+00   2.94369000E+02   1.23852000E-02
-2.92106000E+00   1.48375000E+00   2.94077000E+02   1.18032000E-02
-2.46084000E+00   9.20592000E-01   2.94171000E+02   1.20835000E-02
-2.57276000E+00   9.52023000E-01   2.93961000E+02   1.16995000E-02
-2.23100000E+00   1.17759000E+00   2.94881000E+02   1.32921000E-02
-1.90853000E+00   4.11841000E-01   2.94712000E+02   1.29534000E-02
-1.78693000E+00   7.11295000E-01   2.94102000E+02   1.21032000E-02
-2.27948000E+00   5.01636000E-01   2.94170000E+02   1.22201000E-02
-2.60465000E+00   1.14998000E+00   2.93872000E+02   1.16444000E-02
-2.05068000E+00   1.79590000E+00   2.94344000E+02   1.23043000E-02
-1.62225000E+00   9.27176000E-01   2.94693000E+02   1.29506000E-02
-1.36706000E+00   6.76746000E-01   2.94125000E+02   1.21273000E-02
-1.45176000E+00   1.96133000E-01   2.94278000E+02   1.23657000E-02
-7.90341000E-01   6.65640000E-01   2.94595000E+02   1.28463000E-02
-1.58628000E+00   1.17576000E+00   2.94582000E+02   1.28327000E-02
-2.18948000E+00   6.69549000E-01   2.93850000E+02   1.17444000E-02
-1.14311000E+00   9.91456000E-01   2.94518000E+02   1.26785000E-02
-1.97477000E+00  -1.44418000E-01   2.94454000E+02   1.26435000E-02
-1.85093000E+00   9.10494000E-01   2.94247000E+02   1.22663000E-02
-1.28703000E+00   7.26144000E-01   2.94380000E+02   1.24611000E-02
-1.26940000E+00   9.58465000E-01   2.94597000E+02   1.27295000E-02
-1.90386000E+00   1.51920000E+00   2.94151000E+02   1.20709000E-02
-1.67847000E+00   1.26597000E+00   2.94309000E+02   1.23001000E-02
-2.59739000E+00   3.79933000E-01   2.94352000E+02   1.23772000E-02
-2.11785000E+00   1.28295000E+00   2.94238000E+02   1.20946000E-02
-2.82926000E+00   1.35719000E+00   2.93981000E+02   1.16970000E-02
-2.18142000E+00   1.29383000E+00   2.94193000E+02   1.20743000E-02
-2.35169000E+00   1.44556000E+00   2.94346000E+02   1.22214000E-02
-2.48819000E+00   6.72249000E-01   2.94479000E+02   1.23153000E-02
-2.25019000E+00   1.16647000E+00   2.94202000E+02   1.19839000E-02
-2.26792000E+00   6.51439000E-01   2.93885000E+02   1.14433000E-02
-1.87897000E+00   6.05783000E-01   2.94579000E+02   1.26883000E-02
-1.65628000E+00   7.50613000E-01   2.94588000E+02   1.27490000E-02
-1.43962000E+00   2.61254000E-01   2.94544000E+02   1.26151000E-02
-1.71634000E+00   4.05384000E-01   2.94817000E+02   1.30719000E-02
-1.18936000E+00   6.10826000E-01   2.94575000E+02   1.27240000E-02
-1.07707000E+00  -3.28590000E-02   2.94949000E+02   1.31553000E-02
-2.50652000E+00  -2.35769000E-01   2.94652000E+02   1.26938000E-02
-2.74717000E+00  -3.88683000E-01   2.94667000E+02   1.27399000E-02
-2.44253000E+00  -7.33668000E-01   2.94108000E+02   1.18898000E-02
-2.60130000E+00  -2.00515000E-02   2.94481000E+02   1.25179000E-02
-1.87726000E+00   2.61960000E-01   2.94408000E+02   1.24593000E-02
-2.92681000E+00   9.40688000E-01   2.94830000E+02   1.30225000E-02
-2.61397000E+00   4.62461000E-01   2.94476000E+02   1.25455000E-02
-2.93169000E+00   3.38084000E-01   2.94395000E+02   1.23515000E-02
-2.43471000E+00   3.80139000E-01   2.94614000E+02   1.27054000E-02
-2.31094000E+00  -1.40843000E-01   2.94505000E+02   1.25774000E-02
-2.59310000E+00   3.64615000E-01   2.94347000E+02   1.23219000E-02
-2.44779000E+00   6.81182000E-02   2.94444000E+02   1.24441000E-02
-2.66633000E+00   2.27939000E-01   2.94838000E+02   1.29885000E-02
-2.59448000E+00  -9.52548000E-01   2.94323000E+02   1.21092000E-02
-2.61476000E+00   6.27590000E-01   2.94466000E+02   1.23367000E-02
-2.67519000E+00   2.13924000E-01   2.94260000E+02   1.20723000E-02
-3.05817000E+00   1.82937000E-01   2.94113000E+02   1.17518000E-02
-2.92435000E+00   2.07386000E-01   2.94464000E+02   1.21775000E-02
-2.47922000E+00   5.62437000E-01   2.94131000E+02   1.16854000E-02
-2.42251000E+00   4.64623000E-01   2.94942000E+02   1.30670000E-02
-2.55441000E+00  -7.90433000E-01   2.94664000E+02   1.25581000E-02
-2.43831000E+00   4.99793000E-02   2.95156000E+02   1.33005000E-02
-2.41156000E+00  -3.21623000E-01   2.94559000E+02   1.24137000E-02
-2.65596000E+00  -1.71367000E-01   2.94319000E+02   1.20538000E-02
-1.82768000E+00   1.92037000E-01   2.95067000E+02   1.31625000E-02
-2.64784000E+00  -7.43596000E-01   2.94524000E+02   1.22984000E-02
-1.88545000E+00   1.22057000E+00   2.94524000E+02   1.23361000E-02
-2.16168000E+00   6.79725000E-01   2.94562000E+02   1.24454000E-02
-2.41573000E+00   9.38481000E-02   2.94709000E+02   1.26449000E-02
-1.73840000E+00   1.06474000E+00   2.94557000E+02   1.24043000E-02
-2.02005000E+00   7.70322000E-01   2.94076000E+02   1.17923000E-02
-1.70516000E+00   1.40883000E+00   2.94080000E+02   1.15776000E-02
-1.82087000E+00   6.97605000E-01   2.94467000E+02   1.22726000E-02
-1.98452000E+00   1.44834000E+00   2.94692000E+02   1.26648000E-02
-2.26663000E+00   5.10803000E-01   2.94601000E+02   1.24101000E-02
-2.41696000E+00   9.42798000E-01   2.94319000E+02   1.18229000E-02
-1.80779000E+00   9.49457000E-01   2.94615000E+02   1.25137000E-02
-1.86911000E+00   8.08981000E-01   2.94488000E+02   1.24097000E-02
-2.09901000E+00  -5.41280000E-01   2.94445000E+02   1.23205000E-02
-2.50844000E+00   2.32897000E-01   2.94283000E+02   1.21871000E-02
-2.64526000E+00   4.59019000E-01   2.94362000E+02   1.22165000E-02
-3.09722000E+00   8.78682000E-02   2.94590000E+02   1.25012000E-02
-2.92005000E+00   2.73451000E-01   2.94831000E+02   1.28072000E-02
-1.75611000E+00   3.27330000E-01   2.94925000E+02   1.28947000E-02
-2.35843000E+00   1.59439000E-01   2.94782000E+02   1.28182000E-02
-1.54712000E+00   7.23476000E-01   2.94851000E+02   1.28647000E-02
-1.36026000E+00   7.07760000E-01   2.94987000E+02   1.30688000E-02
-1.99965000E+00   5.95964000E-01   2.94475000E+02   1.23532000E-02
-1.96794000E+00   6.67069000E-01   2.94643000E+02   1.26599000E-02
-1.92694000E+00   2.21881000E-01   2.94958000E+02   1.31121000E-02
-1.87928000E+00   4.42855000E-01   2.94453000E+02   1.23914000E-02
-2.40800000E+00   1.28480000E-01   2.94081000E+02   1.19457000E-02
-1.37956000E+00   6.32591000E-01   2.95067000E+02   1.31981000E-02
-2.04720000E+00   6.16518000E-01   2.94503000E+02   1.24394000E-02
-1.87799000E+00  -5.34587000E-01   2.94756000E+02   1.27866000E-02
-1.43078000E+00   3.37103000E-01   2.95019000E+02   1.31623000E-02
-1.52294000E+00   3.27369000E-01   2.94676000E+02   1.26711000E-02
-1.21713000E+00  -4.13610000E-02   2.94518000E+02   1.23803000E-02
-1.55801000E+00   6.86696000E-02   2.94325000E+02   1.20483000E-02
-2.19539000E+00   5.86155000E-01   2.94497000E+02   1.23645000E-02
-2.44842000E+00   2.80582000E-01   2.94711000E+02   1.26119000E-02
-2.94561000E+00   6.13180000E-01   2.94569000E+02   1.23478000E-02
-2.25798000E+00   7.14951000E-01   2.94796000E+02   1.26620000E-02
-1.99796000E+00   7.70903000E-01   2.95001000E+02   1.29113000E-02
-1.45899000E+00   6.96203000E-01   2.94827000E+02   1.26685000E-02
-2.28280000E+00   4.40061000E-01   2.94768000E+02   1.25419000E-02
-3.48646000E+00   1.20423000E+00   2.94428000E+02   1.21596000E-02
-2.56916000E+00   1.14179000E+00   2.94863000E+02   1.25042000E-02
-1.67075000E+00   2.31234000E-01   2.94998000E+02   1.26220000E-02
-2.51673000E+00   3.50817000E-01   2.94656000E+02   1.21635000E-02
-1.66287000E+00  -2.73365000E-01   2.95415000E+02   1.35774000E-02
-2.12460000E+00  -3.41390000E-01   2.95023000E+02   1.30669000E-02
-2.00377000E+00  -5.46799000E-01   2.94753000E+02   1.26819000E-02
-2.50269000E+00  -4.50203000E-01   2.94658000E+02   1.24226000E-02
-2.43105000E+00  -6.91093000E-01   2.94649000E+02   1.24205000E-02
-2.29388000E+00  -4.20322000E-01   2.94184000E+02   1.18028000E-02
-2.58333000E+00  -6.19414000E-01   2.94627000E+02   1.23443000E-02
-1.75034000E+00  -7.94584000E-01   2.94984000E+02   1.27740000E-02
-2.37139000E+00  -2.87170000E-01   2.95170000E+02   1.27140000E-02
-2.92846000E+00   3.46706000E-01   2.94995000E+02   1.27878000E-02
-2.78129000E+00   8.25442000E-01   2.94816000E+02   1.26871000E-02
-3.39537000E+00   3.20472000E-01   2.94857000E+02   1.28068000E-02
-1.51520000E+00  -5.32866000E-01   2.94915000E+02   1.29029000E-02
-1.42128000E+00  -7.55620000E-03   2.94962000E+02   1.29435000E-02
-2.08674000E+00  -7.04123000E-01   2.95166000E+02   1.32631000E-02
-1.64331000E+00  -3.89258000E-01   2.94934000E+02   1.28577000E-02
-1.78559000E+00  -2.76462000E-01   2.94842000E+02   1.27052000E-02
-1.90180000E+00   3.48614000E-01   2.95247000E+02   1.32281000E-02
-2.59214000E+00  -2.12522000E-01   2.94475000E+02   1.21121000E-02
