     atm_u           atm_v           atm_T           atm_q     
-2.88485000E+00  -6.53781000E-01   2.90076000E+02   9.81665000E-03
-2.52031000E+00  -1.10049000E-02   2.89853000E+02   9.82188000E-03
-2.69822000E+00  -4.41109000E-01   2.90102000E+02   9.81265000E-03
-3.12519000E+00  -2.22745000E-01   2.90002000E+02   9.82171000E-03
-2.64595000E+00   2.53390000E-01   2.89648000E+02   9.82836000E-03
-2.56201000E+00  -9.51121000E-01   2.90078000E+02   9.81411000E-03
-1.98681000E+00   1.49092000E-01   2.89577000E+02   9.82643000E-03
-1.68630000E+00  -6.93404000E-01   2.89569000E+02   9.82916000E-03
-2.88660000E+00   2.58012000E-02   2.89812000E+02   9.82029000E-03
-2.83230000E+00  -3.40943000E-01   2.90372000E+02   9.80494000E-03
-2.60686000E+00   5.39100000E-01   2.90104000E+02   9.81189000E-03
-3.31858000E+00  -6.59657000E-02   2.90243000E+02   9.80599000E-03
-2.46210000E+00  -5.81095000E-01   2.89934000E+02   9.81873000E-03
-2.79792000E+00   3.79566000E-01   2.90192000E+02   9.80979000E-03
-3.06855000E+00  -4.81623000E-01   2.89878000E+02   9.81698000E-03
-2.76977000E+00   4.27921000E-02   2.90441000E+02   9.80098000E-03
-3.05666000E+00   2.83063000E-01   2.89654000E+02   9.82311000E-03
-2.76922000E+00  -3.44034000E-01   2.90222000E+02   9.80837000E-03
-2.39570000E+00  -1.40765000E-01   2.89894000E+02   9.81743000E-03
-3.34942000E+00   1.07495000E-01   2.90192000E+02   9.80757000E-03
-3.08786000E+00  -1.32455000E-01   2.90366000E+02   9.79774000E-03
-2.88393000E+00   7.47757000E-02   2.90337000E+02   9.79828000E-03
-2.75652000E+00  -1.31872000E-01   2.90010000E+02   9.81214000E-03
-2.71358000E+00  -1.79843000E-01   2.89826000E+02   9.82117000E-03
-2.96789000E+00   8.05475000E-02   2.89918000E+02   9.81969000E-03
-2.56221000E+00   5.72606000E-01   2.89922000E+02   9.81518000E-03
-1.99815000E+00   3.09320000E-01   2.89853000E+02   9.81511000E-03
-2.24671000E+00  -3.58131000E-01   2.90026000E+02   9.80815000E-03
-2.99554000E+00   2.66130000E-01   2.90003000E+02   9.81336000E-03
-3.52948000E+00   6.80895000E-01   2.90034000E+02   9.81037000E-03
-2.96005000E+00   6.78595000E-01   2.90287000E+02   9.80401000E-03
-2.61870000E+00   1.87132000E-01   2.89992000E+02   9.81088000E-03
-2.39172000E+00  -8.46639000E-02   2.89685000E+02   9.81364000E-03
-2.50736000E+00   1.56363000E-01   2.89977000E+02   9.80931000E-03
-2.60846000E+00  -1.42171000E-02   2.89499000E+02   9.82363000E-03
-2.87918000E+00  -2.98088000E-01   2.90103000E+02   9.80688000E-03
-1.87220000E+00  -3.53114000E-01   2.89738000E+02   9.81513000E-03
-2.38265000E+00  -5.05169000E-01   2.89671000E+02   9.81570000E-03
-2.20435000E+00  -4.26950000E-01   2.90107000E+02   9.80624000E-03
-2.44047000E+00  -7.99803000E-01   2.89649000E+02   9.81422000E-03
-2.83147000E+00   5.27457000E-01   2.90324000E+02   9.80084000E-03
-2.17222000E+00  -2.17731000E-01   2.89850000E+02   9.80691000E-03
-2.51222000E+00  -3.69631000E-01   2.90538000E+02   9.79485000E-03
-2.91969000E+00   4.05088000E-01   2.90518000E+02   9.79246000E-03
-2.24789000E+00   1.45415000E-01   2.89872000E+02   9.81261000E-03
-2.69143000E+00   2.59583000E-01   2.89874000E+02   9.81021000E-03
-2.52116000E+00  -6.03327000E-01   2.89820000E+02   9.81397000E-03
-2.67653000E+00   3.65996000E-01   2.89853000E+02   9.81534000E-03
-2.53335000E+00  -3.55929000E-01   2.89738000E+02   9.81047000E-03
-2.02307000E+00   2.01934000E-01   2.90120000E+02   9.80234000E-03
-2.85989000E+00  -2.22316000E-01   2.89770000E+02   9.80812000E-03
-2.21154000E+00  -8.07517000E-02   2.90233000E+02   9.79705000E-03
-3.12417000E+00  -2.04067000E-01   2.90206000E+02   9.80141000E-03
-2.79015000E+00   2.52890000E-01   2.89732000E+02   9.81295000E-03
-2.44047000E+00  -4.99175000E-02   2.90126000E+02   9.80385000E-03
-2.43302000E+00  -1.09819000E-01   2.89945000E+02   9.80648000E-03
-2.44772000E+00  -3.11941000E-01   2.90004000E+02   9.80461000E-03
-3.38847000E+00  -8.13369000E-02   2.89826000E+02   9.80712000E-03
-3.28097000E+00   5.98552000E-01   2.90445000E+02   9.79474000E-03
-2.96838000E+00   4.87108000E-01   2.89819000E+02   9.80622000E-03
-2.98651000E+00   1.17600000E-01   2.90241000E+02   9.79571000E-03
-2.40948000E+00   3.25212000E-01   2.89817000E+02   9.80610000E-03
-3.35648000E+00   5.77305000E-01   2.90226000E+02   9.79512000E-03
-2.85216000E+00   1.89496000E-01   2.89875000E+02   9.80102000E-03
-2.72466000E+00  -2.35872000E-01   2.90202000E+02   9.79367000E-03
-3.31799000E+00   1.67981000E-01   2.90305000E+02   9.79318000E-03
-2.41826000E+00  -6.34345000E-01   2.89611000E+02   9.80731000E-03
-2.68957000E+00  -5.16845000E-01   2.89729000E+02   9.80124000E-03
-2.59138000E+00  -4.86605000E-02   2.90057000E+02   9.80015000E-03
-2.34914000E+00  -4.40197000E-02   2.90598000E+02   9.77938000E-03
-3.01276000E+00  -1.76014000E-01   2.89919000E+02   9.80756000E-03
-2.81108000E+00  -2.12713000E-01   2.89744000E+02   9.80172000E-03
-2.45209000E+00  -3.81304000E-01   2.90447000E+02   9.78240000E-03
-3.55903000E+00  -2.84825000E-01   2.90477000E+02   9.78692000E-03
-2.83420000E+00  -2.63569000E-01   2.89909000E+02   9.79900000E-03
-2.88602000E+00   5.30334000E-01   2.90031000E+02   9.80015000E-03
-2.35022000E+00  -4.39893000E-01   2.89914000E+02   9.79705000E-03
-2.34042000E+00  -2.90998000E-01   2.90065000E+02   9.79610000E-03
-2.61151000E+00  -4.08733000E-02   2.90203000E+02   9.79578000E-03
-3.18853000E+00   9.21443000E-02   2.89890000E+02   9.79874000E-03
-2.30857000E+00  -5.20639000E-02   2.89975000E+02   9.79329000E-03
-3.02712000E+00  -4.52507000E-01   2.89990000E+02   9.79672000E-03
-2.91343000E+00  -6.99249000E-01   2.90124000E+02   9.79635000E-03
-2.97653000E+00  -4.65247000E-01   2.90162000E+02   9.79111000E-03
-2.44752000E+00   5.35168000E-02   2.89580000E+02   9.80073000E-03
-2.09251000E+00   1.45763000E-01   2.90069000E+02   9.79323000E-03
-2.32412000E+00   4.18239000E-02   2.89899000E+02   9.79619000E-03
-3.17346000E+00  -3.46860000E-02   2.89958000E+02   9.79983000E-03
-3.29369000E+00   2.55329000E-01   2.89935000E+02   9.79924000E-03
-2.76737000E+00  -3.02464000E-02   2.89847000E+02   9.79814000E-03
-3.20528000E+00   2.36630000E-01   2.90155000E+02   9.78903000E-03
-2.91312000E+00   6.15550000E-01   2.90091000E+02   9.79010000E-03
-3.00453000E+00  -5.12401000E-01   2.90157000E+02   9.78772000E-03
-2.46716000E+00   3.17688000E-01   2.89783000E+02   9.79596000E-03
-3.31095000E+00  -5.38047000E-01   2.90536000E+02   9.77979000E-03
-2.53617000E+00  -3.90887000E-01   2.89862000E+02   9.79570000E-03
-2.64629000E+00  -9.00392000E-02   2.89959000E+02   9.78689000E-03
-2.78067000E+00  -3.84671000E-01   2.90053000E+02   9.79111000E-03
-2.19779000E+00  -1.16178000E-01   2.89935000E+02   9.79318000E-03
-3.00029000E+00  -1.52861000E-01   2.90172000E+02   9.78948000E-03
-2.89787000E+00   5.87599000E-02   2.90374000E+02   9.78164000E-03
-2.36663000E+00   4.99627000E-03   2.90098000E+02   9.79004000E-03
-2.99164000E+00   9.47228000E-02   2.89928000E+02   9.79090000E-03
-3.23897000E+00   3.30022000E-01   2.90004000E+02   9.79198000E-03
-3.14415000E+00  -4.60032000E-01   2.89879000E+02   9.79255000E-03
-2.91475000E+00   1.26045000E-01   2.90096000E+02   9.78689000E-03
-2.81446000E+00   9.33261000E-01   2.90168000E+02   9.78791000E-03
-3.44368000E+00  -3.50970000E-01   2.90029000E+02   9.78972000E-03
-3.63153000E+00   2.10476000E-01   2.90288000E+02   9.78188000E-03
-3.24617000E+00   3.44923000E-01   2.90444000E+02   9.77501000E-03
-2.36822000E+00  -3.17990000E-01   2.89934000E+02   9.78704000E-03
-2.65156000E+00   5.52179000E-01   2.90132000E+02   9.78572000E-03
-2.49887000E+00   7.94046000E-02   2.90077000E+02   9.78545000E-03
-3.02919000E+00  -2.71191000E-01   2.89909000E+02   9.78473000E-03
-2.19892000E+00   2.28137000E-01   2.89969000E+02   9.78908000E-03
-3.31513000E+00   2.21303000E-01   2.90112000E+02   9.78473000E-03
-2.52454000E+00  -7.21205000E-02   2.90215000E+02   9.78180000E-03
-2.04223000E+00  -3.78174000E-01   2.89484000E+02   9.79117000E-03
-2.53519000E+00  -1.03900000E-01   2.90103000E+02   9.78700000E-03
-2.51353000E+00   2.73337000E-01   2.89534000E+02   9.79602000E-03
-2.17047000E+00  -5.21719000E-01   2.90027000E+02   9.78596000E-03
-2.75515000E+00   5.43442000E-02   2.89807000E+02   9.78806000E-03
-2.68917000E+00  -3.98161000E-01   2.89816000E+02   9.78323000E-03
-2.85458000E+00  -4.47226000E-01   2.89677000E+02   9.78578000E-03
-2.58695000E+00  -3.18729000E-01   2.89649000E+02   9.79010000E-03
-1.50132000E+00  -2.87560000E-01   2.89430000E+02   9.78698000E-03
-2.40205000E+00   2.06451000E-01   2.89361000E+02   9.79466000E-03
-2.65599000E+00  -1.56487000E-02   2.89813000E+02   9.78914000E-03
-2.31230000E+00   1.23176000E-01   2.90013000E+02   9.77976000E-03
-2.90120000E+00   1.73290000E-01   2.89491000E+02   9.79215000E-03
-2.72355000E+00   1.97317000E-01   2.89893000E+02   9.78351000E-03
-2.55203000E+00   1.05535000E-01   2.89878000E+02   9.78406000E-03
-2.89976000E+00   4.50679000E-01   2.89959000E+02   9.78198000E-03
-2.99116000E+00  -3.64280000E-01   2.90086000E+02   9.77776000E-03
-1.81470000E+00  -4.86306000E-01   2.89812000E+02   9.78404000E-03
-2.51436000E+00   1.63108000E-01   2.90102000E+02   9.77814000E-03
-2.66149000E+00   2.09999000E-01   2.89793000E+02   9.78166000E-03
-2.25379000E+00  -2.65307000E-01   2.89526000E+02   9.78398000E-03
-2.11772000E+00  -8.30446000E-01   2.89657000E+02   9.78791000E-03
-3.33111000E+00  -5.26422000E-02   2.90235000E+02   9.77662000E-03
-2.51014000E+00  -4.15156000E-01   2.90188000E+02   9.77737000E-03
-2.83924000E+00   1.94065000E-02   2.89860000E+02   9.78390000E-03
-3.11382000E+00   1.58643000E-01   2.90273000E+02   9.77180000E-03
-3.67263000E+00   6.66311000E-01   2.90091000E+02   9.78081000E-03
-2.95013000E+00  -1.82875000E-01   2.89926000E+02   9.77371000E-03
-2.36367000E+00  -5.27139000E-01   2.89701000E+02   9.78489000E-03
-2.21153000E+00  -8.17202000E-01   2.90087000E+02   9.77795000E-03
-3.19868000E+00   6.50572000E-02   2.89948000E+02   9.77953000E-03
-2.81569000E+00   7.59152000E-01   2.89999000E+02   9.77767000E-03
-2.29311000E+00   3.73213000E-01   2.90039000E+02   9.77109000E-03
-2.33853000E+00   6.98748000E-01   2.90083000E+02   9.77734000E-03
-2.25511000E+00  -4.52302000E-01   2.89925000E+02   9.77964000E-03
-2.07272000E+00  -2.19258000E-01   2.90120000E+02   9.77822000E-03
-2.72473000E+00   1.98187000E-01   2.89835000E+02   9.77930000E-03
-2.61132000E+00   2.56917000E-01   2.89273000E+02   9.78560000E-03
-2.32571000E+00  -5.05775000E-01   2.90363000E+02   9.77461000E-03
-2.84919000E+00  -6.86334000E-01   2.90166000E+02   9.77380000E-03
-2.61167000E+00   1.63578000E-01   2.90227000E+02   9.76455000E-03
-2.41139000E+00  -2.81998000E-01   2.89623000E+02   9.78121000E-03
-2.51961000E+00  -8.47124000E-02   2.89590000E+02   9.77829000E-03
-1.86123000E+00  -2.70509000E-01   2.89666000E+02   9.78435000E-03
-2.60460000E+00  -4.03787000E-01   2.89911000E+02   9.77753000E-03
-3.08579000E+00  -2.81223000E-01   2.90398000E+02   9.76590000E-03
-2.77828000E+00   2.93700000E-01   2.89401000E+02   9.78252000E-03
-3.03035000E+00  -4.40102000E-01   2.89628000E+02   9.78006000E-03
-2.16936000E+00  -1.09654000E-01   2.89617000E+02   9.78255000E-03
-2.02759000E+00   3.18848000E-01   2.89629000E+02   9.77944000E-03
-2.43986000E+00  -6.92366000E-01   2.89284000E+02   9.78745000E-03
-2.13323000E+00  -1.28945000E-01   2.89564000E+02   9.77631000E-03
-2.98768000E+00   2.18176000E-01   2.89928000E+02   9.76900000E-03
-2.75612000E+00  -6.38259000E-04   2.90286000E+02   9.76382000E-03
-3.33146000E+00   3.63499000E-01   2.90176000E+02   9.76626000E-03
-2.67097000E+00   1.11109000E-01   2.89662000E+02   9.77481000E-03
-2.00612000E+00  -2.46789000E-02   2.89513000E+02   9.77096000E-03
-2.87684000E+00   2.64372000E-01   2.89952000E+02   9.76643000E-03
-1.83196000E+00  -6.23644000E-01   2.89459000E+02   9.77208000E-03
-2.96115000E+00  -3.64931000E-01   2.89944000E+02   9.76119000E-03
-2.84407000E+00   8.58357000E-01   2.90298000E+02   9.76174000E-03
-2.54189000E+00  -2.58323000E-01   2.89737000E+02   9.76716000E-03
-2.82731000E+00   2.50007000E-02   2.89924000E+02   9.76889000E-03
-2.44516000E+00  -1.56143000E-01   2.89759000E+02   9.76613000E-03
-2.37339000E+00   1.43761000E-01   2.89642000E+02   9.77393000E-03
-2.40776000E+00  -5.33927000E-01   2.89581000E+02   9.76719000E-03
-1.91170000E+00  -3.19203000E-02   2.89578000E+02   9.77548000E-03
-2.69842000E+00   1.22540000E-01   2.89768000E+02   9.76793000E-03
-2.73731000E+00  -3.75174000E-01   2.89799000E+02   9.77033000E-03
-2.56312000E+00  -3.38636000E-02   2.89761000E+02   9.76917000E-03
-3.02348000E+00   2.61087000E-01   2.89821000E+02   9.76669000E-03
-2.54601000E+00   7.84318000E-02   2.89727000E+02   9.76377000E-03
-2.95940000E+00   2.44247000E-01   2.89973000E+02   9.76626000E-03
-3.20856000E+00   5.83892000E-02   2.89698000E+02   9.77309000E-03
-2.16809000E+00  -1.82160000E-01   2.89481000E+02   9.77517000E-03
-2.06266000E+00  -3.44046000E-02   2.89452000E+02   9.76775000E-03
-2.90184000E+00  -4.00765000E-02   2.89655000E+02   9.76615000E-03
-3.30133000E+00   6.60472000E-01   2.89659000E+02   9.77296000E-03
-1.94426000E+00   3.48548000E-02   2.89288000E+02   9.76305000E-03
-2.53467000E+00  -2.46779000E-01   2.89421000E+02   9.76499000E-03
-2.43996000E+00  -2.82149000E-01   2.89633000E+02   9.76858000E-03
-2.38496000E+00   7.10162000E-03   2.89540000E+02   9.77162000E-03
-2.55089000E+00   3.52666000E-01   2.89262000E+02   9.77397000E-03
-3.26784000E+00   2.99516000E-01   2.90131000E+02   9.76984000E-03
-2.98302000E+00  -2.83162000E-01   2.89677000E+02   9.76124000E-03
-3.09346000E+00  -1.40049000E-01   2.89940000E+02   9.76356000E-03
-3.18478000E+00   5.14547000E-01   2.90000000E+02   9.75707000E-03
-2.68117000E+00   3.65173000E-01   2.89851000E+02   9.76821000E-03
-2.60472000E+00  -8.53462000E-02   2.89508000E+02   9.76675000E-03
-2.25706000E+00   6.57531000E-02   2.89475000E+02   9.76797000E-03
-2.88642000E+00  -8.99893000E-02   2.90106000E+02   9.76068000E-03
-2.74715000E+00   3.31894000E-01   2.89660000E+02   9.75653000E-03
-2.59724000E+00  -1.33387000E-01   2.89696000E+02   9.76151000E-03
-2.63534000E+00   9.58519000E-02   2.89981000E+02   9.75519000E-03
-2.55957000E+00   5.48101000E-02   2.89480000E+02   9.76450000E-03
-2.25372000E+00   2.31282000E-01   2.89844000E+02   9.76534000E-03
-2.23006000E+00   2.16769000E-01   2.89616000E+02   9.75588000E-03
-2.66008000E+00  -6.63460000E-01   2.90071000E+02   9.75949000E-03
-2.79890000E+00   3.64236000E-01   2.89709000E+02   9.76927000E-03
-2.54874000E+00   2.14258000E-01   2.89659000E+02   9.75979000E-03
-3.10875000E+00  -2.27196000E-01   2.89805000E+02   9.76244000E-03
-2.34842000E+00  -6.87387000E-02   2.89795000E+02   9.75802000E-03
-2.28812000E+00   5.96320000E-03   2.89617000E+02   9.76088000E-03
-2.47442000E+00   1.94225000E-01   2.89686000E+02   9.76211000E-03
-2.56828000E+00  -2.64849000E-01   2.90140000E+02   9.75507000E-03
-2.48250000E+00  -1.95992000E-02   2.89684000E+02   9.75861000E-03
-2.93848000E+00   4.42577000E-01   2.89490000E+02   9.75511000E-03
-2.27796000E+00   1.03322000E-01   2.89503000E+02   9.76637000E-03
-2.31438000E+00  -5.72765000E-01   2.89801000E+02   9.75802000E-03
-2.48304000E+00  -8.35754000E-02   2.89497000E+02   9.75595000E-03
-2.39349000E+00   4.97907000E-01   2.89565000E+02   9.75928000E-03
-2.74010000E+00   4.13815000E-02   2.89655000E+02   9.75929000E-03
-2.72127000E+00   1.52592000E-01   2.89744000E+02   9.75569000E-03
-2.91518000E+00  -2.36655000E-01   2.89789000E+02   9.76210000E-03
-2.57209000E+00  -3.32948000E-02   2.89667000E+02   9.75862000E-03
-2.51307000E+00  -1.67558000E-01   2.89828000E+02   9.74820000E-03
-2.56684000E+00  -9.68418000E-02   2.89252000E+02   9.76148000E-03
-2.38946000E+00   4.27779000E-01   2.89335000E+02   9.76342000E-03
-1.94058000E+00  -3.44729000E-01   2.89433000E+02   9.75689000E-03
-1.67265000E+00  -4.49115000E-01   2.89192000E+02   9.75209000E-03
-2.76577000E+00   3.14789000E-01   2.89954000E+02   9.74563000E-03
-2.30635000E+00   2.75580000E-01   2.89664000E+02   9.75085000E-03
-2.86906000E+00  -5.79685000E-01   2.90005000E+02   9.74836000E-03
-2.17803000E+00  -1.38147000E-01   2.89579000E+02   9.75005000E-03
-2.98340000E+00  -5.76957000E-01   2.89749000E+02   9.75354000E-03
-3.26999000E+00   4.32552000E-01   2.89571000E+02   9.75120000E-03
-2.75616000E+00  -2.59521000E-01   2.89490000E+02   9.74874000E-03
-2.90399000E+00  -4.97227000E-01   2.89781000E+02   9.75673000E-03
-2.62693000E+00  -3.65798000E-01   2.90045000E+02   9.74920000E-03
-2.94255000E+00   4.06114000E-01   2.89711000E+02   9.75328000E-03
-2.78571000E+00  -1.88872000E-01   2.89773000E+02   9.74937000E-03
-2.89355000E+00  -6.28897000E-02   2.89632000E+02   9.74558000E-03
-3.04189000E+00   1.56148000E-01   2.90018000E+02   9.75957000E-03
-2.65428000E+00   6.06471000E-01   2.89981000E+02   9.74705000E-03
-2.53480000E+00   2.03329000E-01   2.89605000E+02   9.74282000E-03
-3.23465000E+00  -8.50594000E-02   2.89558000E+02   9.75159000E-03
-2.61023000E+00   1.11950000E-01   2.89743000E+02   9.74873000E-03
-2.80642000E+00   7.84065000E-02   2.89664000E+02   9.75328000E-03
-2.74603000E+00  -3.54587000E-01   2.89600000E+02   9.74858000E-03
-2.53347000E+00   2.30844000E-02   2.89841000E+02   9.74164000E-03
-2.55936000E+00  -1.06809000E-01   2.89780000E+02   9.74886000E-03
-2.36556000E+00   4.58931000E-01   2.90018000E+02   9.74627000E-03
-2.91247000E+00   1.32759000E-01   2.89838000E+02   9.74583000E-03
-2.81181000E+00  -3.05167000E-02   2.89784000E+02   9.74579000E-03
-2.88037000E+00   9.51243000E-01   2.89642000E+02   9.75328000E-03
-2.56977000E+00  -3.99336000E-01   2.89804000E+02   9.74712000E-03
-2.40806000E+00   1.88959000E-01   2.89840000E+02   9.74887000E-03
-2.56265000E+00   5.31459000E-01   2.89759000E+02   9.74915000E-03
-2.83185000E+00   1.64255000E-02   2.89627000E+02   9.74906000E-03
-2.05293000E+00  -2.25435000E-01   2.89621000E+02   9.75537000E-03
-3.09525000E+00   1.69005000E-01   2.90082000E+02   9.75339000E-03
-2.63896000E+00  -5.39828000E-01   2.89657000E+02   9.74415000E-03
-2.67996000E+00  -5.59622000E-01   2.89701000E+02   9.74820000E-03
-2.85912000E+00  -1.14140000E-01   2.89540000E+02   9.74860000E-03
-2.64783000E+00  -1.37436000E-01   2.89889000E+02   9.74938000E-03
-2.34828000E+00  -6.29411000E-02   2.90061000E+02   9.74231000E-03
-3.09089000E+00   2.00029000E-01   2.89881000E+02   9.74498000E-03
-2.21790000E+00  -1.54436000E-01   2.89612000E+02   9.74460000E-03
-3.19950000E+00   4.04879000E-01   2.90047000E+02   9.74111000E-03
-2.66569000E+00  -2.64974000E-01   2.89443000E+02   9.74022000E-03
-2.20580000E+00   4.79494000E-01   2.89309000E+02   9.74301000E-03
-2.33371000E+00  -4.37190000E-01   2.89453000E+02   9.73750000E-03
-1.95507000E+00  -3.88105000E-01   2.89282000E+02   9.73816000E-03
-2.03415000E+00   2.05378000E-01   2.89247000E+02   9.74595000E-03
-3.04128000E+00  -3.56400000E-01   2.89857000E+02   9.73916000E-03
-2.23872000E+00  -3.76142000E-01   2.89653000E+02   9.74258000E-03
-2.87182000E+00   6.87508000E-02   2.89693000E+02   9.74411000E-03
-2.30686000E+00   5.98628000E-01   2.89169000E+02   9.73425000E-03
-2.00228000E+00   1.56816000E-01   2.89391000E+02   9.73378000E-03
-2.29654000E+00  -6.62822000E-01   2.89398000E+02   9.73592000E-03
-2.27499000E+00  -1.88375000E-01   2.89846000E+02   9.74136000E-03
-2.86589000E+00   1.72775000E-01   2.89713000E+02   9.73387000E-03
-3.58021000E+00  -1.27822000E-02   2.90006000E+02   9.74162000E-03
-2.36176000E+00   7.48247000E-02   2.89175000E+02   9.73396000E-03
-2.20785000E+00  -4.59911000E-02   2.89513000E+02   9.73917000E-03
-2.51686000E+00   5.11094000E-01   2.89878000E+02   9.74466000E-03
-2.60093000E+00  -5.18260000E-02   2.89008000E+02   9.72541000E-03
-2.80819000E+00  -1.39848000E-01   2.89462000E+02   9.74090000E-03
-2.61046000E+00   1.44203000E-01   2.89416000E+02   9.73084000E-03
-2.26039000E+00  -1.69876000E-01   2.89571000E+02   9.74308000E-03
-2.64587000E+00  -3.27660000E-02   2.89688000E+02   9.74263000E-03
-1.93741000E+00  -4.96429000E-02   2.89389000E+02   9.73966000E-03
-2.33620000E+00  -1.24602000E-01   2.89386000E+02   9.74489000E-03
-3.17429000E+00   1.93646000E-01   2.89868000E+02   9.73958000E-03
-2.44971000E+00  -2.75635000E-02   2.89637000E+02   9.72890000E-03
-2.41523000E+00   2.56518000E-01   2.89294000E+02   9.73428000E-03
-2.40887000E+00   2.87136000E-01   2.89274000E+02   9.72731000E-03
-2.01939000E+00   9.26398000E-02   2.89244000E+02   9.73489000E-03
-2.51960000E+00   4.01022000E-01   2.89479000E+02   9.73014000E-03
-2.94072000E+00   2.51716000E-01   2.89736000E+02   9.73632000E-03
-3.01759000E+00   3.57990000E-01   2.89816000E+02   9.73196000E-03
-2.57309000E+00  -2.63563000E-01   2.89465000E+02   9.72755000E-03
-2.63685000E+00  -4.50609000E-01   2.89799000E+02   9.73750000E-03
-1.55512000E+00   2.31288000E-01   2.89644000E+02   9.73547000E-03
-2.47962000E+00   2.56666000E-01   2.89369000E+02   9.73346000E-03
-3.51379000E+00  -1.30696000E-01   2.89793000E+02   9.74098000E-03
-2.76284000E+00  -1.91460000E-01   2.89935000E+02   9.72820000E-03
-2.55943000E+00   6.12803000E-01   2.89757000E+02   9.73792000E-03
-1.94067000E+00   6.42221000E-01   2.89803000E+02   9.73659000E-03
-2.59732000E+00   4.49265000E-01   2.89590000E+02   9.72384000E-03
-2.39455000E+00   2.40041000E-01   2.89490000E+02   9.72185000E-03
-1.92054000E+00  -4.55208000E-01   2.89466000E+02   9.72331000E-03
-2.22523000E+00  -1.06096000E-01   2.89704000E+02   9.72828000E-03
-2.68065000E+00  -4.08900000E-03   2.89778000E+02   9.73351000E-03
-2.65215000E+00   4.05708000E-02   2.89783000E+02   9.73137000E-03
-2.46484000E+00   3.39688000E-01   2.89484000E+02   9.73092000E-03
-3.34740000E+00   1.69987000E-01   2.89366000E+02   9.72622000E-03
-2.96540000E+00   1.01369000E+00   2.89901000E+02   9.72267000E-03
-3.21086000E+00  -3.27171000E-02   2.89988000E+02   9.73418000E-03
-2.27232000E+00   1.09663000E-01   2.89486000E+02   9.72336000E-03
-3.38200000E+00  -1.05156000E-01   2.89337000E+02   9.73455000E-03
-3.23234000E+00   7.84209000E-02   2.89679000E+02   9.73060000E-03
-3.23621000E+00   4.10887000E-01   2.89784000E+02   9.72977000E-03
-2.87821000E+00   6.35786000E-02   2.89170000E+02   9.72358000E-03
-2.33979000E+00  -2.81227000E-01   2.89421000E+02   9.72251000E-03
-2.99371000E+00  -6.04447000E-01   2.89858000E+02   9.72779000E-03
-2.59298000E+00  -1.59250000E-01   2.89730000E+02   9.72506000E-03
-2.43869000E+00   4.14961000E-02   2.89211000E+02   9.71794000E-03
-2.64719000E+00  -3.62834000E-01   2.89384000E+02   9.71578000E-03
-2.37636000E+00  -3.84344000E-02   2.89414000E+02   9.72363000E-03
-2.81311000E+00   2.25525000E-02   2.89956000E+02   9.72534000E-03
-2.54011000E+00  -2.15124000E-01   2.89010000E+02   9.71184000E-03
-2.52201000E+00   2.59584000E-01   2.89441000E+02   9.72728000E-03
-2.25283000E+00   4.13096000E-01   2.89306000E+02   9.70739000E-03
-3.25054000E+00  -3.64932000E-01   2.89723000E+02   9.72130000E-03
-3.08405000E+00  -1.48083000E-02   2.89677000E+02   9.72428000E-03
-2.27813000E+00  -5.68585000E-01   2.89396000E+02   9.71692000E-03
-2.40381000E+00  -1.55377000E-02   2.89326000E+02   9.72126000E-03
-2.04121000E+00   4.77641000E-01   2.89108000E+02   9.72770000E-03
-2.34852000E+00  -2.76857000E-01   2.89174000E+02   9.71274000E-03
-2.90573000E+00   1.34259000E-01   2.89838000E+02   9.72259000E-03
-2.59948000E+00   1.65760000E-01   2.89423000E+02   9.71956000E-03
-2.95215000E+00   8.56949000E-02   2.89844000E+02   9.72390000E-03
-2.76480000E+00  -2.99675000E-01   2.89374000E+02   9.72137000E-03
-2.51711000E+00  -1.09904000E-01   2.89458000E+02   9.71507000E-03
-2.30096000E+00   3.68033000E-01   2.89461000E+02   9.71276000E-03
-2.68932000E+00  -1.26095000E-01   2.89307000E+02   9.71089000E-03
-2.85930000E+00   1.91581000E-01   2.89996000E+02   9.72456000E-03
-1.98412000E+00  -8.47348000E-02   2.89290000E+02   9.71336000E-03
-2.84747000E+00   3.89131000E-01   2.89300000E+02   9.71904000E-03
-2.46949000E+00  -1.02250000E-01   2.89732000E+02   9.72642000E-03
-2.64739000E+00   2.38888000E-01   2.89939000E+02   9.72054000E-03
-2.37947000E+00  -1.54181000E-01   2.89371000E+02   9.71622000E-03
-2.51857000E+00   3.32296000E-02   2.89536000E+02   9.70859000E-03
-2.48297000E+00   4.45870000E-01   2.89443000E+02   9.72116000E-03
-3.02528000E+00   2.57406000E-01   2.89578000E+02   9.72162000E-03
-2.48238000E+00  -2.43788000E-01   2.89573000E+02   9.71708000E-03
-2.60291000E+00   2.09311000E-01   2.89662000E+02   9.71420000E-03
-2.20895000E+00  -6.98123000E-02   2.89596000E+02   9.70995000E-03
-1.93076000E+00  -5.15666000E-01   2.89352000E+02   9.70699000E-03
-2.45882000E+00  -7.22529000E-02   2.89412000E+02   9.72196000E-03
-2.29781000E+00   3.21739000E-02   2.89727000E+02   9.72409000E-03
-2.61617000E+00   2.73467000E-01   2.89791000E+02   9.71948000E-03
-2.77131000E+00   1.21117000E-01   2.89346000E+02   9.70446000E-03
-3.34398000E+00  -1.13655000E-01   2.89560000E+02   9.71887000E-03
